position	numhm	numht
500000	8	53
1000000	11	58
1500000	8	91
2000000	8	115
2500000	21	106
3000000	21	106
3500000	25	147
4000000	20	118
4500000	26	89
5000000	13	90
5500000	14	147
6000000	20	158
6500000	23	127
7000000	36	255
7500000	26	168
8000000	26	166
8500000	14	57
9000000	33	165
9500000	19	104
10000000	22	103
10500000	55	265
11000000	26	121
11500000	91	312
12000000	28	197
12500000	39	500
13000000	48	478
13500000	169	813
14000000	62	551
14500000	17	236
15000000	18	180
15500000	9	87
16000000	9	87
16500000	15	153
17000000	8	87
17500000	12	58
18000000	16	73
18500000	3	56
19000000	11	69
19500000	12	87
20000000	6	79
20500000	9	54
21000000	11	44
21500000	4	43
22000000	8	27
22500000	3	25
23000000	7	32
23500000	8	29
24000000	8	25
24500000	4	46
25000000	4	29
25500000	4	28
26000000	6	31
26500000	6	285
27000000	24	537
27500000	35	159
28000000	23	146
28500000	33	169
29000000	52	625
29500000	204	974
30000000	46	1206
30500000	64	689
31000000	61	574
31500000	56	460
32000000	49	265
32500000	29	166
33000000	38	130
33500000	36	138
34000000	45	267
34500000	26	165
35000000	16	127
35500000	25	167
36000000	12	96
36500000	15	101
37000000	18	100
37500000	19	114
38000000	16	93
38500000	17	93
39000000	6	76
39500000	16	77
40000000	13	104
40500000	17	67
41000000	9	51
41500000	5	55
42000000	10	81
42500000	12	113
43000000	19	83
43500000	9	66
44000000	9	105
44500000	11	93
45000000	12	67
45500000	18	74
46000000	17	77
46500000	6	92
47000000	9	82
47500000	7	63
48000000	11	73
48500000	8	100
49000000	14	93
49500000	7	83
50000000	10	56
50500000	10	89
51000000	9	60
51500000	17	68
52000000	11	44
52500000	11	135
53000000	24	128
53500000	11	99
54000000	20	178
54500000	28	202
55000000	42	383
55500000	18	388
56000000	313	1311
56500000	1363	1296
57000000	39	582
57500000	68	633
58000000	34	198
58500000	41	199
59000000	32	218
59500000	17	103
60000000	12	124
60500000	19	84
61000000	15	125
61500000	14	115
62000000	8	106
62500000	25	141
63000000	14	86
63500000	20	102
64000000	25	147
64500000	25	129
65000000	19	190
65500000	30	164
66000000	10	183
66500000	24	251
67000000	43	415
67500000	60	983
68000000	26	984
68500000	54	862
69000000	10	390
69500000	32	219
70000000	22	152
70500000	15	149
71000000	14	110
71500000	28	180
72000000	28	123
72500000	18	147
73000000	27	250
73500000	19	82
74000000	29	156
74500000	15	103
75000000	12	146
75500000	21	154
76000000	10	168
76500000	29	125
77000000	12	88
77500000	18	102
78000000	12	96
78500000	10	96
79000000	10	96
79500000	17	84
80000000	18	116
80500000	18	109
81000000	12	122
81500000	14	142
82000000	20	134
82500000	24	119
83000000	11	137
83500000	14	139
84000000	23	90
84500000	18	125
85000000	14	107
85500000	22	140
86000000	17	144
86500000	19	88
87000000	16	138
87500000	7	113
88000000	16	203
88500000	23	100
89000000	26	110
89500000	19	117
90000000	16	95
90500000	23	228
91000000	22	447
91500000	32	705
92000000	56	2098
92500000	82	614
93000000	25	261
93500000	29	124
94000000	12	136
94500000	22	150
95000000	15	134
95500000	23	175
96000000	25	200
96500000	36	247
97000000	26	152
97500000	40	201
98000000	18	141
98500000	28	150
99000000	12	91
99500000	10	58
100000000	15	144
100500000	22	121
101000000	12	116
101500000	11	81
102000000	24	84
102500000	33	148
103000000	22	99
103500000	13	82
104000000	27	145
104500000	13	124
105000000	37	182
105500000	47	333
106000000	1	32
