position	numhm	numht
1000000	19	111
2000000	16	206
3000000	42	212
4000000	45	265
5000000	39	179
6000000	34	305
7000000	59	382
8000000	52	334
9000000	47	222
10000000	41	207
11000000	81	386
12000000	119	509
13000000	87	978
14000000	231	1364
15000000	35	416
16000000	18	174
17000000	23	240
18000000	28	131
19000000	14	125
20000000	18	166
21000000	20	98
22000000	12	70
23000000	10	57
24000000	16	54
25000000	8	75
26000000	10	59
27000000	30	822
28000000	58	305
29000000	85	794
30000000	250	2180
31000000	125	1263
32000000	105	725
33000000	67	296
34000000	81	405
35000000	42	292
36000000	37	263
37000000	33	201
38000000	35	207
39000000	23	169
40000000	29	181
41000000	26	118
42000000	15	136
43000000	31	196
44000000	18	171
45000000	23	160
46000000	35	151
47000000	15	174
48000000	18	136
49000000	22	193
50000000	17	139
51000000	19	149
52000000	28	112
53000000	35	263
54000000	31	277
55000000	70	585
56000000	331	1699
57000000	1402	1878
58000000	102	831
59000000	73	417
60000000	29	227
61000000	34	209
62000000	22	221
63000000	39	227
64000000	45	249
65000000	44	319
66000000	40	347
67000000	67	666
68000000	86	1967
69000000	64	1252
70000000	54	371
71000000	29	259
72000000	56	303
73000000	45	397
74000000	48	238
75000000	27	249
76000000	31	322
77000000	41	213
78000000	30	198
79000000	20	192
80000000	35	200
81000000	30	231
82000000	34	276
83000000	35	256
84000000	37	229
85000000	32	232
86000000	39	284
87000000	35	226
88000000	23	316
89000000	49	210
90000000	35	212
91000000	45	675
92000000	88	2803
93000000	107	875
94000000	41	260
95000000	37	284
96000000	48	375
97000000	62	399
98000000	58	342
99000000	40	241
100000000	25	202
101000000	34	237
102000000	35	165
103000000	55	247
104000000	40	227
105000000	50	306
106000000	48	365
