position	numhm	numht	length
100000	5	34
200000	25	68
300000	2	10
400000	1	1
500000	0	0
600000	1	1
700000	63	103
800000	29	41
900000	12	25
1000000	53	83
1100000	36	39
1200000	0	2
1300000	14	21
1400000	2	6
1500000	3	2
1600000	3	24
1700000	0	19
1800000	0	12
1900000	1	9
2000000	0	9
2100000	0	2
2200000	0	0
2300000	1	8
2400000	1	8
2500000	20	18
2600000	52	56
2700000	91	92
2800000	124	103
2900000	135	88
3000000	109	115
3100000	136	97
3200000	124	147
3300000	106	181
3400000	49	28
3500000	98	111
3600000	140	141
3700000	80	41
3800000	117	104
3900000	79	65
4000000	87	19
4100000	93	34
4200000	56	22
4300000	119	29
4400000	102	31
4500000	56	25
4600000	0	2
4700000	43	8
4800000	86	16
4900000	115	16
5000000	59	15
5100000	3	0
5200000	66	6
5300000	146	13
5400000	132	6
5500000	192	10
5600000	144	15
5700000	200	7
5800000	127	16
5900000	169	19
6000000	74	4
6100000	158	21
6200000	106	5
6300000	103	6
6400000	168	33
6500000	154	25
6600000	95	2
6700000	94	8
6800000	113	3
6900000	103	8
7000000	116	27
7100000	49	4
7200000	145	2
7300000	110	3
7400000	66	3
7500000	135	14
7600000	82	9
7700000	86	1
7800000	214	43
7900000	69	30
8000000	57	7
8100000	93	10
8200000	92	7
8300000	87	7
8400000	83	9
8500000	86	8
8600000	89	10
8700000	84	19
8800000	79	12
8900000	177	40
9000000	97	16
9100000	90	19
9200000	121	50
9300000	73	26
9400000	39	21
9500000	53	19
9600000	46	35
9700000	87	50
9800000	86	33
9900000	80	62
10000000	67	43
10100000	31	25
10200000	94	59
10300000	29	20
10400000	137	84
10500000	36	24
10600000	6	8
10700000	11	15
10800000	28	28
10900000	48	45
11000000	32	23
11100000	30	51
11200000	17	10
11300000	1	1
11400000	0	0
11500000	1	3
11600000	33	34
11700000	36	23
11800000	0	0
11900000	0	1
12000000	0	1
12100000	1	0
12200000	0	1
12300000	1	1
12400000	7	5
12500000	25	22
12600000	27	26
12700000	20	26
12800000	21	40
12900000	20	23
13000000	26	49
13100000	19	19
13200000	0	2
13300000	1	4
13400000	0	4
13500000	1	2
13600000	4	3
13700000	11	6
13800000	22	31
13900000	36	38
14000000	39	62
14100000	37	78
14200000	23	33
14300000	39	83
14400000	28	51
14500000	14	22
14600000	21	36
14700000	25	51
14800000	54	139
14900000	13	48
15000000	26	71
15100000	14	16
15200000	5	10
15300000	34	96
15400000	1	1
