position	numhm	numht	length
10000	0	7
20000	0	4
30000	0	2
40000	0	2
50000	2	10
60000	0	0
70000	1	6
80000	1	2
90000	1	1
100000	0	0
110000	0	1
120000	0	0
130000	0	3
140000	1	13
150000	1	1
160000	0	0
170000	4	9
180000	2	10
190000	6	13
200000	11	18
210000	2	10
220000	0	0
230000	0	0
240000	0	0
250000	0	0
260000	0	0
270000	0	0
280000	0	0
290000	0	0
300000	0	0
310000	0	1
320000	0	0
330000	1	0
340000	0	0
350000	0	0
360000	0	0
370000	0	0
380000	0	0
390000	0	0
400000	0	0
410000	0	0
420000	0	0
430000	0	0
440000	0	0
450000	0	0
460000	0	0
470000	0	0
480000	0	0
490000	0	0
500000	0	0
510000	0	0
520000	0	1
530000	0	0
540000	0	0
550000	0	0
560000	0	0
570000	0	0
580000	0	0
590000	1	0
600000	0	0
610000	5	11
620000	4	3
630000	6	10
640000	3	16
650000	13	31
660000	7	6
670000	7	8
680000	4	5
690000	4	6
700000	10	7
710000	4	13
720000	8	12
730000	13	10
740000	3	6
750000	1	0
760000	0	0
770000	0	0
780000	0	0
790000	0	0
800000	0	0
810000	0	1
820000	0	0
830000	0	1
840000	0	0
850000	0	1
860000	0	0
870000	0	4
880000	6	12
890000	2	3
900000	4	3
910000	0	2
920000	0	0
930000	0	1
940000	9	7
950000	7	9
960000	3	17
970000	7	3
980000	3	3
990000	9	23
1000000	15	18
1010000	8	4
1020000	2	3
1030000	5	3
1040000	2	0
1050000	19	25
1060000	0	1
1070000	0	3
1080000	0	0
1090000	0	0
1100000	0	0
1110000	0	0
1120000	0	0
1130000	0	1
1140000	0	0
1150000	0	0
1160000	0	1
1170000	0	0
1180000	0	0
1190000	0	0
1200000	0	0
1210000	0	2
1220000	0	0
1230000	2	2
1240000	1	3
1250000	0	1
1260000	10	13
1270000	1	0
1280000	0	0
1290000	0	0
1300000	0	0
1310000	0	0
1320000	1	1
1330000	0	0
1340000	0	0
1350000	1	0
1360000	0	0
1370000	0	2
1380000	0	1
1390000	0	2
1400000	0	0
1410000	0	0
1420000	0	0
1430000	0	0
1440000	1	0
1450000	0	1
1460000	0	1
1470000	0	0
1480000	1	0
1490000	1	0
1500000	0	0
1510000	0	0
1520000	0	0
1530000	0	0
1540000	0	18
1550000	0	0
1560000	0	6
1570000	0	0
1580000	1	0
1590000	0	0
1600000	2	0
1610000	0	9
1620000	0	2
1630000	0	0
1640000	0	0
1650000	0	1
1660000	0	1
1670000	0	4
1680000	0	1
1690000	0	1
1700000	0	0
1710000	0	1
1720000	0	3
1730000	0	1
1740000	0	0
1750000	0	3
1760000	0	0
1770000	0	0
1780000	0	1
1790000	0	3
1800000	0	0
1810000	0	1
1820000	0	3
1830000	0	0
1840000	0	2
1850000	0	0
1860000	0	0
1870000	0	0
1880000	0	0
1890000	0	3
1900000	1	0
1910000	0	5
1920000	0	2
1930000	0	0
1940000	0	1
1950000	0	0
1960000	0	0
1970000	0	0
1980000	0	0
1990000	0	0
2000000	0	1
2010000	0	0
2020000	0	0
2030000	0	0
2040000	0	2
2050000	0	0
2060000	0	0
2070000	0	0
2080000	0	0
2090000	0	0
2100000	0	0
2110000	0	0
2120000	0	0
2130000	0	0
2140000	0	0
2150000	0	0
2160000	0	0
2170000	0	0
2180000	0	0
2190000	0	0
2200000	0	0
2210000	0	0
2220000	0	0
2230000	0	0
2240000	0	0
2250000	0	0
2260000	0	0
2270000	1	3
2280000	0	0
2290000	0	3
2300000	0	2
2310000	0	0
2320000	0	0
2330000	0	1
2340000	0	0
2350000	0	0
2360000	0	0
2370000	0	0
2380000	0	0
2390000	1	7
2400000	0	0
2410000	0	0
2420000	0	0
2430000	0	0
2440000	0	0
2450000	0	5
2460000	0	0
2470000	0	1
2480000	8	2
2490000	6	3
2500000	6	7
2510000	11	3
2520000	5	3
2530000	6	7
2540000	1	5
2550000	3	8
2560000	0	3
2570000	8	14
2580000	5	5
2590000	7	3
2600000	6	5
2610000	6	14
2620000	1	5
2630000	12	11
2640000	15	13
2650000	8	12
2660000	12	19
2670000	33	9
2680000	3	1
2690000	0	1
2700000	1	7
2710000	3	6
2720000	1	1
