position	numhm	numht	length
10000	0	0
20000	0	0
30000	1	0
40000	0	0
50000	0	0
60000	0	0
70000	0	0
80000	0	0
90000	0	0
100000	0	0
110000	0	0
120000	0	0
130000	0	0
140000	0	0
150000	0	0
160000	0	0
170000	0	0
180000	0	0
190000	0	0
200000	0	0
210000	0	0
220000	0	1
230000	0	0
240000	0	0
250000	0	0
260000	0	0
270000	0	0
280000	1	0
290000	0	0
300000	2	8
310000	6	5
320000	2	5
330000	7	15
340000	8	25
350000	12	18
360000	6	6
370000	3	4
380000	7	8
390000	2	9
400000	12	6
410000	8	19
420000	10	8
430000	3	3
440000	4	5
450000	0	0
460000	0	0
470000	0	0
480000	0	0
490000	0	0
500000	0	1
510000	0	0
520000	0	0
530000	0	1
540000	0	1
550000	0	0
560000	0	1
570000	1	5
580000	5	11
590000	5	4
600000	1	2
610000	0	1
620000	0	0
630000	2	7
640000	14	6
650000	2	13
660000	6	11
670000	3	3
680000	6	10
690000	19	31
700000	8	3
710000	3	4
720000	5	3
730000	2	0
740000	7	10
750000	12	16
760000	0	3
770000	0	0
780000	0	0
790000	0	0
800000	0	0
810000	0	0
820000	0	0
830000	0	1
840000	0	0
850000	0	1
860000	0	0
870000	0	0
880000	0	0
890000	0	0
900000	0	0
910000	0	2
920000	1	2
930000	1	3
940000	1	1
950000	8	7
960000	3	6
970000	0	0
980000	0	0
990000	0	0
1000000	0	0
1010000	1	1
1020000	0	0
1030000	0	0
1040000	0	0
1050000	1	0
1060000	0	2
1070000	0	1
1080000	0	0
1090000	0	2
1100000	0	0
1110000	0	0
1120000	0	0
1130000	0	0
1140000	1	1
1150000	0	0
1160000	0	1
1170000	0	0
1180000	2	0
1190000	0	0
1200000	0	0
1210000	0	0
1220000	0	0
1230000	0	1
1240000	0	17
1250000	0	6
1260000	0	0
1270000	0	0
1280000	1	0
1290000	0	0
1300000	2	3
1310000	0	8
1320000	0	0
1330000	0	0
1340000	0	1
1350000	0	0
1360000	0	5
1370000	0	0
1380000	0	2
1390000	0	0
1400000	0	0
1410000	0	3
1420000	0	2
1430000	0	0
1440000	0	3
1450000	0	0
1460000	0	0
1470000	0	1
1480000	0	0
1490000	0	3
1500000	0	1
1510000	0	3
1520000	0	0
1530000	0	2
1540000	0	0
1550000	0	0
1560000	0	0
1570000	0	0
1580000	0	3
1590000	1	0
1600000	0	4
1610000	0	3
1620000	0	0
1630000	0	0
1640000	0	1
1650000	0	0
1660000	0	0
1670000	0	0
1680000	0	0
1690000	0	1
1700000	0	0
1710000	0	0
1720000	0	0
1730000	0	2
1740000	0	0
1750000	0	0
1760000	0	0
1770000	0	0
1780000	0	0
1790000	0	0
1800000	0	0
1810000	0	0
1820000	0	0
1830000	0	0
1840000	0	0
1850000	0	0
1860000	0	0
1870000	0	0
1880000	0	0
1890000	0	0
1900000	0	0
1910000	0	0
1920000	0	0
1930000	0	0
1940000	0	0
1950000	0	0
1960000	1	3
1970000	0	0
1980000	0	3
1990000	0	2
2000000	0	0
2010000	0	0
2020000	0	1
2030000	0	0
2040000	0	0
2050000	0	0
2060000	0	0
2070000	0	0
2080000	1	1
2090000	0	6
2100000	0	0
2110000	0	0
2120000	0	0
2130000	0	0
2140000	0	5
2150000	0	0
2160000	0	0
2170000	6	1
2180000	6	4
2190000	4	4
2200000	12	4
2210000	5	6
2220000	8	2
2230000	2	6
2240000	3	11
2250000	0	2
2260000	3	6
2270000	6	13
2280000	8	5
2290000	6	1
2300000	8	16
2310000	2	7
2320000	6	8
2330000	19	11
2340000	7	15
2350000	14	14
2360000	29	13
2370000	8	4
2380000	0	1
2390000	0	0
2400000	4	12
2410000	0	1
2420000	10	10
2430000	16	8
2440000	18	6
2450000	18	8
2460000	20	27
2470000	12	15
2480000	10	5
2490000	13	14
2500000	20	7
2510000	4	12
2520000	8	6
2530000	11	6
2540000	16	12
2550000	13	7
2560000	5	12
2570000	13	6
2580000	14	11
2590000	34	13
2600000	4	1
2610000	7	16
2620000	17	11
2630000	15	31
2640000	13	5
2650000	14	3
2660000	12	14
2670000	13	16
2680000	13	7
2690000	2	11
2700000	0	0
2710000	7	1
2720000	17	5
2730000	12	2
2740000	12	3
2750000	18	14
2760000	21	19
2770000	13	18
2780000	17	19
2790000	15	10
2800000	13	8
2810000	7	9
2820000	7	15
2830000	27	4
2840000	7	6
2850000	7	11
2860000	10	39
2870000	14	31
2880000	12	10
2890000	16	8
2900000	17	39
2910000	5	30
2920000	7	29
2930000	10	25
2940000	9	5
2950000	31	13
2960000	21	39
2970000	0	2
2980000	7	1
2990000	7	8
3000000	22	12
3010000	12	9
3020000	4	2
3030000	3	3
3040000	2	2
3050000	0	0
3060000	0	0
3070000	3	1
3080000	3	1
3090000	0	0
3100000	1	5
3110000	7	1
3120000	5	3
3130000	1	1
3140000	1	0
3150000	5	12
3160000	25	36
3170000	38	34
3180000	15	19
3190000	0	0
3200000	0	0
