position	numhm	numht	length
10000	12	1
20000	13	1
30000	17	3
40000	23	3
50000	3	2
60000	10	1
70000	2	4
80000	5	11
90000	4	4
100000	3	0
110000	10	9
120000	12	1
130000	6	0
140000	1	3
150000	5	0
160000	12	5
170000	6	5
180000	4	2
190000	0	0
200000	0	1
210000	0	0
220000	0	0
230000	0	1
240000	0	0
250000	0	0
260000	0	0
270000	0	0
280000	0	0
290000	0	0
300000	0	0
310000	0	0
320000	0	2
330000	0	0
340000	0	0
350000	0	2
360000	0	0
370000	14	2
380000	24	2
390000	5	0
400000	6	6
410000	14	3
420000	19	4
430000	6	0
440000	9	2
450000	10	0
460000	4	0
470000	3	0
480000	8	1
490000	6	0
500000	3	1
510000	6	0
520000	16	4
530000	17	4
540000	19	2
550000	8	0
560000	7	0
570000	21	2
580000	6	1
590000	13	2
600000	10	2
610000	19	7
620000	11	2
630000	7	0
640000	10	4
650000	0	0
660000	1	0
670000	1	0
680000	0	0
690000	0	0
700000	0	0
710000	0	0
720000	0	0
730000	0	0
740000	1	0
750000	1	0
760000	0	0
770000	1	0
780000	0	0
790000	0	0
800000	0	0
810000	0	0
820000	0	0
830000	0	0
840000	0	0
850000	0	2
860000	6	1
870000	12	0
880000	24	3
890000	23	0
900000	3	0
910000	20	3
920000	45	5
930000	5	0
940000	16	2
950000	10	0
960000	21	0
970000	12	0
980000	9	0
990000	4	3
1000000	11	0
1010000	3	1
1020000	6	0
1030000	6	0
1040000	11	0
1050000	9	0
1060000	15	0
1070000	35	0
1080000	11	1
1090000	16	4
1100000	21	0
1110000	31	1
1120000	23	0
1130000	23	2
1140000	22	2
1150000	21	1
1160000	29	3
1170000	15	0
1180000	11	0
1190000	5	1
1200000	3	0
1210000	9	2
1220000	7	0
1230000	21	0
1240000	27	1
1250000	28	3
1260000	12	2
1270000	5	3
1280000	14	0
1290000	10	1
1300000	21	3
1310000	23	0
1320000	28	0
1330000	28	2
1340000	31	0
1350000	26	3
1360000	9	0
1370000	28	2
1380000	8	0
1390000	6	0
1400000	4	0
1410000	14	1
1420000	10	6
1430000	6	3
1440000	21	0
1450000	16	1
1460000	14	2
1470000	34	3
1480000	6	0
1490000	3	0
1500000	21	0
1510000	22	0
1520000	12	1
1530000	39	0
1540000	25	1
1550000	26	14
1560000	7	0
1570000	2	0
1580000	13	1
1590000	2	2
1600000	1	0
1610000	4	1
1620000	15	0
1630000	5	1
1640000	7	0
1650000	10	0
1660000	5	0
1670000	2	0
1680000	8	0
1690000	13	0
1700000	9	3
1710000	19	1
1720000	27	5
1730000	12	0
1740000	18	4
1750000	21	0
1760000	24	3
1770000	18	5
1780000	7	0
1790000	6	2
1800000	12	0
1810000	8	0
1820000	2	0
1830000	2	0
1840000	16	0
1850000	6	0
1860000	31	3
1870000	2	2
1880000	8	0
1890000	16	0
1900000	9	0
1910000	12	1
1920000	9	0
1930000	4	0
1940000	7	1
1950000	10	1
1960000	14	2
1970000	26	1
1980000	15	0
1990000	2	0
2000000	6	0
