position	numhm	numht
10000	0	3
20000	0	1
30000	0	0
40000	0	3
50000	0	0
60000	0	0
70000	0	0
80000	0	2
90000	0	3
100000	0	11
110000	0	19
120000	0	26
130000	0	13
140000	0	3
150000	0	8
160000	0	15
170000	0	16
180000	0	35
190000	0	5
200000	0	0
210000	0	1
220000	0	1
230000	0	0
240000	0	0
250000	0	0
260000	0	0
270000	0	19
280000	0	22
290000	0	20
300000	0	36
310000	0	4
320000	0	1
330000	0	0
340000	0	0
350000	0	2
360000	0	0
370000	0	0
380000	0	3
390000	0	3
400000	0	0
410000	0	0
420000	0	0
430000	0	0
440000	0	11
450000	0	7
460000	0	9
470000	0	25
480000	0	3
490000	0	4
500000	0	1
510000	0	2
520000	0	1
530000	0	3
540000	0	0
550000	0	1
560000	0	0
570000	0	41
580000	0	34
590000	0	73
600000	0	23
610000	0	61
620000	0	18
630000	0	18
640000	0	24
650000	0	51
660000	0	20
670000	0	55
680000	0	39
690000	0	4
700000	0	20
710000	0	21
720000	0	20
730000	0	9
740000	0	18
750000	0	21
760000	0	21
770000	0	39
780000	0	30
790000	2	21
800000	0	1
810000	0	0
820000	0	1
830000	0	0
840000	0	2
850000	0	2
860000	0	3
870000	0	1
880000	0	0
890000	0	0
900000	0	0
910000	0	0
920000	0	0
930000	0	1
940000	0	0
950000	0	0
960000	0	0
970000	0	0
980000	0	1
990000	0	2
1000000	0	1
1010000	0	0
1020000	0	10
1030000	0	0
1040000	0	0
1050000	0	0
1060000	0	0
1070000	0	6
1080000	0	12
1090000	0	16
1100000	0	11
1110000	0	18
1120000	0	10
1130000	0	10
1140000	0	37
1150000	0	61
1160000	0	19
1170000	0	36
1180000	0	73
1190000	0	25
1200000	0	95
1210000	0	17
1220000	0	22
1230000	0	21
1240000	0	19
1250000	0	15
1260000	0	0
1270000	0	0
1280000	0	4
1290000	0	4
1300000	0	0
1310000	0	0
1320000	0	0
1330000	0	0
1340000	0	0
1350000	0	0
1360000	0	0
1370000	0	0
1380000	0	1
1390000	0	1
1400000	0	0
1410000	0	0
1420000	0	0
1430000	0	47
1440000	0	42
1450000	0	69
1460000	0	30
1470000	0	26
1480000	0	19
1490000	0	71
1500000	0	21
1510000	0	94
1520000	0	13
1530000	0	64
1540000	0	19
1550000	0	48
1560000	0	49
1570000	0	211
1580000	0	45
1590000	0	40
1600000	0	36
1610000	0	36
1620000	0	22
1630000	0	11
1640000	0	9
1650000	0	8
1660000	0	12
1670000	0	22
1680000	0	29
1690000	0	22
1700000	0	44
1710000	0	35
1720000	0	5
1730000	0	36
1740000	0	16
1750000	0	45
1760000	0	16
1770000	0	14
1780000	0	21
1790000	0	7
1800000	0	9
1810000	0	1
1820000	0	17
1830000	0	92
1840000	0	15
1850000	0	22
1860000	0	14
1870000	0	23
1880000	0	21
1890000	0	46
1900000	0	72
1910000	0	58
1920000	0	21
1930000	0	3
1940000	0	11
1950000	0	33
1960000	0	20
1970000	0	29
1980000	0	31
1990000	0	8
2000000	0	26
2010000	0	51
2020000	0	33
2030000	0	55
2040000	0	20
2050000	0	3
2060000	0	32
2070000	0	7
2080000	0	5
2090000	0	16
2100000	0	14
2110000	0	19
2120000	0	2
2130000	0	10
2140000	0	34
2150000	0	26
2160000	0	10
2170000	0	14
2180000	0	37
2190000	0	29
2200000	0	26
2210000	0	23
2220000	0	35
2230000	0	56
2240000	0	51
2250000	0	11
2260000	0	29
2270000	0	48
2280000	0	10
2290000	0	14
2300000	0	12
2310000	0	7
2320000	0	18
2330000	0	12
2340000	0	29
2350000	0	20
2360000	0	31
2370000	0	30
2380000	0	70
2390000	0	19
2400000	0	28
2410000	0	22
2420000	0	14
2430000	0	36
2440000	0	21
2450000	0	8
2460000	0	11
2470000	0	16
2480000	0	11
2490000	0	15
2500000	0	114
2510000	0	16
2520000	0	66
2530000	0	22
2540000	0	9
2550000	0	10
2560000	0	10
2570000	1	38
2580000	0	103
2590000	0	38
2600000	0	9
2610000	0	3
2620000	0	11
2630000	0	19
2640000	0	7
2650000	0	14
2660000	0	37
2670000	0	34
2680000	0	22
2690000	0	5
2700000	0	8
2710000	0	142
2720000	0	7
2730000	0	11
2740000	0	16
2750000	0	41
2760000	0	86
2770000	0	19
2780000	0	16
2790000	0	10
2800000	0	7
2810000	0	20
2820000	0	14
2830000	0	28
2840000	0	13
2850000	0	30
2860000	0	9
2870000	0	4
2880000	0	30
2890000	0	20
2900000	0	6
2910000	0	7
2920000	0	11
2930000	0	5
2940000	0	5
2950000	0	6
2960000	0	32
2970000	0	59
2980000	0	11
2990000	0	20
3000000	0	32
3010000	0	11
3020000	0	12
3030000	0	32
3040000	0	21
3050000	0	28
3060000	0	20
3070000	0	23
3080000	0	84
3090000	0	38
3100000	0	35
3110000	0	10
3120000	0	5
3130000	0	23
3140000	0	123
3150000	0	45
3160000	0	39
3170000	0	84
3180000	0	38
3190000	0	83
3200000	0	150
3210000	0	110
3220000	0	240
3230000	0	103
3240000	0	248
3250000	0	132
3260000	0	113
3270000	0	79
3280000	0	15
3290000	0	81
3300000	0	235
3310000	0	134
3320000	0	141
3330000	0	39
3340000	0	2
3350000	0	0
3360000	0	2
3370000	0	1
3380000	0	1
3390000	0	0
3400000	0	4
3410000	0	8
3420000	0	1
3430000	0	0
3440000	0	0
3450000	0	30
3460000	0	20
3470000	0	27
3480000	0	32
3490000	0	19
3500000	0	10
3510000	0	8
3520000	0	4
3530000	0	11
3540000	0	7
3550000	0	30
3560000	0	28
3570000	0	28
3580000	0	101
3590000	0	8
3600000	0	8
3610000	0	6
3620000	0	6
3630000	0	12
3640000	0	20
3650000	0	21
3660000	0	12
3670000	0	10
3680000	0	19
3690000	0	10
3700000	0	12
3710000	0	16
3720000	0	38
3730000	0	31
3740000	0	38
3750000	0	46
3760000	0	97
3770000	0	142
3780000	0	94
3790000	0	26
3800000	0	7
3810000	0	48
3820000	0	17
3830000	0	79
3840000	0	20
3850000	0	12
3860000	0	46
3870000	0	13
3880000	0	25
3890000	0	32
3900000	0	40
3910000	0	7
3920000	0	14
3930000	0	41
3940000	0	41
3950000	0	0
3960000	0	0
3970000	0	0
3980000	0	0
3990000	0	1
4000000	0	0
4010000	0	1
4020000	0	4
4030000	0	3
4040000	0	13
4050000	0	14
4060000	0	120
4070000	0	45
4080000	0	11
4090000	0	14
4100000	0	25
4110000	0	12
4120000	0	48
4130000	0	64
4140000	0	33
4150000	0	166
4160000	0	96
4170000	0	23
4180000	0	26
4190000	0	61
4200000	0	11
4210000	0	20
4220000	0	17
4230000	0	98
4240000	0	11
4250000	0	11
4260000	0	15
4270000	0	25
4280000	0	54
4290000	0	23
4300000	0	92
4310000	0	208
4320000	0	109
4330000	0	16
4340000	0	44
4350000	0	88
4360000	0	43
4370000	0	37
4380000	0	54
4390000	0	105
4400000	0	9
4410000	0	18
4420000	0	86
4430000	0	68
4440000	0	14
4450000	0	9
4460000	0	19
4470000	0	42
4480000	0	73
4490000	0	15
4500000	0	21
4510000	0	39
4520000	0	22
4530000	0	20
4540000	0	24
4550000	0	52
4560000	0	47
4570000	0	12
4580000	0	23
4590000	1	113
4600000	0	65
4610000	0	191
4620000	0	90
4630000	0	34
4640000	0	12
4650000	0	15
4660000	0	7
4670000	0	0
4680000	0	0
4690000	0	3
4700000	0	2
4710000	0	1
4720000	0	0
4730000	0	0
4740000	0	0
4750000	0	20
4760000	0	18
4770000	0	34
4780000	0	36
4790000	0	37
4800000	0	12
4810000	0	27
4820000	0	109
4830000	0	5
4840000	0	9
4850000	0	9
4860000	0	9
4870000	0	19
4880000	0	24
4890000	0	40
4900000	0	27
4910000	0	18
4920000	0	13
4930000	0	8
4940000	0	16
4950000	0	15
4960000	0	2
4970000	0	4
4980000	0	23
4990000	0	9
5000000	0	18
5010000	0	8
5020000	0	0
5030000	0	1
5040000	0	1
5050000	0	21
5060000	0	1
5070000	0	0
5080000	0	2
5090000	0	1
5100000	0	1
5110000	0	0
5120000	0	3
5130000	0	24
5140000	0	179
5150000	0	25
5160000	0	17
5170000	0	23
5180000	0	52
5190000	0	90
5200000	0	54
5210000	0	13
5220000	0	11
5230000	0	16
5240000	0	42
5250000	0	19
5260000	0	72
5270000	0	26
5280000	0	21
5290000	0	30
5300000	0	16
5310000	0	25
5320000	0	20
5330000	0	14
5340000	0	18
5350000	0	20
5360000	0	67
5370000	0	46
5380000	0	21
5390000	0	100
5400000	0	144
5410000	0	65
5420000	0	12
5430000	0	60
5440000	0	24
5450000	0	33
5460000	0	111
5470000	0	162
5480000	0	18
5490000	0	32
5500000	0	14
5510000	0	36
5520000	0	9
5530000	0	11
5540000	0	15
5550000	0	23
5560000	0	3
5570000	0	26
5580000	0	17
5590000	0	1
5600000	0	85
5610000	0	38
5620000	0	46
5630000	0	5
5640000	0	6
5650000	0	49
5660000	0	121
5670000	0	144
5680000	0	180
5690000	0	19
5700000	0	51
5710000	0	22
5720000	0	11
5730000	0	10
5740000	0	19
5750000	0	27
5760000	0	27
5770000	0	27
5780000	0	8
5790000	0	15
5800000	0	25
5810000	0	11
5820000	0	15
5830000	0	13
5840000	0	14
5850000	0	20
5860000	0	65
5870000	0	140
5880000	0	86
5890000	0	91
5900000	0	80
5910000	0	37
5920000	0	26
5930000	0	30
5940000	0	27
5950000	0	11
5960000	0	21
5970000	0	40
5980000	0	30
5990000	0	21
6000000	0	6
6010000	0	15
6020000	0	30
6030000	0	14
6040000	0	23
6050000	0	13
6060000	0	9
6070000	0	19
6080000	0	33
6090000	0	10
6100000	0	49
6110000	0	107
6120000	0	210
6130000	0	185
6140000	0	87
6150000	0	153
6160000	0	244
6170000	0	145
6180000	0	56
6190000	0	14
6200000	0	4
6210000	0	6
6220000	0	8
6230000	0	8
6240000	0	50
6250000	0	80
6260000	0	6
6270000	0	18
6280000	0	46
6290000	0	17
6300000	0	32
6310000	0	8
6320000	0	30
6330000	0	11
6340000	0	11
6350000	0	30
6360000	0	11
6370000	0	14
6380000	0	47
6390000	0	21
6400000	0	20
6410000	0	12
6420000	0	1
6430000	0	6
6440000	0	19
6450000	0	37
6460000	0	62
6470000	0	46
6480000	0	45
6490000	0	72
6500000	0	76
6510000	0	26
6520000	0	48
6530000	0	53
6540000	0	52
6550000	0	48
6560000	0	41
6570000	0	25
6580000	0	52
6590000	0	64
6600000	0	54
6610000	0	24
6620000	0	25
6630000	0	32
6640000	0	18
6650000	0	28
6660000	0	22
6670000	0	14
6680000	0	27
6690000	0	30
6700000	0	28
6710000	0	55
6720000	0	82
6730000	0	81
6740000	0	84
6750000	0	91
6760000	0	114
6770000	0	14
6780000	0	57
6790000	0	106
6800000	0	68
6810000	0	16
6820000	0	66
6830000	0	21
6840000	0	32
6850000	0	25
6860000	0	24
6870000	0	79
6880000	0	30
6890000	0	24
6900000	0	11
6910000	0	17
6920000	0	15
6930000	0	12
6940000	0	24
6950000	0	102
6960000	0	142
6970000	0	25
6980000	0	21
6990000	0	53
7000000	0	43
7010000	0	106
7020000	0	64
7030000	0	60
7040000	0	9
7050000	0	25
7060000	0	11
7070000	0	129
7080000	0	126
7090000	0	29
7100000	0	39
7110000	0	37
7120000	0	41
7130000	0	9
