fragment	length	numhm	numht
seq_id_1	11749	0	0
seq_id_2	638	0	0
seq_id_3	3554	0	0
seq_id_4	189866	0	2
seq_id_5	1159	0	0
seq_id_6	1951	0	0
seq_id_7	6881	0	0
seq_id_8	13679	0	0
seq_id_9	950	0	0
seq_id_10	5221	0	0
seq_id_11	1674	0	0
seq_id_12	10447	0	0
seq_id_13	10142	0	0
seq_id_14	11574	0	0
seq_id_15	3474	0	0
seq_id_16	18878	0	0
seq_id_17	1398	0	0
seq_id_18	14497	0	0
seq_id_19	1691	0	0
seq_id_20	2922	0	0
seq_id_21	1924	0	0
seq_id_22	4712	0	0
seq_id_23	10092	0	1
seq_id_24	16619	0	0
seq_id_25	623	0	0
seq_id_26	2776	0	0
seq_id_27	4635	0	0
seq_id_28	2889	0	0
seq_id_29	4404	0	0
seq_id_30	4002	0	0
seq_id_31	3591	0	0
seq_id_32	6899	0	0
seq_id_33	30023	0	0
seq_id_34	2830	0	0
seq_id_35	64021	0	0
seq_id_36	6214	0	0
seq_id_37	3786	0	0
seq_id_38	735	0	0
seq_id_39	221523	0	0
seq_id_40	5303	0	0
seq_id_41	4218	0	0
seq_id_42	7380	0	0
seq_id_43	627	0	0
seq_id_44	925	0	0
seq_id_45	2248	0	0
seq_id_46	1588	0	0
seq_id_47	10154	0	0
seq_id_48	5343	0	0
seq_id_49	13052	0	0
seq_id_50	501	0	0
seq_id_51	9424	0	0
seq_id_52	5839	0	0
seq_id_53	2736	0	0
seq_id_54	4459	0	0
seq_id_55	3508	0	0
seq_id_56	1969	0	0
seq_id_57	13917	0	0
seq_id_58	9635	0	0
seq_id_59	10889	0	0
seq_id_60	6849	0	0
seq_id_61	3969	0	0
seq_id_62	4278	0	0
seq_id_63	1859	0	0
seq_id_64	1484	0	0
seq_id_65	2400	0	0
seq_id_66	20741	0	0
seq_id_67	12411	0	1
seq_id_68	2371	0	0
seq_id_69	25649	0	0
seq_id_70	6465	0	0
seq_id_71	3987	0	1
seq_id_72	56508	0	0
seq_id_73	5530	0	0
seq_id_74	15877	0	0
seq_id_75	1639	0	0
seq_id_76	1397	0	0
seq_id_77	11542	0	0
seq_id_78	1988	0	0
seq_id_79	2218	0	0
seq_id_80	4079	0	0
seq_id_81	1730	0	0
seq_id_82	2063	0	0
seq_id_83	1718	0	0
seq_id_84	845	0	0
seq_id_85	2039	0	0
seq_id_86	19362	0	0
seq_id_87	8868	0	0
seq_id_88	33465	0	0
seq_id_89	12244	0	0
seq_id_90	1264	0	0
seq_id_91	834	0	0
seq_id_92	8552	0	0
seq_id_93	7080	0	0
seq_id_94	2641	0	0
seq_id_95	9852	0	0
seq_id_96	10708	0	0
seq_id_97	845	0	0
seq_id_98	657	0	0
seq_id_99	7993	0	0
seq_id_100	2665	0	0
seq_id_101	3098	0	0
seq_id_102	8091	0	0
seq_id_103	3254	0	0
seq_id_104	619	0	0
seq_id_105	840	0	0
seq_id_106	2749	0	0
seq_id_107	20645	0	0
seq_id_108	3352	0	0
seq_id_109	23956	0	0
seq_id_110	76691	0	0
seq_id_111	17734	0	0
seq_id_112	4764	0	0
seq_id_113	8464	0	0
seq_id_114	2343	0	0
seq_id_115	11552	0	0
seq_id_116	3330	0	0
seq_id_117	4263	0	0
seq_id_118	2672	0	0
seq_id_119	11694	0	0
seq_id_120	2351	0	0
seq_id_121	8208	0	0
seq_id_122	23583	0	0
seq_id_123	823	0	0
seq_id_124	2756	0	0
seq_id_125	2277	0	0
seq_id_126	645	0	0
seq_id_127	2708	0	0
seq_id_128	3791	0	0
seq_id_129	7174	0	0
seq_id_130	3179	0	0
seq_id_131	1957	0	0
seq_id_132	1785	0	0
