fragment	length	numhm	numht
seq_id_1	7305	0	0
seq_id_2	8204	0	0
seq_id_3	1798	0	0
seq_id_4	7098	0	0
seq_id_5	5988	0	0
seq_id_6	2927	0	0
seq_id_7	596	0	0
seq_id_8	951	0	0
seq_id_9	2084	0	0
seq_id_10	1104	0	0
seq_id_11	685	0	0
seq_id_12	542	0	0
seq_id_13	12128	0	0
seq_id_14	3610	0	0
seq_id_15	526	0	0
seq_id_16	10784	0	1
seq_id_17	3067	0	0
seq_id_18	3005	0	0
seq_id_19	663	0	0
seq_id_20	36627	0	0
seq_id_21	865	0	0
seq_id_22	2445	0	0
seq_id_23	968	0	0
seq_id_24	719	0	0
seq_id_25	15080	0	1
seq_id_26	674	0	0
seq_id_27	578	0	0
seq_id_28	652	0	0
seq_id_29	4095	0	0
seq_id_30	2181	0	0
seq_id_31	13427	0	0
seq_id_32	1832	0	0
seq_id_33	6866	0	0
seq_id_34	5731	0	0
seq_id_35	671	0	0
seq_id_36	977	0	0
seq_id_37	12712	0	0
seq_id_38	15076	0	0
seq_id_39	3268	0	0
seq_id_40	1491	0	0
seq_id_41	2253	0	0
seq_id_42	2121	0	0
seq_id_43	6297	0	0
seq_id_44	2680	0	0
seq_id_45	48853	0	0
seq_id_46	1107	0	0
seq_id_47	2883	0	0
seq_id_48	6991	0	0
seq_id_49	4883	0	0
seq_id_50	1222	0	0
seq_id_51	2283	0	0
seq_id_52	2927	0	0
seq_id_53	31425	0	0
seq_id_54	3904	0	0
seq_id_55	530	0	0
seq_id_56	1451	0	0
seq_id_57	2161	0	1
seq_id_58	2877	0	0
seq_id_59	1909	0	0
seq_id_60	1538	0	0
seq_id_61	51551	0	0
seq_id_62	1737	0	0
seq_id_63	14927	0	0
seq_id_64	1379	0	0
seq_id_65	17166	0	0
seq_id_66	3865	0	0
seq_id_67	2669	0	0
seq_id_68	5915	0	0
seq_id_69	4169	0	0
seq_id_70	587	0	0
seq_id_71	561	0	0
seq_id_72	8065	0	0
seq_id_73	2094	0	0
seq_id_74	9061	0	0
seq_id_75	11059	0	0
seq_id_76	2208	0	0
seq_id_77	13985	0	0
seq_id_78	753	0	0
seq_id_79	11408	0	0
seq_id_80	9255	0	0
seq_id_81	2466	0	0
seq_id_82	41413	0	0
seq_id_83	9219	0	0
seq_id_84	27465	0	0
seq_id_85	5090	0	0
seq_id_86	1372	0	0
seq_id_87	2840	0	0
seq_id_88	12881	0	0
seq_id_89	4629	0	0
seq_id_90	7817	0	0
seq_id_91	14526	0	0
seq_id_92	9550	0	0
seq_id_93	3939	0	0
seq_id_94	10310	0	0
seq_id_95	2062	0	0
seq_id_96	5934	0	0
seq_id_97	22237	0	0
seq_id_98	3159	0	0
seq_id_99	856	0	0
seq_id_100	2346	0	0
seq_id_101	5425	0	0
seq_id_102	6792	0	0
seq_id_103	4408	0	0
seq_id_104	2215	0	0
seq_id_105	1412	0	0
seq_id_106	4442	0	0
seq_id_107	4149	0	0
seq_id_108	1705	0	0
seq_id_109	8291	0	0
seq_id_110	14847	0	0
seq_id_111	690	0	0
seq_id_112	607	0	0
seq_id_113	15098	0	0
seq_id_114	4725	0	0
seq_id_115	9046	0	0
seq_id_116	2604	0	0
seq_id_117	538	0	0
seq_id_118	3191	0	0
seq_id_119	3077	0	0
seq_id_120	1871	0	0
seq_id_121	608	0	0
seq_id_122	1181	0	0
seq_id_123	7765	0	0
seq_id_124	23662	0	0
seq_id_125	1350	0	0
seq_id_126	2301	0	0
seq_id_127	1805	0	0
seq_id_128	1363	0	0
seq_id_129	1805	0	0
seq_id_130	8439	0	0
seq_id_131	5057	0	0
seq_id_132	921	0	0
seq_id_133	3143	0	0
seq_id_134	10784	0	0
seq_id_135	561	0	0
seq_id_136	2666	0	0
seq_id_137	15101	0	1
seq_id_138	1047	0	0
seq_id_139	8519	0	0
seq_id_140	3603	0	0
seq_id_141	1460	0	0
seq_id_142	1529	0	0
seq_id_143	1036	0	0
seq_id_144	7839	0	0
seq_id_145	876	0	0
seq_id_146	13399	0	1
seq_id_147	13742	0	0
seq_id_148	1544	0	0
seq_id_149	791	0	0
seq_id_150	3790	0	0
seq_id_151	16255	0	0
seq_id_152	1483	0	0
seq_id_153	2176	0	0
seq_id_154	3627	0	0
seq_id_155	5530	0	0
seq_id_156	1013	0	0
seq_id_157	7976	0	0
seq_id_158	2416	0	0
seq_id_159	1644	0	0
seq_id_160	1193	0	0
seq_id_161	1868	0	0
seq_id_162	637	0	0
seq_id_163	1653	0	0
seq_id_164	1699	0	0
seq_id_165	6624	0	0
seq_id_166	76058	0	0
seq_id_167	28023	0	0
seq_id_168	10226	0	0
seq_id_169	1245	0	0
seq_id_170	1620	0	0
seq_id_171	8407	0	0
seq_id_172	13212	0	0
seq_id_173	984	0	0
seq_id_174	6296	0	0
seq_id_175	2424	0	0
seq_id_176	941	0	0
seq_id_177	25482	0	0
seq_id_178	9468	0	0
seq_id_179	3302	0	0
seq_id_180	4018	0	0
seq_id_181	725	0	0
seq_id_182	36274	0	0
seq_id_183	6978	0	0
seq_id_184	12492	0	0
seq_id_185	2220	0	0
seq_id_186	661	0	0
seq_id_187	678	0	0
seq_id_188	1231	0	0
seq_id_189	2060	0	0
seq_id_190	23870	0	0
seq_id_191	12727	0	0
seq_id_192	936	0	0
seq_id_193	20355	0	0
seq_id_194	1316	0	0
seq_id_195	3657	0	0
seq_id_196	1719	0	0
seq_id_197	7051	0	0
seq_id_198	5196	0	0
seq_id_199	6026	0	0
seq_id_200	6314	0	0
seq_id_201	2814	0	0
seq_id_202	281415	0	0
seq_id_203	686	0	0
seq_id_204	1121	0	0
seq_id_205	541	0	0
seq_id_206	6561	0	0
seq_id_207	1319	0	0
seq_id_208	892	0	0
seq_id_209	5469	0	0
seq_id_210	4660	0	0
seq_id_211	842	0	0
seq_id_212	2870	0	1
seq_id_213	56660	0	0
seq_id_214	1695	0	0
seq_id_215	5385	0	0
seq_id_216	3457	0	1
seq_id_217	4461	0	0
seq_id_218	2605	0	0
seq_id_219	34059	0	0
seq_id_220	1170	0	0
seq_id_221	22723	0	0
seq_id_222	548	0	0
seq_id_223	790	0	0
seq_id_224	1090	0	0
seq_id_225	3338	0	0
seq_id_226	3183	0	0
seq_id_227	5571	0	0
seq_id_228	70543	0	0
seq_id_229	628	0	0
seq_id_230	3411	0	0
seq_id_231	8092	0	0
seq_id_232	1936	0	0
seq_id_233	4745	0	0
seq_id_234	1739	0	0
seq_id_235	1302	0	0
seq_id_236	17350	0	0
seq_id_237	3351	0	0
seq_id_238	4678	0	0
seq_id_239	1604	0	0
seq_id_240	4590	0	0
seq_id_241	1105	0	0
seq_id_242	2128	0	0
seq_id_243	1754	0	0
seq_id_244	9240	0	0
seq_id_245	8568	0	0
seq_id_246	6417	0	0
seq_id_247	983	0	0
seq_id_248	7851	0	0
seq_id_249	4650	0	0
seq_id_250	798	0	0
seq_id_251	10167	0	0
seq_id_252	15983	0	0
seq_id_253	41450	0	0
seq_id_254	5110	0	0
seq_id_255	1745	0	0
seq_id_256	5048	0	0
seq_id_257	2926	0	0
seq_id_258	615	0	0
seq_id_259	34854	0	0
seq_id_260	2286	0	0
seq_id_261	7685	0	0
seq_id_262	62794	0	0
seq_id_263	6680	0	0
seq_id_264	575	0	0
seq_id_265	3317	0	0
seq_id_266	30682	0	0
seq_id_267	875	0	0
seq_id_268	4594	0	0
seq_id_269	760	0	0
seq_id_270	5174	0	0
seq_id_271	2419	0	0
seq_id_272	3989	0	0
seq_id_273	2989	0	0
seq_id_274	906	0	0
seq_id_275	9235	0	0
seq_id_276	7357	0	0
seq_id_277	4831	0	0
seq_id_278	7790	0	0
seq_id_279	1191	0	0
seq_id_280	737	0	0
seq_id_281	2462	0	0
seq_id_282	3766	0	0
seq_id_283	216024	0	0
seq_id_284	3253	0	0
seq_id_285	2423	0	0
seq_id_286	4083	0	0
seq_id_287	2871	0	0
seq_id_288	6812	0	0
seq_id_289	2629	0	0
seq_id_290	3549	0	0
seq_id_291	27393	0	0
seq_id_292	1001	0	0
seq_id_293	4875	0	0
seq_id_294	3013	0	0
seq_id_295	18844	0	0
seq_id_296	5556	0	0
seq_id_297	15335	0	1
seq_id_298	1206	0	0
seq_id_299	2393	0	0
seq_id_300	3514	0	0
seq_id_301	13695	0	0
seq_id_302	12280	0	0
seq_id_303	1613	0	0
seq_id_304	24492	0	0
seq_id_305	28832	0	0
seq_id_306	2603	0	0
seq_id_307	816	0	0
seq_id_308	5418	0	0
seq_id_309	28776	0	0
seq_id_310	8253	0	0
seq_id_311	628	0	0
seq_id_312	9638	0	0
seq_id_313	35956	0	0
seq_id_314	2514	0	0
seq_id_315	868	0	0
seq_id_316	3518	0	0
seq_id_317	1414	0	0
seq_id_318	1117	0	0
seq_id_319	7712	0	0
seq_id_320	6000	0	0
seq_id_321	1125	0	0
seq_id_322	1383	0	0
seq_id_323	27946	0	0
seq_id_324	4463	0	0
seq_id_325	1557	0	0
seq_id_326	6409	0	0
seq_id_327	17230	0	0
seq_id_328	1487	0	0
seq_id_329	7494	0	0
seq_id_330	3756	0	0
seq_id_331	1606	0	0
seq_id_332	6203	0	0
seq_id_333	3164	0	0
seq_id_334	528	0	0
seq_id_335	3480	0	0
seq_id_336	17186	0	0
seq_id_337	15142	0	0
seq_id_338	554	0	0
seq_id_339	6710	0	0
seq_id_340	969	0	0
seq_id_341	9162	0	0
seq_id_342	1690	0	0
seq_id_343	5153	0	0
seq_id_344	1843	0	0
seq_id_345	37912	0	0
seq_id_346	35062	0	0
seq_id_347	6904	0	0
seq_id_348	13941	0	0
seq_id_349	14430	0	0
seq_id_350	1913	0	0
seq_id_351	3769	0	0
seq_id_352	11290	0	0
seq_id_353	1772	0	0
seq_id_354	17763	0	1
seq_id_355	1559	0	0
seq_id_356	696	0	0
seq_id_357	3451	0	0
seq_id_358	1937	0	0
seq_id_359	12783	0	0
seq_id_360	36179	0	0
seq_id_361	1829	0	0
seq_id_362	1048	0	0
seq_id_363	206707	0	0
seq_id_364	6036	0	0
seq_id_365	6009	0	0
seq_id_366	4252	0	0
seq_id_367	10103	0	0
seq_id_368	562	0	0
seq_id_369	726	0	0
seq_id_370	14109	0	0
seq_id_371	1433	0	0
seq_id_372	1029	0	0
seq_id_373	1372	0	0
seq_id_374	540	0	0
seq_id_375	6565	0	0
seq_id_376	969	0	0
seq_id_377	5453	0	0
seq_id_378	1559	0	0
seq_id_379	11210	0	1
seq_id_380	50228	0	0
seq_id_381	8889	0	0
seq_id_382	12712	0	0
seq_id_383	896	0	0
seq_id_384	5887	0	0
