fragment	length	numhm	numht
seq_id_1	3309	0	0
seq_id_2	4818	0	0
seq_id_3	630	0	0
seq_id_4	4417	0	0
seq_id_5	3984	0	0
seq_id_6	63340	0	1
seq_id_7	740	0	0
seq_id_8	3336	0	0
seq_id_9	2811	0	0
seq_id_10	718	0	0
seq_id_11	552	0	0
seq_id_12	75410	0	1
seq_id_13	12903	0	0
seq_id_14	617	0	0
seq_id_15	2538	0	0
seq_id_16	6760	0	0
seq_id_17	12893	0	0
seq_id_18	1382	0	0
seq_id_19	6405	0	0
seq_id_20	22892	0	0
seq_id_21	3603	0	0
seq_id_22	2468	0	0
seq_id_23	86224	0	1
seq_id_24	15274	0	0
seq_id_25	10661	0	0
seq_id_26	2309	0	0
seq_id_27	5348	0	0
seq_id_28	3342	0	0
seq_id_29	8319	0	0
seq_id_30	25235	0	0
seq_id_31	5905	0	0
seq_id_32	2583	0	0
seq_id_33	1107	0	0
seq_id_34	10017	0	0
seq_id_35	12380	0	0
seq_id_36	5767	0	0
seq_id_37	841	0	0
seq_id_38	4825	0	0
seq_id_39	1553	0	0
seq_id_40	6058	0	0
seq_id_41	1261	0	0
seq_id_42	1387	0	0
seq_id_43	510	0	0
seq_id_44	10609	0	0
seq_id_45	5204	0	0
seq_id_46	2513	0	0
seq_id_47	8434	0	0
seq_id_48	5444	0	0
seq_id_49	774	0	0
seq_id_50	3374	0	0
seq_id_51	1982	0	0
seq_id_52	4473	0	0
seq_id_53	2341	0	0
seq_id_54	2391	0	0
seq_id_55	500	0	0
seq_id_56	13530	0	0
seq_id_57	1670	0	0
seq_id_58	6367	0	0
seq_id_59	11836	0	0
seq_id_60	1930	0	0
seq_id_61	13966	0	0
seq_id_62	4078	0	0
seq_id_63	728	0	0
seq_id_64	584	0	0
seq_id_65	35160	0	0
seq_id_66	1287	0	0
seq_id_67	550	0	0
seq_id_68	1794	0	0
seq_id_69	6958	0	0
seq_id_70	10890	0	0
seq_id_71	21850	0	0
seq_id_72	15162	0	0
seq_id_73	1389	0	0
seq_id_74	2193	0	0
