fragment	length	numhm	numht
seq_id_1	23175	0	0
seq_id_2	669	0	0
seq_id_3	12500	0	0
seq_id_4	1309	0	0
seq_id_5	18093	0	0
seq_id_6	806	0	0
seq_id_7	23595	0	1
seq_id_8	21778	0	0
seq_id_9	831	0	0
seq_id_10	684	0	0
seq_id_11	907	0	0
seq_id_12	4209	0	0
seq_id_13	11488	0	0
seq_id_14	4855	0	0
seq_id_15	1081	0	0
seq_id_16	2854	0	1
seq_id_17	1612	0	0
seq_id_18	9751	0	0
seq_id_19	561	0	0
seq_id_20	1464	0	0
seq_id_21	2593	0	0
seq_id_22	287530	0	1
seq_id_23	2432	0	0
seq_id_24	749	0	0
seq_id_25	1389	0	0
seq_id_26	5534	0	0
seq_id_27	2593	0	0
seq_id_28	520	0	0
seq_id_29	4199	0	0
seq_id_30	506	0	0
seq_id_31	5675	0	0
seq_id_32	31439	0	0
seq_id_33	32867	0	0
seq_id_34	5187	0	0
seq_id_35	2007	0	0
seq_id_36	2032	0	0
seq_id_37	6822	0	0
seq_id_38	8039	0	0
seq_id_39	3663	0	0
seq_id_40	9749	0	0
seq_id_41	6011	0	0
seq_id_42	3293	0	0
seq_id_43	11346	0	0
seq_id_44	2154	0	0
seq_id_45	1302	0	0
seq_id_46	1188	0	0
seq_id_47	8731	0	0
seq_id_48	3843	0	0
seq_id_49	1425	0	0
seq_id_50	1519	0	0
seq_id_51	12114	0	0
seq_id_52	662	0	0
seq_id_53	3281	0	0
seq_id_54	5654	0	0
seq_id_55	26718	0	0
seq_id_56	21544	0	0
seq_id_57	2107	0	0
seq_id_58	1125	0	0
seq_id_59	3147	0	0
seq_id_60	550	0	0
seq_id_61	719	0	0
seq_id_62	15970	0	0
seq_id_63	4390	0	0
seq_id_64	5553	0	0
seq_id_65	736	0	0
seq_id_66	4867	0	0
seq_id_67	2834	0	0
seq_id_68	43683	0	0
seq_id_69	13072	0	0
seq_id_70	1569	0	0
seq_id_71	1311	0	0
seq_id_72	6827	0	0
seq_id_73	1393	0	0
seq_id_74	82989	0	0
seq_id_75	3537	0	1
seq_id_76	4144	0	0
seq_id_77	1247	0	0
seq_id_78	6910	0	0
seq_id_79	6229	0	0
seq_id_80	7885	0	0
seq_id_81	1069	0	0
seq_id_82	1804	0	0
seq_id_83	25287	0	1
seq_id_84	26621	0	0
seq_id_85	1206	0	0
seq_id_86	5287	0	0
seq_id_87	3166	0	0
seq_id_88	1683	0	0
seq_id_89	3397	0	0
seq_id_90	618	0	0
seq_id_91	775	0	0
seq_id_92	20773	0	0
seq_id_93	1194	0	0
seq_id_94	18721	0	0
seq_id_95	8351	0	0
seq_id_96	7386	0	0
seq_id_97	4291	0	0
seq_id_98	1341	0	0
seq_id_99	6407	0	0
seq_id_100	31084	0	0
seq_id_101	2440	0	0
seq_id_102	853	0	0
seq_id_103	58512	0	0
seq_id_104	1032	0	0
seq_id_105	29088	0	0
seq_id_106	696	0	0
seq_id_107	2722	0	0
seq_id_108	3507	0	0
seq_id_109	11465	0	0
seq_id_110	530	0	0
seq_id_111	4846	0	0
seq_id_112	6945	0	0
seq_id_113	897	0	0
seq_id_114	4574	0	0
seq_id_115	8660	0	0
seq_id_116	10067	0	0
seq_id_117	57896	0	0
seq_id_118	1488	0	0
seq_id_119	21928	0	0
seq_id_120	3154	0	0
seq_id_121	2246	0	0
seq_id_122	5064	0	0
seq_id_123	1963	0	0
seq_id_124	6781	0	0
seq_id_125	11032	0	0
seq_id_126	14956	0	0
seq_id_127	920	0	0
seq_id_128	766	0	0
seq_id_129	19388	0	0
seq_id_130	1106	0	0
seq_id_131	23748	0	0
seq_id_132	4996	0	0
seq_id_133	7366	0	0
seq_id_134	4699	0	0
seq_id_135	1520	0	0
seq_id_136	1312	0	0
seq_id_137	14826	0	0
seq_id_138	6207	0	0
seq_id_139	1662	0	0
seq_id_140	1787	0	0
seq_id_141	1554	0	0
seq_id_142	2833	0	0
seq_id_143	1136	0	0
seq_id_144	66264	0	0
seq_id_145	21508	0	0
seq_id_146	711	0	0
seq_id_147	2762	0	0
seq_id_148	37814	0	0
seq_id_149	1952	0	0
seq_id_150	13151	0	0
seq_id_151	2315	0	0
seq_id_152	860	0	0
seq_id_153	516	0	0
seq_id_154	14973	0	0
seq_id_155	1470	0	0
seq_id_156	3639	0	0
seq_id_157	1733	0	0
seq_id_158	6230	0	0
seq_id_159	747	0	0
seq_id_160	1443	0	0
seq_id_161	3191	0	0
seq_id_162	891	0	0
seq_id_163	8694	0	0
seq_id_164	23705	0	1
seq_id_165	21376	0	0
seq_id_166	11242	0	0
seq_id_167	8648	0	0
seq_id_168	85136	0	1
seq_id_169	1176	0	0
seq_id_170	4213	0	0
seq_id_171	3070	0	0
seq_id_172	13001	0	0
seq_id_173	51447	0	0
seq_id_174	70158	0	0
seq_id_175	11406	0	0
seq_id_176	1007	0	0
seq_id_177	14378	0	0
seq_id_178	1564	0	0
seq_id_179	1545	0	0
seq_id_180	1329	0	0
seq_id_181	663	0	0
seq_id_182	22163	0	0
seq_id_183	814	0	0
seq_id_184	2420	0	0
seq_id_185	2293	0	0
seq_id_186	28379	0	0
seq_id_187	3198	0	0
seq_id_188	7472	0	0
seq_id_189	1494	0	0
seq_id_190	1205	0	0
seq_id_191	1664	0	0
seq_id_192	136586	0	0
seq_id_193	6084	0	0
seq_id_194	2247	0	0
seq_id_195	1586	0	0
seq_id_196	1612	0	0
seq_id_197	2109	0	0
seq_id_198	2152	0	0
seq_id_199	23407	0	0
seq_id_200	10344	0	0
seq_id_201	12350	0	0
seq_id_202	13350	0	0
seq_id_203	2695	0	0
seq_id_204	2720	0	0
seq_id_205	2337	0	0
seq_id_206	1611	0	0
seq_id_207	4739	0	0
seq_id_208	2734	0	0
seq_id_209	5526	0	0
seq_id_210	14027	0	0
seq_id_211	1050	0	0
seq_id_212	12071	0	0
seq_id_213	40092	0	0
seq_id_214	2138	0	0
seq_id_215	7283	0	0
seq_id_216	1088	0	0
seq_id_217	14364	0	0
seq_id_218	9803	0	0
seq_id_219	1840	0	0
seq_id_220	859	0	0
seq_id_221	4235	0	0
seq_id_222	1405	0	0
seq_id_223	555	0	0
seq_id_224	65564	0	0
seq_id_225	3319	0	0
seq_id_226	3686	0	0
seq_id_227	4899	0	0
seq_id_228	5785	0	0
seq_id_229	7419	0	0
seq_id_230	1147	0	0
seq_id_231	4706	0	0
seq_id_232	1142	0	0
seq_id_233	4528	0	0
seq_id_234	760	0	0
seq_id_235	7385	0	0
seq_id_236	12790	0	0
seq_id_237	2756	0	0
seq_id_238	1447	0	0
seq_id_239	3294	0	0
seq_id_240	2094	0	0
seq_id_241	20452	0	0
seq_id_242	1561	0	0
seq_id_243	2383	0	0
seq_id_244	15455	0	0
seq_id_245	1839	0	0
seq_id_246	1120	0	0
seq_id_247	2100	0	0
seq_id_248	2369	0	0
seq_id_249	7468	0	0
seq_id_250	818	0	0
seq_id_251	975	0	0
seq_id_252	2210	0	1
seq_id_253	8197	0	0
seq_id_254	2949	0	0
seq_id_255	10701	0	0
seq_id_256	2485	0	0
seq_id_257	732	0	0
seq_id_258	899	0	0
seq_id_259	618	0	0
seq_id_260	1458	0	0
seq_id_261	34223	0	0
seq_id_262	1256	0	0
seq_id_263	6849	0	0
seq_id_264	5664	0	0
seq_id_265	2185	0	0
seq_id_266	3147	0	0
seq_id_267	20349	0	0
seq_id_268	5485	0	0
seq_id_269	10749	0	0
seq_id_270	701	0	0
seq_id_271	4193	0	0
seq_id_272	20285	0	0
seq_id_273	3534	0	0
seq_id_274	3891	0	0
seq_id_275	605	0	0
seq_id_276	11868	0	0
seq_id_277	2680	0	0
seq_id_278	1810	0	0
seq_id_279	2030	0	0
seq_id_280	2166	0	0
seq_id_281	20549	0	0
seq_id_282	5273	0	0
seq_id_283	51996	0	0
seq_id_284	778	0	0
seq_id_285	3186	0	0
seq_id_286	7328	0	0
seq_id_287	4802	0	0
seq_id_288	2375	0	0
seq_id_289	730	0	0
seq_id_290	20925	0	0
seq_id_291	2467	0	0
seq_id_292	19322	0	0
seq_id_293	10185	0	0
seq_id_294	3070	0	0
seq_id_295	1528	0	0
seq_id_296	612	0	0
seq_id_297	3835	0	0
seq_id_298	2144	0	0
seq_id_299	2451	0	0
seq_id_300	13542	0	0
seq_id_301	2641	0	0
seq_id_302	55052	0	0
seq_id_303	9328	0	0
seq_id_304	1309	0	0
seq_id_305	14664	0	0
seq_id_306	1105	0	0
seq_id_307	929	0	0
seq_id_308	25693	0	0
seq_id_309	782	0	0
seq_id_310	820	0	0
seq_id_311	1372	0	0
seq_id_312	33244	0	1
seq_id_313	1222	0	0
seq_id_314	15838	0	0
seq_id_315	5657	0	0
seq_id_316	4275	0	0
seq_id_317	2925	0	0
seq_id_318	9963	0	0
seq_id_319	2712	0	0
seq_id_320	30418	0	0
seq_id_321	3489	0	0
seq_id_322	1922	0	0
seq_id_323	3243	0	0
seq_id_324	1473	0	0
seq_id_325	3014	0	0
seq_id_326	4497	0	0
seq_id_327	585	0	0
seq_id_328	890	0	0
seq_id_329	31270	0	0
seq_id_330	12226	0	0
seq_id_331	54267	0	0
seq_id_332	9380	0	0
seq_id_333	1727	0	0
seq_id_334	1562	0	0
seq_id_335	9495	0	0
seq_id_336	12537	0	0
seq_id_337	35132	0	0
seq_id_338	6934	0	0
seq_id_339	844	0	0
seq_id_340	9966	0	0
seq_id_341	1642	0	0
seq_id_342	17492	0	0
seq_id_343	724	0	0
seq_id_344	2162	0	0
seq_id_345	6076	0	0
seq_id_346	832	0	0
seq_id_347	963	0	0
seq_id_348	3774	0	0
seq_id_349	742	0	0
seq_id_350	1264	0	0
seq_id_351	45650	0	1
seq_id_352	757	0	0
seq_id_353	3336	0	0
seq_id_354	2565	0	0
seq_id_355	2692	0	0
seq_id_356	46560	0	0
seq_id_357	4297	0	0
seq_id_358	19110	0	0
seq_id_359	541	0	0
seq_id_360	827	0	0
seq_id_361	6418	0	0
seq_id_362	88623	0	0
seq_id_363	30681	0	1
seq_id_364	23637	0	0
seq_id_365	5304	0	0
seq_id_366	84923	0	0
seq_id_367	9805	0	0
seq_id_368	685	0	0
seq_id_369	764	0	0
seq_id_370	1901	0	0
seq_id_371	995	0	0
seq_id_372	9057	0	0
seq_id_373	15702	0	0
seq_id_374	4016	0	0
seq_id_375	87019	0	0
seq_id_376	1033	0	0
seq_id_377	15395	0	0
seq_id_378	730	0	0
seq_id_379	1224	0	0
seq_id_380	5358	0	0
seq_id_381	13637	0	0
seq_id_382	9529	0	0
seq_id_383	4154	0	0
seq_id_384	2233	0	0
seq_id_385	2262	0	0
seq_id_386	952	0	0
seq_id_387	1559	0	0
seq_id_388	1185	0	0
seq_id_389	3344	0	0
seq_id_390	946	0	0
seq_id_391	3059	0	0
seq_id_392	833	0	0
seq_id_393	22746	0	0
seq_id_394	99422	0	1
seq_id_395	6854	0	0
seq_id_396	898	0	0
seq_id_397	963	0	0
seq_id_398	1835	0	0
seq_id_399	5233	0	0
seq_id_400	2434	0	0
seq_id_401	4413	0	0
seq_id_402	950	0	0
seq_id_403	3475	0	0
seq_id_404	7971	0	0
seq_id_405	58177	0	1
seq_id_406	3202	0	0
seq_id_407	19095	0	0
seq_id_408	1996	0	0
seq_id_409	9962	0	0
seq_id_410	4643	0	0
seq_id_411	718	0	0
seq_id_412	5124	0	0
seq_id_413	3080	0	0
seq_id_414	2149	0	0
seq_id_415	49870	0	0
seq_id_416	2146	0	0
seq_id_417	3034	0	0
seq_id_418	11621	0	0
seq_id_419	40884	0	0
seq_id_420	545	0	0
seq_id_421	2863	0	0
seq_id_422	3375	0	0
seq_id_423	580	0	0
seq_id_424	1778	0	0
seq_id_425	14027	0	0
seq_id_426	623	0	0
seq_id_427	22830	0	0
seq_id_428	4798	0	0
seq_id_429	16733	0	0
seq_id_430	4961	0	0
seq_id_431	6899	0	0
seq_id_432	746	0	0
seq_id_433	3129	0	0
seq_id_434	5018	0	0
seq_id_435	1030	0	0
seq_id_436	10140	0	0
seq_id_437	5047	0	0
seq_id_438	1243	0	0
seq_id_439	2285	0	0
seq_id_440	1241	0	0
seq_id_441	1514	0	0
seq_id_442	565	0	0
seq_id_443	4660	0	0
seq_id_444	15184	0	0
seq_id_445	615	0	0
seq_id_446	2277	0	0
seq_id_447	10767	0	0
seq_id_448	47511	0	0
seq_id_449	13805	0	0
seq_id_450	363253	2	1
seq_id_451	2501	0	0
seq_id_452	7682	0	0
seq_id_453	1305	0	0
seq_id_454	4203	0	0
seq_id_455	15658	0	0
seq_id_456	4030	0	0
seq_id_457	517	0	0
seq_id_458	3596	0	0
seq_id_459	1875	0	0
seq_id_460	918	0	0
seq_id_461	1068	0	0
seq_id_462	561	0	0
seq_id_463	3545	0	0
seq_id_464	617	0	0
seq_id_465	6546	0	0
seq_id_466	647	0	0
seq_id_467	6469	0	0
seq_id_468	20136	0	0
seq_id_469	3133	0	0
seq_id_470	859	0	0
seq_id_471	3219	0	0
seq_id_472	21250	0	0
seq_id_473	3201	0	0
seq_id_474	5051	0	0
seq_id_475	704	0	0
seq_id_476	1146	0	0
seq_id_477	2154	0	0
seq_id_478	640	0	0
seq_id_479	51268	0	0
seq_id_480	7485	0	0
seq_id_481	4251	0	0
seq_id_482	2219	0	0
seq_id_483	4984	0	0
seq_id_484	5471	0	0
seq_id_485	7395	0	0
seq_id_486	9891	0	0
seq_id_487	15400	0	0
seq_id_488	821	0	0
seq_id_489	4906	0	0
seq_id_490	49915	0	0
seq_id_491	511	0	0
seq_id_492	1739	0	0
seq_id_493	1867	0	0
seq_id_494	8028	0	0
seq_id_495	2320	0	0
seq_id_496	737	0	0
seq_id_497	6133	0	0
seq_id_498	1274	0	0
seq_id_499	1748	0	0
seq_id_500	32284	0	0
seq_id_501	6917	0	0
seq_id_502	8465	0	0
seq_id_503	6903	0	0
seq_id_504	690	0	0
seq_id_505	6784	0	0
seq_id_506	1907	0	0
seq_id_507	5580	0	0
seq_id_508	2855	0	0
seq_id_509	4732	0	0
seq_id_510	7846	0	0
seq_id_511	1285	0	0
seq_id_512	4934	0	0
seq_id_513	1656	0	0
seq_id_514	12501	0	0
seq_id_515	28850	0	1
seq_id_516	2567	0	0
seq_id_517	5990	0	0
seq_id_518	13483	0	0
seq_id_519	1089	0	0
seq_id_520	15377	0	0
seq_id_521	10766	0	0
seq_id_522	8768	0	0
seq_id_523	29747	0	0
seq_id_524	5487	0	0
seq_id_525	1521	0	0
seq_id_526	2003	0	0
seq_id_527	969	0	0
seq_id_528	1227	0	0
seq_id_529	12323	0	0
seq_id_530	1238	0	0
seq_id_531	1316	0	0
seq_id_532	3053	0	0
seq_id_533	4191	0	0
seq_id_534	168344	0	0
seq_id_535	1144	0	0
seq_id_536	5343	0	0
seq_id_537	2337	0	0
seq_id_538	2615	0	0
seq_id_539	3535	0	0
seq_id_540	35538	0	0
seq_id_541	2134	0	0
seq_id_542	4764	0	0
seq_id_543	29244	0	0
seq_id_544	4007	0	0
seq_id_545	766	0	0
seq_id_546	19047	0	1
seq_id_547	25148	0	0
seq_id_548	1718	0	0
seq_id_549	19002	0	0
seq_id_550	4843	0	0
seq_id_551	1792	0	0
seq_id_552	3884	0	0
seq_id_553	788	0	0
seq_id_554	3259	0	0
seq_id_555	625	0	0
seq_id_556	2250	0	0
seq_id_557	8764	0	0
seq_id_558	9599	0	0
seq_id_559	712	0	0
seq_id_560	11208	0	0
seq_id_561	3574	0	0
seq_id_562	559	0	0
seq_id_563	54858	0	0
seq_id_564	3559	0	0
seq_id_565	3010	0	0
seq_id_566	3757	0	0
seq_id_567	17355	0	0
seq_id_568	6503	0	0
seq_id_569	801	0	0
seq_id_570	2840	0	0
seq_id_571	8187	0	0
seq_id_572	3130	0	0
seq_id_573	1452	0	0
seq_id_574	514	0	0
seq_id_575	2456	0	0
seq_id_576	53752	0	0
seq_id_577	2878	0	0
seq_id_578	44887	0	0
seq_id_579	9728	0	0
seq_id_580	7128	0	0
seq_id_581	4045	0	0
seq_id_582	7343	0	0
seq_id_583	7795	0	0
seq_id_584	858	0	0
seq_id_585	4966	0	0
seq_id_586	550	0	0
seq_id_587	6371	0	0
seq_id_588	1350	0	0
seq_id_589	1079	0	0
seq_id_590	2279	0	0
seq_id_591	22312	0	0
seq_id_592	17342	0	0
seq_id_593	15094	0	0
seq_id_594	16254	0	0
seq_id_595	618	0	0
seq_id_596	553	0	0
seq_id_597	3531	0	0
seq_id_598	4232	0	0
seq_id_599	974	0	0
seq_id_600	3144	0	0
seq_id_601	1457	0	0
seq_id_602	3948	0	0
seq_id_603	2887	0	0
seq_id_604	13881	0	0
seq_id_605	9972	0	0
seq_id_606	1043	0	0
seq_id_607	852	0	0
seq_id_608	8155	0	0
seq_id_609	2463	0	0
seq_id_610	2357	0	0
seq_id_611	22286	0	0
seq_id_612	8268	0	0
seq_id_613	1039	0	0
seq_id_614	8812	0	0
seq_id_615	2297	0	0
seq_id_616	2413	0	0
seq_id_617	1158	0	0
seq_id_618	1142	0	0
seq_id_619	14023	0	0
seq_id_620	89347	0	0
seq_id_621	8258	0	1
seq_id_622	25700	0	0
seq_id_623	535	0	0
seq_id_624	14955	0	0
seq_id_625	1165	0	0
seq_id_626	20919	0	0
seq_id_627	735	0	0
seq_id_628	3013	0	0
seq_id_629	1140	0	0
seq_id_630	1080	0	0
seq_id_631	6017	0	0
seq_id_632	52238	0	0
seq_id_633	1666	0	0
seq_id_634	11234	0	0
seq_id_635	1551	0	0
seq_id_636	556	0	0
seq_id_637	3313	0	0
seq_id_638	852	0	0
seq_id_639	1333	0	0
seq_id_640	5651	0	0
seq_id_641	3983	0	0
seq_id_642	2829	0	0
seq_id_643	23277	0	1
seq_id_644	1781	0	0
seq_id_645	19573	0	0
seq_id_646	3146	0	0
seq_id_647	12566	0	0
seq_id_648	648	0	0
seq_id_649	5155	0	0
seq_id_650	37642	0	0
seq_id_651	34479	0	0
seq_id_652	12903	0	0
seq_id_653	42572	0	0
seq_id_654	1718	0	0
seq_id_655	3208	0	0
seq_id_656	593	0	0
seq_id_657	7668	0	0
seq_id_658	1829	0	0
seq_id_659	842	0	0
seq_id_660	2765	0	0
seq_id_661	1884	0	0
seq_id_662	8397	0	0
seq_id_663	2377	0	0
seq_id_664	1014	0	0
seq_id_665	74448	0	1
seq_id_666	20410	0	0
seq_id_667	1012	0	0
seq_id_668	11590	0	0
seq_id_669	654	0	0
seq_id_670	12243	0	0
seq_id_671	7398	0	0
seq_id_672	1069	0	0
seq_id_673	838	0	0
seq_id_674	11725	0	0
seq_id_675	1250	0	0
seq_id_676	1651	0	0
seq_id_677	1591	0	0
seq_id_678	646	0	0
seq_id_679	5129	0	0
seq_id_680	3320	0	0
seq_id_681	1060	0	0
seq_id_682	874	0	0
seq_id_683	2033	0	0
seq_id_684	2884	0	0
seq_id_685	6252	0	0
seq_id_686	6382	0	0
seq_id_687	4747	0	0
seq_id_688	3995	0	0
seq_id_689	118440	0	0
seq_id_690	727	0	0
seq_id_691	2127	0	0
seq_id_692	6536	0	0
seq_id_693	2330	0	0
seq_id_694	586	0	0
seq_id_695	1412	0	0
seq_id_696	2079	0	0
seq_id_697	36541	0	0
seq_id_698	11724	0	0
seq_id_699	1363	0	0
seq_id_700	6654	0	0
seq_id_701	48487	0	0
seq_id_702	1470	0	0
seq_id_703	3309	0	0
seq_id_704	10183	0	0
seq_id_705	2177	0	0
seq_id_706	24372	0	0
seq_id_707	756	0	0
seq_id_708	567	0	0
seq_id_709	2447	0	0
seq_id_710	5794	0	0
seq_id_711	2202	0	0
seq_id_712	1242	0	0
seq_id_713	6588	0	0
seq_id_714	14764	0	0
seq_id_715	3077	0	0
seq_id_716	2200	0	0
seq_id_717	26412	0	0
seq_id_718	146555	0	0
seq_id_719	8672	0	0
seq_id_720	4937	0	0
seq_id_721	4540	0	0
seq_id_722	8990	0	0
seq_id_723	12902	0	0
seq_id_724	81444	0	0
seq_id_725	4052	0	0
seq_id_726	19928	0	0
seq_id_727	26397	0	0
seq_id_728	6934	0	0
seq_id_729	919	0	0
seq_id_730	97073	0	0
seq_id_731	8091	0	0
seq_id_732	778	0	0
seq_id_733	2954	0	0
seq_id_734	1764	0	0
seq_id_735	1181	0	0
seq_id_736	501	0	0
seq_id_737	8851	0	1
seq_id_738	5975	0	0
seq_id_739	1506	0	0
seq_id_740	2450	0	0
seq_id_741	631	0	0
seq_id_742	4399	0	0
seq_id_743	10330	0	0
seq_id_744	876	0	0
seq_id_745	961	0	0
seq_id_746	6646	0	0
seq_id_747	24980	0	0
seq_id_748	13332	0	0
seq_id_749	10231	0	0
seq_id_750	1923	0	0
seq_id_751	13990	0	0
seq_id_752	1751	0	0
seq_id_753	5173	0	0
seq_id_754	3022	0	0
seq_id_755	1020	0	0
seq_id_756	693	0	0
seq_id_757	1077	0	0
seq_id_758	146748	0	0
seq_id_759	62914	0	0
seq_id_760	2000	0	0
seq_id_761	1949	0	0
seq_id_762	51581	0	0
seq_id_763	3946	0	0
seq_id_764	17547	0	0
seq_id_765	2898	0	0
seq_id_766	28820	0	0
seq_id_767	7321	0	0
seq_id_768	9475	0	0
seq_id_769	669	0	0
seq_id_770	4388	0	0
seq_id_771	6630	0	0
seq_id_772	4225	0	0
seq_id_773	1462	0	0
seq_id_774	4477	0	0
seq_id_775	30469	0	0
seq_id_776	6928	0	0
seq_id_777	1133	0	0
seq_id_778	1134	0	0
seq_id_779	1861	0	0
seq_id_780	2286	0	0
seq_id_781	3125	0	0
seq_id_782	4656	0	0
seq_id_783	2884	0	0
seq_id_784	986	0	0
seq_id_785	4432	0	0
seq_id_786	4805	0	0
seq_id_787	1424	0	0
seq_id_788	3363	0	0
seq_id_789	2195	0	0
seq_id_790	995	0	0
seq_id_791	4412	0	0
seq_id_792	6261	0	0
seq_id_793	1310	0	0
seq_id_794	1017	0	0
seq_id_795	1479	0	0
seq_id_796	71421	0	0
seq_id_797	1641	0	0
seq_id_798	25529	0	0
seq_id_799	903	0	0
seq_id_800	6155	0	0
seq_id_801	3421	0	0
seq_id_802	4738	0	0
seq_id_803	6752	0	0
seq_id_804	7783	0	0
seq_id_805	772	0	0
seq_id_806	54408	0	0
seq_id_807	1618	0	0
seq_id_808	3787	0	0
seq_id_809	1144	0	0
seq_id_810	977	0	0
seq_id_811	12707	0	0
seq_id_812	7947	0	0
seq_id_813	7221	0	0
seq_id_814	847	0	0
seq_id_815	3770	0	0
seq_id_816	1569	0	0
seq_id_817	6148	0	0
seq_id_818	1072	0	0
seq_id_819	1630	0	0
seq_id_820	13124	0	1
seq_id_821	1496	0	0
seq_id_822	14011	0	0
seq_id_823	5611	0	0
seq_id_824	14857	0	0
seq_id_825	2881	0	0
seq_id_826	2012	0	0
seq_id_827	1905	0	0
seq_id_828	21884	0	0
seq_id_829	6318	0	0
seq_id_830	2326	0	0
seq_id_831	15504	0	0
seq_id_832	890	0	0
seq_id_833	982	0	0
seq_id_834	57188	0	2
seq_id_835	3507	0	0
seq_id_836	8489	0	1
seq_id_837	690	0	0
seq_id_838	12210	0	0
seq_id_839	1399	0	0
seq_id_840	844	0	0
seq_id_841	718	0	0
seq_id_842	5097	0	0
seq_id_843	6656	0	0
seq_id_844	7169	0	0
seq_id_845	2101	0	0
seq_id_846	814	0	0
seq_id_847	7559	0	0
seq_id_848	83908	0	8
