fragment	length	numhm	numht
seq_id_1	647	0	0
seq_id_2	9045	0	0
seq_id_3	5520	0	0
seq_id_4	1507	0	0
seq_id_5	5840	0	0
seq_id_6	5356	0	0
seq_id_7	12705	0	0
seq_id_8	1845	0	0
seq_id_9	10877	0	0
seq_id_10	972	0	0
seq_id_11	725	0	0
seq_id_12	879	0	0
seq_id_13	1369	0	0
seq_id_14	18997	0	1
seq_id_15	1148	0	0
seq_id_16	2941	0	0
seq_id_17	2453	0	0
seq_id_18	987	0	0
seq_id_19	5177	0	0
seq_id_20	1989	0	0
seq_id_21	2700	0	0
seq_id_22	29296	0	0
seq_id_23	3731	0	0
seq_id_24	3025	0	1
seq_id_25	4814	0	0
seq_id_26	949	0	0
seq_id_27	1225	0	0
seq_id_28	7519	0	0
seq_id_29	1325	0	0
seq_id_30	1283	0	0
seq_id_31	46374	0	0
seq_id_32	806	0	0
seq_id_33	2560	0	0
seq_id_34	1301	0	0
seq_id_35	2502	0	0
seq_id_36	21695	0	0
seq_id_37	758	0	0
seq_id_38	881	0	0
seq_id_39	9073	0	0
seq_id_40	11224	0	0
seq_id_41	24099	0	0
seq_id_42	76216	0	1
seq_id_43	10340	0	0
seq_id_44	19263	0	0
seq_id_45	786	0	0
seq_id_46	7873	0	0
seq_id_47	8755	0	0
seq_id_48	3958	0	0
seq_id_49	3453	0	0
seq_id_50	4745	0	0
seq_id_51	2611	0	0
seq_id_52	271808	0	0
seq_id_53	8104	0	0
seq_id_54	27000	0	0
seq_id_55	1486	0	0
seq_id_56	3176	0	0
seq_id_57	5291	0	0
seq_id_58	1763	0	0
seq_id_59	630	0	0
seq_id_60	13868	0	0
seq_id_61	26564	0	0
seq_id_62	6645	0	0
seq_id_63	15691	0	0
seq_id_64	4795	0	0
seq_id_65	2582	0	0
seq_id_66	5594	0	0
seq_id_67	11058	0	0
seq_id_68	6428	0	0
seq_id_69	8436	0	0
seq_id_70	8432	0	0
seq_id_71	1036	0	0
seq_id_72	17261	0	0
seq_id_73	1530	0	0
seq_id_74	2302	0	0
seq_id_75	1098	0	0
seq_id_76	10114	0	1
seq_id_77	878	0	0
seq_id_78	865	0	0
seq_id_79	3472	0	0
seq_id_80	1166	0	0
seq_id_81	26256	0	0
seq_id_82	2961	0	0
seq_id_83	867	0	0
seq_id_84	19239	0	1
seq_id_85	11602	0	0
seq_id_86	3624	0	0
seq_id_87	5523	0	0
seq_id_88	3664	0	0
seq_id_89	1317	0	0
seq_id_90	6108	0	0
seq_id_91	40112	0	0
seq_id_92	6950	0	0
seq_id_93	766	0	0
seq_id_94	879	0	0
seq_id_95	11658	0	0
seq_id_96	36665	0	0
seq_id_97	2589	0	0
seq_id_98	1759	0	0
seq_id_99	12375	0	0
seq_id_100	1399	0	0
seq_id_101	3050	0	0
seq_id_102	6839	0	0
seq_id_103	3219	0	0
seq_id_104	3117	0	0
seq_id_105	2540	0	0
seq_id_106	24379	0	0
seq_id_107	7370	0	0
seq_id_108	9860	0	0
seq_id_109	2110	0	0
seq_id_110	10340	0	0
seq_id_111	1098	0	0
seq_id_112	2109	0	0
seq_id_113	982	0	0
seq_id_114	513	0	0
seq_id_115	2258	0	0
seq_id_116	1846	0	0
seq_id_117	5265	0	0
seq_id_118	1319	0	0
seq_id_119	8503	0	0
seq_id_120	11155	0	0
seq_id_121	20586	0	0
seq_id_122	1907	0	0
seq_id_123	10173	0	0
seq_id_124	1848	0	0
seq_id_125	12028	0	0
seq_id_126	6024	0	0
seq_id_127	13549	0	0
seq_id_128	2713	0	0
seq_id_129	4667	0	0
seq_id_130	1378	0	0
seq_id_131	997	0	0
seq_id_132	59179	0	0
seq_id_133	822	0	0
seq_id_134	3931	0	0
seq_id_135	11411	0	0
seq_id_136	7547	0	0
seq_id_137	11090	0	0
seq_id_138	16114	0	0
seq_id_139	43215	0	0
seq_id_140	1413	0	0
seq_id_141	7910	0	0
seq_id_142	7432	0	0
seq_id_143	5158	0	0
seq_id_144	770	0	0
seq_id_145	255559	0	1
seq_id_146	1025	0	0
seq_id_147	10979	0	0
seq_id_148	2144	0	0
seq_id_149	10013	0	1
seq_id_150	6450	0	0
seq_id_151	5385	0	0
seq_id_152	36344	0	0
seq_id_153	17457	0	0
seq_id_154	2070	0	0
seq_id_155	605	0	0
seq_id_156	5767	0	0
seq_id_157	7812	0	0
seq_id_158	1782	0	0
seq_id_159	909	0	0
seq_id_160	5481	0	0
seq_id_161	962	0	0
seq_id_162	5181	0	0
seq_id_163	2296	0	0
seq_id_164	1210	0	0
seq_id_165	1547	0	0
seq_id_166	2481	0	0
seq_id_167	2571	0	0
seq_id_168	1361	0	0
seq_id_169	1192	0	0
seq_id_170	868	0	0
seq_id_171	2959	0	0
seq_id_172	7666	0	0
seq_id_173	22941	0	0
seq_id_174	8099	0	0
seq_id_175	1207	0	0
seq_id_176	1600	0	0
seq_id_177	881	0	0
seq_id_178	32444	0	0
seq_id_179	1450	0	0
seq_id_180	839	0	0
seq_id_181	2481	0	0
seq_id_182	904	0	0
seq_id_183	566	0	0
seq_id_184	8518	0	0
seq_id_185	992	0	0
seq_id_186	1878	0	0
seq_id_187	2912	0	0
seq_id_188	17220	0	0
seq_id_189	1042	0	0
seq_id_190	7212	0	0
seq_id_191	984	0	0
seq_id_192	2153	0	0
seq_id_193	1643	0	0
seq_id_194	1251	0	0
seq_id_195	45568	0	0
seq_id_196	1012	0	0
seq_id_197	10415	0	0
seq_id_198	1931	0	0
seq_id_199	31285	0	0
seq_id_200	740	0	0
seq_id_201	8083	0	0
seq_id_202	103420	0	0
seq_id_203	3099	0	0
seq_id_204	2774	0	0
seq_id_205	2297	0	0
seq_id_206	80165	0	0
seq_id_207	1967	0	0
seq_id_208	17848	0	0
seq_id_209	799	0	0
seq_id_210	533	0	0
seq_id_211	8244	0	0
seq_id_212	1690	0	0
seq_id_213	9905	0	0
seq_id_214	7748	0	0
seq_id_215	153959	0	0
seq_id_216	10488	0	0
seq_id_217	9161	0	0
seq_id_218	31275	0	0
seq_id_219	4015	0	0
seq_id_220	13915	0	0
seq_id_221	3157	0	0
seq_id_222	3651	0	0
seq_id_223	3201	0	0
seq_id_224	586	0	0
seq_id_225	6429	0	0
seq_id_226	1604	0	0
seq_id_227	1620	0	0
seq_id_228	2626	0	0
seq_id_229	14873	0	0
seq_id_230	597	0	0
seq_id_231	9988	0	1
seq_id_232	4452	0	0
seq_id_233	4277	0	0
seq_id_234	3029	0	0
seq_id_235	33954	0	0
seq_id_236	1326	0	0
seq_id_237	4766	0	0
seq_id_238	7422	0	0
seq_id_239	26209	0	0
seq_id_240	2422	0	0
seq_id_241	13941	0	0
seq_id_242	5529	0	0
seq_id_243	1176	0	0
seq_id_244	7048	0	0
seq_id_245	11001	0	0
seq_id_246	2327	0	0
seq_id_247	516	0	0
seq_id_248	721	0	0
seq_id_249	9227	0	0
seq_id_250	1504	0	0
seq_id_251	15353	0	0
seq_id_252	10531	0	0
seq_id_253	97294	0	0
seq_id_254	3583	0	0
seq_id_255	18767	0	0
seq_id_256	889	0	0
seq_id_257	3617	0	0
seq_id_258	3927	0	0
seq_id_259	1329	0	0
seq_id_260	1326	0	0
seq_id_261	6793	0	0
seq_id_262	949	0	0
seq_id_263	2279	0	0
seq_id_264	5583	0	0
seq_id_265	5205	0	0
seq_id_266	12048	0	0
seq_id_267	9520	0	0
seq_id_268	3140	0	0
seq_id_269	2022	0	0
seq_id_270	4386	0	0
seq_id_271	616	0	0
seq_id_272	5478	0	0
seq_id_273	17174	0	0
seq_id_274	8088	0	0
seq_id_275	1405	0	0
seq_id_276	5621	0	0
seq_id_277	3021	0	0
seq_id_278	1045	0	0
seq_id_279	2232	0	0
seq_id_280	133357	0	1
seq_id_281	515	0	0
seq_id_282	6841	0	0
seq_id_283	3045	0	0
seq_id_284	14035	0	0
seq_id_285	2269	0	0
seq_id_286	5475	0	0
seq_id_287	602	0	0
seq_id_288	19857	0	0
seq_id_289	605	0	0
seq_id_290	18098	0	0
seq_id_291	532	0	0
seq_id_292	1239	0	0
seq_id_293	3857	0	0
seq_id_294	1241	0	0
seq_id_295	40174	0	0
seq_id_296	17469	0	0
seq_id_297	1650	0	0
seq_id_298	3121	0	0
seq_id_299	1706	0	0
seq_id_300	1543	0	0
seq_id_301	828	0	0
seq_id_302	552	0	0
seq_id_303	1069	0	0
seq_id_304	3604	0	0
seq_id_305	1151	0	0
seq_id_306	2744	0	0
seq_id_307	12064	0	0
seq_id_308	2633	0	0
seq_id_309	749	0	0
seq_id_310	5921	0	0
seq_id_311	5447	0	0
seq_id_312	4395	0	0
seq_id_313	2706	0	0
seq_id_314	2461	0	0
seq_id_315	5405	0	0
seq_id_316	10302	0	0
seq_id_317	3822	0	0
seq_id_318	8161	0	0
seq_id_319	1259	0	0
seq_id_320	17229	0	0
seq_id_321	6465	0	0
seq_id_322	30525	0	0
seq_id_323	20404	0	0
seq_id_324	2300	0	0
seq_id_325	29311	0	1
seq_id_326	1277	0	0
seq_id_327	974	0	0
seq_id_328	1187	0	0
seq_id_329	1790	0	0
seq_id_330	1955	0	0
seq_id_331	1489	0	0
seq_id_332	3744	0	0
seq_id_333	510	0	0
seq_id_334	1532	0	0
seq_id_335	4021	0	0
seq_id_336	15586	0	0
seq_id_337	5286	0	0
seq_id_338	15430	0	0
seq_id_339	1702	0	0
seq_id_340	6382	0	0
seq_id_341	73166	0	0
seq_id_342	666	0	0
seq_id_343	5569	0	0
seq_id_344	5351	0	0
seq_id_345	682	0	0
seq_id_346	1395	0	0
seq_id_347	3638	0	0
seq_id_348	4190	0	0
seq_id_349	540	0	0
seq_id_350	1408	0	0
seq_id_351	2062	0	0
seq_id_352	12182	0	0
seq_id_353	1215	0	0
seq_id_354	10608	0	1
seq_id_355	6007	0	0
seq_id_356	3709	0	0
seq_id_357	548	0	0
seq_id_358	5120	0	0
seq_id_359	3582	0	0
seq_id_360	51315	0	0
seq_id_361	2094	0	0
seq_id_362	1214	0	0
seq_id_363	3582	0	0
seq_id_364	568	0	0
seq_id_365	4897	0	0
seq_id_366	9738	0	0
seq_id_367	5758	0	0
seq_id_368	10798	0	0
seq_id_369	49591	0	0
seq_id_370	8763	0	0
seq_id_371	2342	0	0
seq_id_372	813	0	0
seq_id_373	24292	0	0
seq_id_374	3516	0	0
seq_id_375	2745	0	0
seq_id_376	74922	0	0
seq_id_377	6145	0	0
seq_id_378	1997	0	0
seq_id_379	5708	0	0
seq_id_380	8898	0	0
seq_id_381	2936	0	0
seq_id_382	5331	0	0
seq_id_383	1626	0	0
seq_id_384	5506	0	0
seq_id_385	6725	0	0
seq_id_386	6411	0	0
seq_id_387	58112	0	1
seq_id_388	971	0	0
seq_id_389	1404	0	0
seq_id_390	579	0	0
seq_id_391	14444	0	0
seq_id_392	57125	0	0
seq_id_393	1692	0	0
seq_id_394	63233	0	1
seq_id_395	28130	0	0
seq_id_396	4496	0	0
seq_id_397	7114	0	0
seq_id_398	1036	0	0
seq_id_399	13797	0	0
seq_id_400	43685	0	0
seq_id_401	6465	0	0
seq_id_402	3537	0	0
seq_id_403	1952	0	0
seq_id_404	114823	0	0
seq_id_405	9556	0	0
seq_id_406	17615	0	0
seq_id_407	3576	0	0
seq_id_408	5465	0	0
seq_id_409	1911	0	0
seq_id_410	2852	0	0
seq_id_411	22301	0	0
seq_id_412	2389	0	0
seq_id_413	5720	0	0
seq_id_414	2117	0	0
seq_id_415	17303	0	0
seq_id_416	46098	0	0
seq_id_417	766	0	0
seq_id_418	2340	0	0
seq_id_419	7737	0	0
seq_id_420	2556	0	0
seq_id_421	887	0	0
seq_id_422	504	0	0
seq_id_423	500	0	0
seq_id_424	1823	0	0
seq_id_425	1042	0	0
seq_id_426	4612	0	0
seq_id_427	1877	0	0
seq_id_428	3787	0	0
seq_id_429	4390	0	0
seq_id_430	2205	0	0
seq_id_431	1100	0	0
seq_id_432	1897	0	0
seq_id_433	1707	0	0
seq_id_434	838	0	0
seq_id_435	3857	0	0
seq_id_436	1401	0	0
seq_id_437	16686	0	0
seq_id_438	9553	0	0
seq_id_439	3441	0	0
seq_id_440	3976	0	0
seq_id_441	1396	0	0
seq_id_442	11439	0	0
seq_id_443	1173	0	0
seq_id_444	2144	0	0
seq_id_445	961	2	0
seq_id_446	521	0	0
seq_id_447	2767	0	0
seq_id_448	15747	0	0
seq_id_449	2353	0	0
seq_id_450	9850	0	0
seq_id_451	550	0	0
seq_id_452	15310	0	0
seq_id_453	7847	0	0
seq_id_454	16667	0	0
seq_id_455	1092	0	0
seq_id_456	2914	0	0
seq_id_457	14427	0	0
seq_id_458	1272	0	0
seq_id_459	3018	0	0
seq_id_460	1418	0	0
seq_id_461	2104	0	0
seq_id_462	846	0	0
seq_id_463	3930	0	0
seq_id_464	9119	0	0
seq_id_465	6191	0	0
seq_id_466	1788	0	0
seq_id_467	3548	0	0
seq_id_468	606	0	0
seq_id_469	22406	0	0
seq_id_470	5378	0	0
seq_id_471	23503	0	0
seq_id_472	1486	0	0
seq_id_473	4078	0	0
seq_id_474	139944	0	1
seq_id_475	648	0	0
seq_id_476	4866	0	0
seq_id_477	2303	0	0
seq_id_478	1252	0	0
seq_id_479	6821	0	0
seq_id_480	686	0	0
seq_id_481	3655	0	0
seq_id_482	34339	0	0
seq_id_483	1838	0	0
seq_id_484	1556	0	0
seq_id_485	4375	0	0
seq_id_486	10959	0	0
seq_id_487	85853	0	0
seq_id_488	3182	0	0
seq_id_489	1072	0	0
seq_id_490	6374	0	0
seq_id_491	191289	0	0
seq_id_492	30428	0	0
seq_id_493	3697	0	0
seq_id_494	1127	0	1
seq_id_495	2387	0	0
seq_id_496	972	0	0
seq_id_497	596	0	0
seq_id_498	9939	0	0
seq_id_499	41933	0	0
seq_id_500	51371	0	0
seq_id_501	38405	0	0
seq_id_502	6667	0	0
seq_id_503	500	0	0
seq_id_504	625	0	0
seq_id_505	862	0	0
seq_id_506	34432	0	0
seq_id_507	63656	0	0
seq_id_508	10070	0	0
seq_id_509	2815	0	0
seq_id_510	15054	0	0
seq_id_511	2622	0	0
seq_id_512	1329	0	0
seq_id_513	6295	0	0
seq_id_514	1729	0	0
seq_id_515	1865	0	0
seq_id_516	543	0	0
seq_id_517	10547	0	0
seq_id_518	865	0	0
seq_id_519	1122	0	0
seq_id_520	6956	0	0
seq_id_521	801	0	0
seq_id_522	21823	0	0
seq_id_523	611	0	0
seq_id_524	1315	0	0
seq_id_525	1569	0	0
seq_id_526	1059	0	0
seq_id_527	23098	0	0
seq_id_528	39842	0	1
seq_id_529	2379	0	0
seq_id_530	6724	0	0
seq_id_531	72013	0	0
seq_id_532	4297	0	0
seq_id_533	9735	0	0
seq_id_534	4124	0	0
seq_id_535	1065	0	0
seq_id_536	43081	0	0
seq_id_537	3292	0	0
seq_id_538	855	0	0
seq_id_539	5073	0	0
seq_id_540	2822	0	0
seq_id_541	11099	0	0
seq_id_542	4005	0	0
seq_id_543	106896	0	0
seq_id_544	833	0	0
seq_id_545	25368	0	0
seq_id_546	3125	0	0
seq_id_547	35749	0	0
seq_id_548	2271	0	0
seq_id_549	1826	0	0
seq_id_550	2639	0	0
seq_id_551	1665	0	0
seq_id_552	914	0	0
seq_id_553	969	0	0
seq_id_554	126676	0	0
seq_id_555	665	0	0
seq_id_556	614	0	0
seq_id_557	929	0	0
seq_id_558	2416	0	0
seq_id_559	42023	0	0
seq_id_560	5129	0	0
seq_id_561	53552	0	0
seq_id_562	712	0	0
seq_id_563	4884	0	0
seq_id_564	3732	0	0
seq_id_565	3008	0	0
seq_id_566	4102	0	0
seq_id_567	552	0	0
seq_id_568	808	0	0
seq_id_569	1548	0	0
seq_id_570	2924	0	0
seq_id_571	4489	0	0
seq_id_572	29960	0	0
seq_id_573	2446	0	0
seq_id_574	14316	0	1
seq_id_575	1909	0	0
seq_id_576	18420	0	0
seq_id_577	1946	0	0
seq_id_578	1100	0	0
seq_id_579	2200	0	0
seq_id_580	16071	0	0
seq_id_581	12009	0	0
seq_id_582	47201	0	0
seq_id_583	1290	0	0
seq_id_584	10967	0	0
seq_id_585	1093	0	0
seq_id_586	39802	0	0
seq_id_587	23440	0	1
seq_id_588	34728	0	0
seq_id_589	4041	0	0
seq_id_590	1908	0	0
seq_id_591	4868	0	0
seq_id_592	5793	0	0
seq_id_593	1891	0	0
seq_id_594	12848	0	0
seq_id_595	11039	0	0
seq_id_596	4202	0	0
seq_id_597	1459	0	0
seq_id_598	3341	0	0
seq_id_599	4877	0	0
seq_id_600	3417	0	0
seq_id_601	6717	0	0
seq_id_602	602	0	0
seq_id_603	16226	0	0
seq_id_604	663	0	0
seq_id_605	3789	0	0
seq_id_606	4467	0	0
seq_id_607	126361	0	0
seq_id_608	72932	0	1
seq_id_609	523	0	0
seq_id_610	6032	0	0
seq_id_611	1030	0	0
seq_id_612	25833	0	0
seq_id_613	2223	0	0
seq_id_614	2956	0	0
seq_id_615	585	0	0
seq_id_616	4556	0	0
seq_id_617	2948	0	0
seq_id_618	1194	0	0
seq_id_619	30189	0	0
seq_id_620	830	0	0
seq_id_621	3333	0	0
seq_id_622	4269	0	0
seq_id_623	684	0	0
seq_id_624	2013	0	0
seq_id_625	11517	0	0
seq_id_626	1339	0	0
seq_id_627	1941	0	0
seq_id_628	48239	0	0
seq_id_629	3078	0	0
seq_id_630	3180	0	0
seq_id_631	1025	0	0
seq_id_632	4422	0	0
seq_id_633	5284	0	0
seq_id_634	4901	0	0
seq_id_635	516	0	0
seq_id_636	8621	0	0
seq_id_637	5546	0	0
seq_id_638	6988	0	0
seq_id_639	1883	0	0
seq_id_640	2309	0	0
seq_id_641	631	0	0
seq_id_642	5632	0	0
seq_id_643	5118	0	0
seq_id_644	46616	0	0
seq_id_645	503	0	0
seq_id_646	16706	0	0
seq_id_647	943	0	0
seq_id_648	3225	0	0
seq_id_649	33341	0	0
seq_id_650	1012	0	0
seq_id_651	550	0	0
seq_id_652	790	0	0
seq_id_653	3361	0	0
seq_id_654	884	0	0
seq_id_655	1983	0	0
seq_id_656	1397	0	0
seq_id_657	4495	0	0
seq_id_658	17994	0	0
seq_id_659	873	0	0
seq_id_660	8794	0	0
seq_id_661	609	0	0
seq_id_662	15276	0	0
seq_id_663	1611	0	0
seq_id_664	2357	0	0
seq_id_665	3217	0	0
seq_id_666	590	0	0
seq_id_667	10303	0	0
seq_id_668	1114	0	0
seq_id_669	3492	0	0
seq_id_670	4635	0	0
seq_id_671	17646	0	0
seq_id_672	2942	0	0
seq_id_673	1463	0	0
seq_id_674	4780	0	0
seq_id_675	17773	0	0
seq_id_676	2759	0	0
seq_id_677	23935	0	0
seq_id_678	35348	0	0
seq_id_679	2282	0	0
seq_id_680	6240	0	0
seq_id_681	1693	0	0
seq_id_682	4455	0	0
seq_id_683	15175	0	0
seq_id_684	1136	0	0
seq_id_685	1839	0	0
seq_id_686	7748	0	0
seq_id_687	22963	0	0
seq_id_688	2337	0	0
seq_id_689	7595	0	0
seq_id_690	549	0	0
seq_id_691	7315	0	0
seq_id_692	18366	0	0
seq_id_693	32010	0	0
seq_id_694	7241	0	0
seq_id_695	8458	0	0
seq_id_696	1281	0	0
seq_id_697	2493	0	0
seq_id_698	16914	0	0
seq_id_699	8983	0	0
seq_id_700	696	0	0
seq_id_701	16329	0	0
seq_id_702	9676	0	0
seq_id_703	21290	0	0
seq_id_704	2961	0	0
seq_id_705	4178	0	0
seq_id_706	3784	0	0
seq_id_707	1383	0	0
seq_id_708	10388	0	0
seq_id_709	822	0	0
seq_id_710	2051	0	0
seq_id_711	1746	0	0
