position	numhm	numht
75000	8	11
150000	2	9
225000	18	19
300000	0	0
375000	0	0
450000	0	0
525000	1	0
600000	1	1
675000	8	6
750000	31	20
825000	28	13
900000	1	0
975000	10	6
1050000	16	8
1125000	49	34
1200000	2	0
1275000	0	1
1350000	13	3
1425000	1	3
1500000	3	1
1575000	6	0
1650000	0	2
1725000	1	13
1800000	5	7
1875000	0	2
1950000	1	6
2025000	0	3
2100000	15	38
2175000	1	3
2250000	3	8
2325000	1	7
2400000	0	2
2475000	2	0
2550000	0	0
2625000	1	5
2700000	1	1
2775000	0	3
2850000	8	8
2925000	26	15
3000000	18	29
3075000	23	25
3150000	52	19
3225000	3	8
3300000	13	18
3375000	54	32
3450000	53	35
3525000	50	22
3600000	30	34
3675000	44	31
3750000	15	8
3825000	49	27
3900000	24	25
3975000	43	45
4050000	21	77
4125000	32	53
4200000	50	72
4275000	40	25
4350000	16	33
4425000	10	13
4500000	4	1
4575000	11	28
4650000	70	75
4725000	18	6
4800000	59	101
4875000	25	18
4950000	37	25
5025000	39	34
5100000	23	37
5175000	35	10
5250000	8	2
5325000	50	11
5400000	41	7
5475000	19	20
5550000	2	10
5625000	25	7
5700000	51	8
5775000	45	9
5850000	31	5
5925000	11	3
6000000	17	3
6075000	3	2
6150000	1	0
6225000	39	4
6300000	32	3
6375000	45	1
6450000	47	8
6525000	3	1
6600000	4	0
6675000	0	0
6750000	36	4
6825000	63	4
6900000	50	5
6975000	70	2
7050000	79	13
7125000	54	1
7200000	73	4
7275000	68	1
7350000	61	5
7425000	77	8
7500000	32	1
7575000	21	0
7650000	79	4
7725000	41	0
7800000	60	3
7875000	57	3
7950000	79	1
8025000	77	11
8100000	55	12
8175000	41	9
8250000	34	0
8325000	40	0
8400000	36	0
8475000	43	6
8550000	37	2
8625000	57	16
8700000	10	0
8775000	56	1
8850000	67	1
8925000	28	1
9000000	39	0
9075000	25	0
9150000	34	0
9225000	54	5
9300000	13	4
9375000	29	1
9450000	80	8
9525000	90	31
9600000	25	6
9675000	19	5
9750000	20	0
9825000	35	3
9900000	33	0
9975000	38	2
10050000	27	1
10125000	29	4
10200000	41	21
10275000	38	13
10350000	21	1
10425000	51	9
10500000	28	13
10575000	22	6
10650000	86	13
10725000	24	8
10800000	42	13
10875000	36	15
10950000	44	7
11025000	58	29
11100000	13	2
11175000	9	14
11250000	23	5
11325000	20	6
11400000	10	2
11475000	19	13
11550000	9	2
11625000	43	23
11700000	33	9
11775000	29	18
11850000	29	20
11925000	30	7
12000000	13	10
12075000	11	6
12150000	49	27
12225000	2	5
12300000	17	10
12375000	26	11
12450000	19	7
12525000	24	14
12600000	12	7
12675000	6	5
12750000	4	5
12825000	6	1
12900000	9	11
12975000	29	25
13050000	12	12
13125000	9	12
13200000	10	12
13275000	7	5
13350000	0	0
13425000	1	0
13500000	0	0
13575000	1	1
13650000	0	0
13725000	0	0
13800000	0	0
13875000	3	0
13950000	17	23
14025000	14	17
14100000	0	0
14175000	0	3
14250000	0	0
14325000	0	0
14400000	1	1
14475000	0	0
14550000	1	1
14625000	0	1
14700000	1	0
14775000	11	4
14850000	6	10
14925000	8	7
15000000	11	12
15075000	7	13
15150000	9	14
15225000	9	10
15300000	10	13
15375000	6	6
15450000	7	7
15525000	0	0
15600000	0	2
15675000	0	1
15750000	0	0
15825000	1	0
15900000	0	0
15975000	1	3
16050000	5	8
16125000	9	10
16200000	1	0
16275000	29	33
16350000	8	17
16425000	18	38
16500000	3	3
16575000	16	25
16650000	6	18
16725000	10	17
16800000	3	7
16875000	2	14
16950000	11	15
17025000	4	4
17100000	21	18
17175000	9	20
17250000	10	17
17325000	16	26
17400000	9	7
17475000	2	13
17550000	6	4
17625000	24	34
17700000	10	6
17775000	0	0
17850000	1	0
17925000	4	5
18000000	2	13
18075000	8	19
18150000	4	28
18225000	18	25
18300000	6	13
18375000	4	12
18450000	5	21
18525000	4	19
18600000	15	17
