position	numhm	numht
200000	30	99
400000	4	19
600000	0	2
800000	93	149
1000000	15	35
1200000	87	116
1400000	14	24
1600000	6	7
1800000	3	40
2000000	5	31
2200000	7	82
2400000	0	7
2600000	1	3
2800000	1	22
3000000	108	100
3200000	128	157
3400000	165	152
3600000	207	197
3800000	167	128
4000000	142	213
4200000	140	301
4400000	138	163
4600000	113	134
4800000	188	195
5000000	170	129
5200000	127	153
5400000	183	58
5600000	93	38
5800000	206	52
6000000	97	42
6200000	45	13
6400000	199	29
6600000	63	21
6800000	159	17
7000000	306	15
7200000	320	23
7400000	302	22
7600000	222	29
7800000	234	21
8000000	240	21
8200000	281	59
8400000	196	12
8600000	255	25
8800000	136	26
9000000	206	5
9200000	218	20
9400000	150	7
9600000	283	81
9800000	159	14
10000000	164	17
10200000	169	16
10400000	148	15
10600000	155	29
10800000	272	56
11000000	217	81
11200000	83	38
11400000	83	42
11600000	112	73
11800000	177	97
12000000	94	67
12200000	119	82
12400000	88	56
12600000	90	63
12800000	29	23
13000000	75	74
13200000	64	76
13400000	20	13
13600000	1	3
13800000	1	0
14000000	67	57
14200000	1	1
14400000	0	2
14600000	2	1
14800000	30	24
15000000	44	44
15200000	38	67
15400000	48	71
15600000	7	10
15800000	0	6
16000000	13	7
16200000	28	36
16400000	88	132
16600000	74	134
16800000	40	86
17000000	39	61
17200000	76	185
17400000	42	122
17600000	25	55
17800000	31	79
18000000	17	53
18200000	41	176
18400000	25	76
18600000	27	127
