position	numhm	numht
400000	34	118
800000	93	151
1200000	102	151
1600000	20	31
2000000	8	71
2400000	7	89
2800000	2	25
3200000	236	257
3600000	372	349
4000000	309	341
4400000	278	464
4800000	301	329
5200000	297	282
5600000	276	96
6000000	303	94
6400000	244	42
6800000	222	38
7200000	626	38
7600000	524	51
8000000	474	42
8400000	477	71
8800000	391	51
9200000	424	25
9600000	433	88
10000000	323	31
10400000	317	31
10800000	427	85
11200000	300	119
11600000	195	115
12000000	271	164
12400000	207	138
12800000	119	86
13200000	139	150
13600000	21	16
14000000	68	57
14400000	1	3
14800000	32	25
15200000	82	111
15600000	55	81
16000000	13	13
16400000	116	168
16800000	114	220
17200000	115	246
17600000	67	177
18000000	48	132
18400000	66	252
18800000	27	127
