bfr	contigs
2.261919195710095	1
1.0333896773428544	1
1.0519622910165796	1
0.8501917813157299	1
0.504950495049505	5
1.1581444385872428	1
0.8373983739837398	3
0.0	3673
0.813656239488732	1
1.0684085558827372	1
1.0618634590003493	1
0.8940641766052694	1
1.4900858291653392	1
1.558198564972203	1
0.8948846047834235	1
1.0210944923418632	1
1.0	59
0.6426178244360062	3
0.9584534028127404	1
1.0041147681823672	1
1.3451454375217073	1
77.15156130997715	1
1.3412715293725217	1
0.7915458279719287	1
1.0315107568720885	1
22.206506364922205	9
0.9451971869119361	1
1.012708346281233	1
0.9595039230574537	1
4.827165910619822	1
1.1067085429059358	1
0.33022714036109496	1
1.121723879932097	1
1.126771764237966	1
1.7834189495079888	1
3.182084547924617	1
85.85572842998587	3
1.0172065845719769	1
0.3949927861691507	1
0.7615321474935579	1
1.0986580213283514	1
0.9384758087710597	1
1.2777025268309476	1
1.1070759862366288	1
0.9682125516004331	1
3.2840814253903394	1
1.088772197121425	1
100.0	36
0.8345329693058657	1
1.303575909746001	1
66.99669966996697	11
0.4290939680287247	1
1.4803690858046925	1
1.2051512527608168	1
0.7450578425945702	1
0.9689078896230082	1
0.9309152337297331	1
11.82276739198205	1
1.110247781550852	1
1.3820293398533008	1
57.567185289957564	23
0.8060198118475369	1
0.9740704270916501	1
0.96217151440744	1
1.0182435634771545	1
0.8189791227841884	1
0.9529148543399033	1
0.7524752475247525	2
1.0019992853109805	1
1.6876051665706022	1
0.9102333931777379	1
0.8542684935079986	1
0.9820606606373181	1
33.993399339933994	42
0.8633098141290008	1
20.289060347203087	1
0.6436691678589311	1
0.9722064900368864	1
3.2417773642447774	1
1.0355994024365882	1
0.9147941188126659	1
50.495049504950494	100
31.97618028980389	1
1.60820591419431	1
1.265486725663717	1
1.6787330316742082	1
17.49174917491749	7
8.740176323996756	1
0.9283211661575542	1
1.035920005237905	1
0.7390737116764514	1
0.7713040458828742	1
0.834983498349835	2
0.7536945812807881	7
1.2016600656605174	1
0.6894409937888198	1
1.071373005638726	1
3.71628945867692	1
0.8603351955307262	1
0.8676967832484742	1
71.05986877623016	1
0.5622946125421002	1
4.455235994862657	1
1.1993857677480126	1
18.383243336723023	1
1.291114700297416	1
1.6091499641394575	1
1.0196778267451083	1
14.134702065268586	1
0.8891961855852341	1
0.8759515959589182	1
11.816423354825663	1
2.1985468362057135	1
14.880626611144162	1
0.9250072476447031	1
1.5060981094674946	1
3.7152685480527805	1
1.6324255986297238	1
0.9747678423320357	1
1.356761052072929	1
9.184033132640618	1
31.30893130328395	1
1.0796596502648954	1
1.083135885316285	1
1.2603485895744349	1
0.7666277712952158	1
5.955839181573033	1
18.43949575997758	1
3.8807452420605637	1
1.6409378463631636	1
1.0917617679856106	1
1.0984907107840944	1
55.511137319086046	1
1.5548960757002916	1
1.8356864949264724	1
0.7028171042473678	1
1.878711817143848	1
1.2608440706118396	1
1.0606823732876194	1
9.779103405557738	1
61.820160161073616	1
1.6368423797170568	1
47.249720031726596	1
0.7691195177030989	1
0.5092653629238995	1
1.1839080459770113	1
57.56718528995755	6
0.8434811789248032	1
3.277606853194479	1
1.8644341183147253	1
11.073880734052661	1
0.9078700442035934	1
0.7000991175736736	1
0.9505764029656879	1
0.9341734146776938	1
1.0327695363405203	1
1.2294480853919032	1
1.0868621064060804	1
1.1428427825253091	1
43.42291371994343	12
0.6567433551960519	1
0.7938123786803987	1
0.9169249668926388	1
1.253984972337714	1
1.9040640537368447	1
1.0620818816942323	1
1.021808851828095	1
2.445546327214621	1
2.71179251155657	1
1.1443878388845385	1
1.3458044913869958	1
2.565888493966309	1
66.996699669967	48
1.3331546609463312	1
0.8477524660375337	1
0.5994939446998585	1
1.153607253627748	1
1.0756779332095212	1
1.5933637354825527	1
1.0502161727618644	1
43.18181818181818	2
2.3716570308269325	1
1.1065835011789598	1
0.7169891019684042	1
0.8826847080247633	1
0.6328988182427281	1
1.0693481276005548	1
0.8162511743497413	1
1.092864881597276	1
1.617273181417447	1
1.065351130574945	1
1.3158712469313603	1
1.011708354146701	1
1.2886437038037686	1
1.0831179867567307	1
0.9894234189314941	1
36.35077793493635	5
0.924967315431198	1
1.9615384615384615	1
0.898887840717321	1
0.6541351173043983	1
62.87128712871287	8
67.69083367762804	1
4.974609244139823	1
9.137743147790022	2
0.9011121969379682	1
0.9016171530988434	1
0.8922270904729356	1
0.6598976504792997	1
0.6915446549342907	1
73.64848526054904	1
1.0383680942295466	1
1.1242029858457911	1
0.8781955033497506	1
1.78119435809449	1
0.8235520517965172	1
1.6500893872907523	1
2.213115296148137	1
