position	numhm	numht
500000	23	93
1000000	1	0
1500000	14	51
2000000	5	80
2500000	15	63
3000000	10	56
3500000	10	72
4000000	15	82
4500000	11	93
5000000	7	64
5500000	9	27
6000000	8	87
6500000	12	70
7000000	18	97
7500000	20	130
8000000	16	115
8500000	25	178
9000000	15	99
9500000	9	104
10000000	13	106
10500000	9	75
11000000	19	63
11500000	39	140
12000000	0	4
12500000	33	149
13000000	44	181
13500000	28	300
14000000	35	211
14500000	16	175
15000000	21	177
15500000	44	339
16000000	34	242
16500000	44	265
17000000	36	216
17500000	38	215
18000000	31	189
18500000	18	125
19000000	24	134
19500000	35	179
20000000	24	181
20500000	9	83
21000000	24	112
21500000	46	124
22000000	68	233
22500000	55	192
23000000	131	314
23500000	80	261
24000000	88	205
24500000	134	324
25000000	128	260
25500000	88	161
26000000	87	140
26500000	106	214
27000000	60	95
27500000	65	80
28000000	86	114
28500000	58	103
29000000	49	92
29500000	65	110
30000000	48	88
30500000	63	119
31000000	38	130
31500000	13	150
32000000	24	171
32500000	22	130
33000000	18	184
33500000	7	181
34000000	22	125
34500000	37	269
35000000	18	204
35500000	12	244
36000000	16	176
36500000	27	179
37000000	17	164
37500000	10	143
38000000	14	90
38500000	13	59
39000000	4	54
39500000	7	68
40000000	5	85
40500000	5	49
41000000	9	107
41500000	4	76
42000000	7	81
42500000	4	23
43000000	3	53
43500000	6	24
44000000	14	89
44500000	4	84
45000000	3	24
45500000	12	80
46000000	5	60
46500000	4	16
47000000	3	43
47500000	11	62
48000000	9	48
48500000	10	46
49000000	5	49
49500000	5	44
50000000	6	33
50500000	11	55
51000000	11	57
51500000	14	88
52000000	21	112
52500000	13	57
53000000	5	60
53500000	12	67
54000000	23	83
54500000	14	65
55000000	24	110
55500000	11	91
56000000	11	88
56500000	5	71
57000000	1	50
57500000	9	87
58000000	19	76
58500000	15	107
59000000	17	97
59500000	19	122
60000000	24	168
60500000	26	151
61000000	31	173
61500000	18	203
62000000	42	257
62500000	32	254
63000000	38	315
63500000	45	220
64000000	80	301
64500000	38	296
65000000	31	229
65500000	36	340
66000000	27	168
66500000	29	185
67000000	44	202
67500000	50	214
68000000	29	127
68500000	22	151
69000000	24	109
69500000	22	88
70000000	31	100
70500000	17	107
71000000	29	138
71500000	14	74
72000000	8	19
72500000	28	103
73000000	16	70
73500000	19	86
74000000	30	52
74500000	70	40
75000000	91	55
75500000	15	28
76000000	23	64
76500000	32	29
77000000	187	151
77500000	253	169
78000000	204	313
78500000	205	245
79000000	219	115
79500000	174	58
80000000	168	16
80500000	194	19
81000000	460	29
81500000	330	17
82000000	331	33
82500000	286	26
83000000	229	13
83500000	281	50
84000000	227	48
84500000	273	75
85000000	155	62
85500000	190	89
86000000	130	76
86500000	76	51
87000000	62	60
87500000	20	23
88000000	16	22
88500000	24	22
89000000	62	73
89500000	1	6
90000000	67	101
90500000	49	104
91000000	76	96
91500000	46	61
92000000	45	119
92500000	28	93
93000000	26	134
93500000	5	64
94000000	7	57
94500000	6	91
95000000	5	61
95500000	8	40
96000000	9	76
96500000	6	44
97000000	3	55
97500000	6	46
98000000	15	86
98500000	12	87
99000000	12	80
99500000	32	195
100000000	5	96
100500000	13	102
101000000	13	139
101500000	17	102
102000000	16	143
102500000	22	196
103000000	20	149
103500000	21	223
104000000	44	306
104500000	41	248
105000000	27	181
105500000	34	141
106000000	29	140
106500000	7	103
107000000	18	116
107500000	24	180
108000000	23	172
108500000	18	135
109000000	8	104
109500000	19	140
110000000	25	212
110500000	19	178
111000000	19	80
111500000	16	129
112000000	14	146
112500000	16	110
113000000	9	77
113500000	13	98
114000000	18	88
114500000	18	115
115000000	15	76
115500000	15	103
116000000	11	73
116500000	23	76
117000000	13	46
117500000	16	93
118000000	15	65
118500000	15	106
119000000	4	55
119500000	7	20
