position	numhm	numht
1000000	24	90
2000000	27	136
3000000	20	126
4000000	24	167
5000000	14	113
6000000	24	150
7000000	33	236
8000000	50	369
9000000	24	201
10000000	26	132
11000000	48	182
12000000	73	381
13000000	65	583
14000000	117	667
15000000	60	419
16000000	48	265
17000000	64	371
18000000	32	201
19000000	117	413
20000000	223	585
21000000	177	480
22000000	225	447
23000000	201	365
24000000	126	171
25000000	146	233
26000000	120	216
27000000	114	257
28000000	48	312
29000000	35	335
30000000	56	525
31000000	31	462
32000000	43	352
33000000	27	148
34000000	14	141
35000000	9	137
36000000	13	187
37000000	12	116
38000000	21	150
39000000	10	107
40000000	13	95
41000000	13	97
42000000	18	91
43000000	12	90
44000000	17	97
45000000	26	141
46000000	34	176
47000000	27	151
48000000	34	158
49000000	34	226
50000000	11	127
51000000	19	147
52000000	33	202
53000000	46	295
54000000	59	328
55000000	75	511
56000000	103	642
57000000	104	660
58000000	66	430
59000000	87	432
60000000	57	283
61000000	46	197
62000000	52	220
63000000	38	191
64000000	43	144
65000000	39	160
66000000	160	106
67000000	33	41
68000000	404	274
69000000	520	481
70000000	338	48
71000000	801	50
72000000	691	58
73000000	520	56
74000000	518	124
75000000	351	154
76000000	238	167
77000000	37	45
78000000	85	98
79000000	74	112
80000000	119	200
81000000	95	193
82000000	49	227
83000000	11	95
84000000	10	137
85000000	21	128
86000000	9	103
87000000	27	161
88000000	42	285
89000000	19	199
90000000	35	246
91000000	40	362
92000000	84	513
93000000	56	346
94000000	39	266
95000000	42	365
96000000	26	226
97000000	52	420
98000000	35	216
99000000	27	257
100000000	33	215
101000000	28	179
102000000	32	173
103000000	39	145
104000000	30	144
105000000	21	174
106000000	5	26
