position	numhm	numht
100000	6	21
200000	8	19
300000	1	24
400000	4	15
500000	4	11
600000	0	0
700000	0	0
800000	0	0
900000	0	0
1000000	1	0
1100000	0	0
1200000	3	17
1300000	5	19
1400000	2	10
1500000	5	16
1600000	0	18
1700000	3	14
1800000	1	9
1900000	0	12
2000000	8	21
2100000	2	1
2200000	2	5
2300000	2	40
2400000	1	4
2500000	1	14
2600000	2	11
2700000	3	10
2800000	4	11
2900000	0	15
3000000	3	15
3100000	2	12
3200000	2	15
3300000	1	12
3400000	2	27
3500000	3	9
3600000	7	32
3700000	1	10
3800000	4	15
3900000	1	14
4000000	1	21
4100000	5	29
4200000	0	14
4300000	2	18
4400000	2	7
4500000	2	6
4600000	1	23
4700000	0	6
4800000	2	10
4900000	0	0
5000000	0	0
5100000	2	5
5200000	5	16
5300000	1	6
5400000	7	34
5500000	0	8
5600000	0	15
5700000	0	20
5800000	1	14
5900000	6	25
6000000	2	7
6100000	1	18
6200000	2	15
6300000	1	17
6400000	13	40
6500000	2	16
6600000	5	19
6700000	3	27
6800000	4	31
6900000	1	19
7000000	1	34
7100000	7	45
7200000	13	53
7300000	2	27
7400000	0	23
7500000	7	36
7600000	6	46
7700000	9	46
7800000	3	32
7900000	1	22
8000000	2	39
8100000	1	5
8200000	3	14
8300000	2	12
8400000	2	25
8500000	0	25
8600000	4	32
8700000	3	16
8800000	2	16
8900000	4	20
9000000	3	36
9100000	0	17
9200000	2	27
9300000	3	12
9400000	3	23
9500000	0	1
9600000	3	7
9700000	7	11
9800000	0	9
9900000	4	10
10000000	4	15
10100000	7	32
10200000	10	32
10300000	11	42
10400000	11	44
10500000	1	1
10600000	0	0
10700000	0	1
10800000	0	0
10900000	0	0
11000000	8	30
11100000	2	7
11200000	7	33
11300000	8	23
11400000	8	73
11500000	13	47
11600000	14	33
11700000	7	35
11800000	3	30
11900000	6	25
12000000	5	75
12100000	10	75
12200000	4	94
12300000	9	53
12400000	5	67
12500000	12	42
12600000	6	25
12700000	1	28
12800000	3	54
12900000	8	66
13000000	7	79
13100000	11	93
13200000	18	87
13300000	10	57
13400000	7	45
13500000	15	86
13600000	8	62
13700000	9	75
13800000	19	65
13900000	6	37
14000000	14	60
14100000	2	34
14200000	7	23
14300000	1	36
14400000	6	43
14500000	9	24
14600000	6	45
14700000	9	54
14800000	9	48
14900000	4	41
15000000	7	71
15100000	1	17
15200000	7	51
15300000	11	18
15400000	6	39
15500000	0	9
15600000	1	6
15700000	9	38
15800000	3	27
15900000	4	33
16000000	6	27
16100000	7	32
16200000	2	17
16300000	7	40
16400000	5	41
16500000	9	54
16600000	12	43
16700000	4	19
16800000	7	46
16900000	7	49
17000000	4	30
17100000	4	46
17200000	3	24
17300000	4	34
17400000	1	12
17500000	1	7
17600000	0	2
17700000	2	1
17800000	1	1
17900000	9	30
18000000	7	44
18100000	5	37
18200000	22	36
18300000	8	14
18400000	1	11
18500000	8	30
18600000	10	33
18700000	10	49
18800000	18	58
18900000	21	88
19000000	14	57
19100000	6	21
19200000	13	43
19300000	26	89
19400000	40	76
19500000	35	79
19600000	29	61
19700000	14	43
19800000	16	55
19900000	19	63
20000000	25	55
20100000	9	61
20200000	18	53
20300000	15	34
20400000	25	32
20500000	24	47
20600000	12	47
20700000	20	57
20800000	16	41
20900000	23	62
21000000	15	46
21100000	21	45
21200000	26	31
21300000	35	58
21400000	26	71
21500000	23	47
21600000	28	65
21700000	12	26
21800000	22	19
21900000	19	49
22000000	13	36
22100000	16	19
22200000	13	29
22300000	30	24
22400000	13	22
22500000	22	45
22600000	12	41
22700000	57	103
22800000	7	15
22900000	22	47
23000000	9	20
23100000	15	20
23200000	18	28
23300000	4	6
23400000	10	17
23500000	13	25
23600000	8	12
23700000	18	12
23800000	2	4
23900000	19	25
24000000	19	22
24100000	27	40
24200000	24	32
24300000	10	12
24400000	13	16
24500000	11	21
24600000	16	23
24700000	4	18
24800000	12	17
24900000	25	42
25000000	4	12
25100000	17	25
25200000	3	11
25300000	13	16
25400000	18	20
25500000	9	17
25600000	9	20
25700000	14	35
25800000	16	25
25900000	8	18
26000000	13	29
26100000	9	11
26200000	17	23
26300000	2	6
26400000	21	34
26500000	21	41
26600000	17	34
26700000	8	29
26800000	9	30
26900000	3	23
27000000	7	26
27100000	11	23
27200000	6	49
27300000	4	24
27400000	1	32
27500000	2	26
27600000	0	23
27700000	9	34
27800000	6	10
27900000	3	56
28000000	6	35
28100000	3	34
28200000	7	30
28300000	3	32
28400000	7	18
28500000	3	44
28600000	4	47
28700000	6	40
28800000	1	21
28900000	1	31
29000000	0	38
29100000	4	18
29200000	1	82
29300000	6	69
29400000	4	18
29500000	10	53
29600000	3	50
29700000	11	81
29800000	3	57
29900000	5	46
30000000	9	51
30100000	2	36
30200000	3	77
30300000	3	27
30400000	1	84
30500000	2	43
30600000	2	38
30700000	10	51
30800000	2	32
30900000	2	47
31000000	4	27
31100000	11	50
31200000	9	31
31300000	1	36
31400000	4	16
31500000	5	33
31600000	4	55
31700000	2	36
31800000	2	51
31900000	2	26
32000000	3	18
32100000	3	16
32200000	2	16
32300000	6	22
32400000	1	17
32500000	3	19
32600000	2	24
32700000	3	12
32800000	4	13
32900000	3	8
33000000	0	1
33100000	3	9
33200000	0	15
33300000	1	24
33400000	3	10
33500000	3	10
33600000	0	3
33700000	1	16
33800000	0	24
33900000	2	16
34000000	1	14
34100000	1	38
34200000	0	10
34300000	1	8
34400000	0	6
34500000	1	10
34600000	0	0
34700000	1	17
34800000	3	16
34900000	1	13
35000000	1	19
35100000	1	21
35200000	2	24
35300000	4	30
35400000	1	17
35500000	0	11
35600000	0	30
35700000	0	3
35800000	3	19
35900000	0	13
36000000	2	19
36100000	3	16
36200000	1	12
36300000	1	24
36400000	0	0
36500000	3	1
36600000	1	11
36700000	0	13
36800000	0	11
36900000	2	15
37000000	1	13
37100000	0	2
37200000	3	11
37300000	3	11
37400000	0	0
37500000	2	14
37600000	3	10
37700000	2	16
37800000	0	32
37900000	8	38
38000000	0	16
38100000	1	13
38200000	0	15
38300000	1	15
38400000	0	1
38500000	0	0
38600000	2	8
38700000	2	8
38800000	2	17
38900000	1	15
39000000	1	15
39100000	5	17
39200000	2	15
39300000	1	6
39400000	1	11
39500000	0	13
39600000	2	10
39700000	2	17
39800000	0	4
39900000	0	0
40000000	0	2
40100000	1	3
40200000	0	7
40300000	0	9
40400000	1	13
40500000	1	9
40600000	1	3
40700000	2	12
40800000	2	14
40900000	4	15
41000000	1	12
41100000	2	10
41200000	0	5
41300000	1	9
41400000	2	18
41500000	2	7
41600000	4	8
41700000	2	7
41800000	2	10
41900000	1	2
42000000	2	15
42100000	2	12
42200000	1	12
42300000	2	8
42400000	2	13
42500000	1	11
42600000	0	5
42700000	2	3
42800000	1	15
42900000	0	2
43000000	1	9
43100000	1	22
43200000	1	2
43300000	0	0
43400000	2	8
43500000	2	7
43600000	3	13
43700000	0	11
43800000	1	7
43900000	4	13
44000000	3	14
44100000	1	1
44200000	2	9
44300000	2	11
44400000	4	17
44500000	1	14
44600000	2	9
44700000	9	25
44800000	1	20
44900000	3	25
45000000	1	10
45100000	3	6
45200000	7	24
45300000	3	21
45400000	6	29
45500000	1	27
45600000	1	10
45700000	10	30
45800000	1	6
45900000	2	12
