position	numhm	numht	length
50000	0	0
100000	0	0
150000	0	0
200000	1	0
250000	0	0
300000	0	1
350000	1	5
400000	1	0
450000	0	0
500000	0	0
550000	2	3
600000	2	0
650000	0	5
700000	1	12
750000	1	0
800000	1	0
850000	0	5
900000	0	0
950000	0	4
1000000	0	4
1050000	1	0
1100000	2	0
1150000	3	7
1200000	0	6
1250000	0	0
1300000	0	0
1350000	0	0
1400000	0	0
1450000	0	0
1500000	0	2
1550000	0	1
1600000	0	0
1650000	0	8
1700000	0	12
1750000	0	0
1800000	0	14
1850000	0	0
1900000	0	0
1950000	0	0
2000000	1	0
2050000	0	0
2100000	1	1
2150000	0	0
2200000	0	0
2250000	0	1
2300000	1	1
2350000	1	0
2400000	0	1
2450000	0	0
2500000	2	11
2550000	2	0
2600000	0	0
2650000	2	1
2700000	0	0
2750000	1	0
2800000	0	0
2850000	1	0
2900000	1	1
2950000	2	0
3000000	1	0
3050000	0	1
3100000	0	0
3150000	0	0
3200000	0	0
3250000	2	0
3300000	0	0
3350000	1	11
