position	numhm	numht	length
100000	0	415
200000	0	329
300000	0	146
400000	0	737
500000	0	666
600000	0	310
700000	0	275
800000	0	675
900000	0	577
1000000	0	602
1100000	0	436
1200000	1	557
1300000	0	618
1400000	1	287
1500000	0	192
1600000	0	296
1700000	1	342
1800000	3	335
1900000	0	373
2000000	1	227
2100000	0	215
2200000	0	346
2300000	0	247
2400000	0	312
2500000	0	404
2600000	1	218
2700000	0	177
2800000	1	209
2900000	2	97
3000000	0	132
3100000	2	140
3200000	0	165
3300000	0	80
3400000	0	128
3500000	2	120
3600000	0	177
3700000	4	96
3800000	1	60
3900000	2	77
4000000	0	38
4100000	2	99
4200000	0	154
4300000	1	71
4400000	1	101
4500000	4	80
4600000	0	51
4700000	1	7
4800000	3	16
4900000	1	39
5000000	0	57
5100000	4	80
5200000	0	47
5300000	2	24
5400000	1	35
5500000	0	7
5600000	0	30
5700000	2	60
5800000	0	26
5900000	0	9
6000000	0	10
6100000	1	12
6200000	1	16
6300000	0	15
6400000	1	4
6500000	2	7
6600000	1	3
6700000	0	2
6800000	0	1
6900000	3	2
7000000	3	0
7100000	3	6
7200000	1	1
7300000	0	13
7400000	3	6
7500000	3	4
7600000	0	0
7700000	1	0
7800000	0	1
7900000	2	5
8000000	0	0
8100000	4	3
8200000	1	17
8300000	2	0
8400000	0	5
8500000	0	8
8600000	3	0
8700000	3	13
8800000	0	0
8900000	0	0
9000000	0	2
9100000	0	1
9200000	0	20
9300000	0	14
9400000	0	0
9500000	1	0
9600000	1	1
9700000	0	0
9800000	1	2
9900000	1	1
10000000	2	11
10100000	2	0
10200000	2	1
10300000	1	0
10400000	2	1
10500000	3	0
10600000	0	1
10700000	0	0
10800000	2	0
10900000	1	11
