position	numhm	numht	length
50000	3	48
100000	1	32
150000	0	12
200000	0	35
250000	1	7
300000	1	17
350000	0	17
400000	1	18
450000	0	4
500000	0	3
550000	0	4
600000	0	26
650000	2	6
700000	0	54
750000	0	19
800000	0	7
850000	0	7
900000	0	2
950000	0	10
1000000	0	0
1050000	0	9
1100000	1	3
1150000	1	6
1200000	0	10
1250000	0	8
1300000	0	7
1350000	1	4
1400000	0	0
1450000	1	0
1500000	1	7
1550000	1	3
1600000	0	0
1650000	0	0
1700000	0	2
1750000	0	0
1800000	0	1
1850000	2	2
1900000	1	0
1950000	1	0
2000000	2	0
2050000	0	5
2100000	3	1
2150000	1	1
2200000	0	0
2250000	0	12
2300000	0	1
2350000	1	6
2400000	2	0
2450000	2	0
2500000	1	4
2550000	0	0
2600000	0	0
2650000	0	0
2700000	1	0
2750000	0	0
2800000	0	1
2850000	1	5
2900000	1	0
2950000	0	0
3000000	0	0
3050000	2	3
3100000	2	0
3150000	0	5
3200000	1	12
3250000	1	0
3300000	1	0
3350000	0	5
3400000	0	0
3450000	0	4
3500000	0	4
3550000	1	0
3600000	2	0
3650000	3	7
3700000	0	6
3750000	0	0
3800000	0	0
3850000	0	0
3900000	0	0
3950000	0	0
4000000	0	2
4050000	0	1
4100000	0	0
4150000	0	8
4200000	0	12
4250000	0	0
4300000	0	14
4350000	0	0
4400000	0	0
4450000	0	0
4500000	1	0
4550000	0	0
4600000	1	1
4650000	0	0
4700000	0	0
4750000	0	1
4800000	1	1
4850000	1	0
4900000	0	1
4950000	0	0
5000000	2	11
5050000	2	0
5100000	0	0
5150000	2	1
5200000	0	0
5250000	1	0
5300000	0	0
5350000	1	0
5400000	1	1
5450000	2	0
5500000	1	0
5550000	0	1
5600000	0	0
5650000	0	0
5700000	0	0
5750000	2	0
5800000	0	0
5850000	1	11
