position	numhm	numht
1000000	599	1438
2000000	414	601
3000000	359	549
4000000	332	457
5000000	399	452
6000000	355	401
7000000	280	445
8000000	267	434
9000000	319	513
10000000	355	345
11000000	338	440
12000000	246	345
13000000	194	370
14000000	241	382
15000000	216	385
16000000	234	376
17000000	208	281
18000000	209	350
19000000	235	296
20000000	151	230
21000000	195	311
22000000	167	243
23000000	141	195
24000000	125	194
25000000	120	125
26000000	89	165
27000000	171	206
28000000	117	153
29000000	85	155
30000000	80	99
31000000	119	88
32000000	151	197
33000000	380	636
34000000	312	452
35000000	409	422
36000000	83	105
37000000	130	137
38000000	191	252
39000000	343	513
40000000	465	448
41000000	165	159
42000000	271	442
43000000	407	572
44000000	355	396
45000000	428	494
46000000	168	161
47000000	76	92
48000000	83	96
49000000	168	250
50000000	225	402
51000000	372	402
52000000	379	434
53000000	131	113
54000000	93	159
55000000	124	242
56000000	347	521
57000000	342	397
58000000	358	437
59000000	327	342
60000000	82	122
61000000	73	77
62000000	134	166
63000000	280	435
64000000	351	543
65000000	380	428
66000000	349	349
67000000	64	147
68000000	92	173
69000000	150	206
70000000	209	259
71000000	306	388
72000000	399	404
73000000	434	530
74000000	102	92
75000000	83	110
76000000	99	98
77000000	110	147
78000000	272	358
79000000	337	366
80000000	415	410
81000000	220	254
82000000	62	114
83000000	61	148
84000000	114	112
85000000	226	333
86000000	386	594
87000000	329	366
88000000	483	512
89000000	464	402
90000000	120	76
91000000	235	154
92000000	260	132
93000000	250	248
94000000	301	423
95000000	359	509
96000000	376	434
97000000	433	440
98000000	262	239
99000000	43	40
100000000	60	61
101000000	102	101
102000000	114	167
103000000	188	324
104000000	382	601
105000000	349	436
106000000	372	406
107000000	259	246
108000000	71	66
109000000	121	125
110000000	130	191
111000000	160	234
112000000	188	267
113000000	265	347
114000000	321	378
115000000	390	440
116000000	440	469
117000000	33	42
118000000	47	78
119000000	63	84
120000000	69	100
121000000	73	91
122000000	74	110
123000000	82	129
124000000	90	105
125000000	64	110
126000000	129	133
127000000	84	132
128000000	71	142
129000000	109	131
130000000	100	157
131000000	152	206
132000000	156	202
133000000	170	276
134000000	162	273
135000000	237	326
136000000	327	389
137000000	255	408
138000000	344	465
139000000	353	446
140000000	387	465
141000000	430	446
142000000	443	475
143000000	261	323
144000000	283	346
145000000	180	498
146000000	127	235
147000000	53	120
148000000	26	67
149000000	74	144
150000000	79	96
151000000	86	73
152000000	46	37
153000000	46	54
154000000	270	344
155000000	40	84
156000000	60	119
157000000	125	105
158000000	17	11
159000000	9	10
160000000	21	35
161000000	61	78
162000000	91	114
163000000	144	109
164000000	11	5
165000000	12	17
166000000	78	71
167000000	57	88
168000000	8	1
169000000	21	20
170000000	86	103
171000000	77	77
172000000	33	38
173000000	47	34
174000000	55	69
175000000	0	0
176000000	0	0
177000000	62	44
178000000	74	64
179000000	95	101
180000000	158	185
181000000	174	125
182000000	77	76
183000000	26	38
184000000	142	103
185000000	194	241
186000000	24	22
187000000	75	81
188000000	15	4
189000000	72	103
190000000	190	210
191000000	36	49
192000000	172	198
193000000	136	144
194000000	4	6
195000000	0	0
196000000	12	29
197000000	36	32
198000000	0	0
199000000	44	32
200000000	15	15
201000000	9	13
202000000	0	0
203000000	325	287
204000000	193	192
205000000	112	102
206000000	87	67
207000000	125	153
208000000	249	259
209000000	221	180
210000000	68	80
211000000	0	0
212000000	0	0
213000000	20	21
214000000	12	10
215000000	199	178
216000000	1	0
217000000	19	37
218000000	67	112
219000000	329	300
220000000	2	0
221000000	130	115
222000000	7	29
223000000	7	10
224000000	0	0
225000000	0	0
226000000	7	1
227000000	13	25
228000000	11	13
229000000	22	16
230000000	68	70
231000000	11	25
232000000	7	1
233000000	8	9
234000000	7	12
235000000	183	173
236000000	1	4
237000000	11	4
238000000	6	3
239000000	179	172
240000000	0	1
241000000	0	0
242000000	0	0
243000000	17	17
244000000	1	0
245000000	8	11
246000000	1	0
247000000	0	0
248000000	5	4
249000000	12	8
250000000	0	0
251000000	59	47
252000000	156	144
253000000	0	0
254000000	7	2
255000000	0	0
256000000	0	0
257000000	4	10
258000000	0	0
259000000	3	1
260000000	2	1
261000000	6	15
262000000	0	0
263000000	20	10
264000000	0	0
265000000	12	6
266000000	95	66
267000000	51	39
268000000	220	203
269000000	38	84
270000000	34	44
271000000	13	58
272000000	34	60
273000000	16	64
274000000	33	83
275000000	45	17
276000000	49	43
277000000	44	51
278000000	62	81
279000000	88	68
280000000	91	157
281000000	52	85
282000000	100	154
283000000	162	187
284000000	164	217
285000000	174	181
286000000	267	290
287000000	386	417
288000000	541	591
289000000	149	141
290000000	62	42
291000000	89	53
292000000	116	89
293000000	122	148
294000000	143	109
295000000	94	136
296000000	132	140
297000000	61	20
298000000	98	73
299000000	65	61
300000000	106	53
301000000	59	30
302000000	86	71
303000000	103	56
304000000	80	61
305000000	91	67
306000000	137	104
307000000	85	39
308000000	90	88
309000000	112	69
310000000	111	98
311000000	119	97
312000000	159	205
313000000	299	287
314000000	164	147
315000000	96	101
316000000	164	127
317000000	30	36
318000000	2	0
319000000	3	1
320000000	29	22
321000000	15	16
322000000	81	63
323000000	114	121
324000000	192	158
325000000	7	11
326000000	0	0
327000000	26	31
328000000	4	1
329000000	0	0
330000000	25	30
331000000	79	104
332000000	141	113
333000000	0	0
334000000	0	0
335000000	18	15
336000000	0	0
337000000	0	0
338000000	17	22
339000000	14	24
340000000	6	0
341000000	4	5
342000000	1	1
343000000	0	0
344000000	2	3
345000000	2	0
346000000	8	7
347000000	30	22
348000000	5	10
349000000	0	0
350000000	4	2
351000000	20	9
352000000	4	0
353000000	0	0
354000000	26	51
355000000	132	105
356000000	0	0
357000000	0	0
358000000	28	13
359000000	1	2
360000000	0	0
361000000	0	4
362000000	7	20
363000000	18	13
364000000	8	3
365000000	0	0
366000000	0	0
