position	numhm	numht
500000	406	1192
1000000	193	246
1500000	198	326
2000000	216	275
2500000	153	282
3000000	206	267
3500000	143	175
4000000	189	282
4500000	186	250
5000000	213	202
5500000	150	192
6000000	205	209
6500000	124	186
7000000	156	259
7500000	122	212
8000000	145	222
8500000	173	262
9000000	146	251
9500000	196	176
10000000	159	169
10500000	180	216
11000000	158	224
11500000	153	197
12000000	93	148
12500000	117	230
13000000	77	140
13500000	138	198
14000000	103	184
14500000	108	219
15000000	108	166
15500000	132	242
16000000	102	134
16500000	98	153
17000000	110	128
17500000	114	228
18000000	95	122
18500000	93	132
19000000	142	164
19500000	88	105
20000000	63	125
20500000	67	135
21000000	128	176
21500000	113	154
22000000	54	89
22500000	69	102
23000000	72	93
23500000	74	78
24000000	51	116
24500000	70	40
25000000	50	85
25500000	48	68
26000000	41	97
26500000	82	97
27000000	89	109
27500000	77	92
28000000	40	61
28500000	45	68
29000000	40	87
29500000	37	59
30000000	43	40
30500000	46	37
31000000	73	51
31500000	68	77
32000000	83	120
32500000	152	263
33000000	228	373
33500000	133	255
34000000	179	197
34500000	204	224
35000000	205	198
35500000	48	61
36000000	35	44
36500000	75	65
37000000	55	72
37500000	78	112
38000000	113	140
38500000	179	313
39000000	164	200
39500000	246	244
40000000	219	204
40500000	87	99
41000000	78	60
41500000	110	133
42000000	161	309
42500000	203	292
43000000	204	280
43500000	175	217
44000000	180	179
44500000	212	280
45000000	216	214
45500000	137	138
46000000	31	23
46500000	34	37
47000000	42	55
47500000	38	35
48000000	45	61
48500000	43	86
49000000	125	164
49500000	80	146
50000000	145	256
50500000	173	191
51000000	199	211
51500000	171	218
52000000	208	216
52500000	67	44
53000000	64	69
53500000	41	65
54000000	52	94
54500000	64	96
55000000	60	146
55500000	162	234
56000000	185	287
56500000	166	225
57000000	176	172
57500000	151	217
58000000	207	220
58500000	186	194
59000000	141	148
59500000	48	84
60000000	34	38
60500000	47	27
61000000	26	50
61500000	33	68
62000000	101	98
62500000	135	176
63000000	145	259
63500000	180	301
64000000	171	242
64500000	210	231
65000000	170	197
65500000	200	210
66000000	149	139
66500000	45	80
67000000	19	67
67500000	49	82
68000000	43	91
68500000	81	121
69000000	69	85
69500000	78	121
70000000	131	138
70500000	123	162
71000000	183	226
71500000	180	222
72000000	219	182
72500000	236	298
73000000	198	232
73500000	71	53
74000000	31	39
74500000	55	65
75000000	28	45
75500000	38	38
