position	numhm	numht
5000000	2103	3497
10000000	1576	2138
15000000	1235	1922
20000000	1037	1533
25000000	748	1068
30000000	542	778
35000000	1371	1795
40000000	1212	1455
45000000	1626	2063
50000000	720	1001
55000000	1099	1350
60000000	1456	1819
65000000	1218	1649
70000000	864	1134
75000000	1324	1524
80000000	1233	1379
85000000	683	961
90000000	1782	1950
95000000	1405	1466
100000000	1174	1214
105000000	1135	1629
110000000	953	1034
115000000	1324	1666
120000000	652	773
125000000	383	545
130000000	493	695
135000000	877	1283
140000000	1666	2173
145000000	1597	2088
150000000	359	662
155000000	488	592
160000000	232	280
165000000	319	323
170000000	250	283
175000000	212	218
180000000	389	394
185000000	613	583
190000000	376	420
195000000	348	397
200000000	107	108
205000000	639	594
210000000	750	739
215000000	231	209
220000000	418	449
225000000	144	154
230000000	121	125
235000000	216	220
240000000	197	184
245000000	26	28
250000000	18	12
255000000	222	193
260000000	9	12
265000000	38	31
270000000	438	436
275000000	141	282
280000000	334	400
285000000	652	824
290000000	1405	1481
295000000	564	535
300000000	462	347
305000000	419	285
310000000	535	398
315000000	837	837
320000000	228	186
325000000	409	369
330000000	55	62
335000000	238	232
340000000	37	46
345000000	9	9
350000000	47	41
355000000	182	165
360000000	29	15
365000000	33	40
370000000	23	16
375000000	16	35
380000000	107	104
385000000	82	63
390000000	272	249
395000000	95	95
400000000	30	31
405000000	29	15
410000000	91	89
415000000	211	182
420000000	181	154
425000000	248	221
430000000	437	330
435000000	101	121
440000000	444	316
445000000	121	104
450000000	222	225
455000000	711	434
460000000	280	217
465000000	251	139
470000000	12	22
475000000	123	132
480000000	112	111
485000000	127	116
490000000	72	51
495000000	103	118
500000000	19	7
505000000	158	137
510000000	467	412
515000000	352	260
520000000	144	124
525000000	38	42
530000000	45	52
535000000	82	118
540000000	59	98
545000000	170	97
550000000	191	158
555000000	280	211
560000000	463	551
565000000	267	159
570000000	150	150
575000000	773	594
580000000	235	366
585000000	219	366
590000000	130	293
595000000	248	478
600000000	502	807
605000000	534	1221
610000000	369	670
615000000	545	684
620000000	496	574
625000000	846	905
630000000	368	311
635000000	479	239
640000000	281	272
645000000	193	175
650000000	91	76
655000000	463	597
660000000	368	513
665000000	93	87
670000000	399	537
675000000	1800	1995
680000000	240	321
685000000	140	127
690000000	181	184
695000000	449	437
700000000	179	184
705000000	106	76
710000000	203	191
715000000	31	20
720000000	467	448
725000000	668	702
730000000	191	220
735000000	43	61
740000000	181	173
745000000	12	14
750000000	6	3
755000000	122	106
760000000	9	3
765000000	24	52
770000000	176	240
775000000	384	460
780000000	1130	1224
785000000	1436	1380
790000000	39	19
795000000	14	14
800000000	155	173
805000000	86	105
810000000	437	472
815000000	21	32
820000000	1046	1073
825000000	12	15
830000000	10	2
835000000	27	28
840000000	527	449
845000000	95	96
850000000	31	30
855000000	139	203
860000000	270	399
865000000	452	551
870000000	561	563
875000000	781	844
880000000	2310	2265
885000000	199	279
890000000	331	408
895000000	367	486
900000000	1276	1173
905000000	633	613
910000000	221	273
915000000	631	587
920000000	699	770
925000000	390	380
930000000	21	21
935000000	298	322
940000000	299	335
945000000	491	556
950000000	266	273
955000000	118	110
960000000	64	59
965000000	365	374
970000000	731	745
975000000	477	415
980000000	32	28
985000000	252	224
990000000	91	111
995000000	360	356
1000000000	9	11
1005000000	99	124
1010000000	459	352
1015000000	562	515
1020000000	125	116
1025000000	316	257
1030000000	528	463
1035000000	263	202
1040000000	365	347
1045000000	391	334
1050000000	547	542
1055000000	44	34
1060000000	791	718
1065000000	220	150
1070000000	190	169
1075000000	157	181
1080000000	734	672
1085000000	430	344
1090000000	164	207
1095000000	181	170
1100000000	143	180
1105000000	319	311
1110000000	74	83
1115000000	514	749
1120000000	331	539
1125000000	440	439
1130000000	377	352
1135000000	193	282
1140000000	765	1053
1145000000	239	262
1150000000	378	706
1155000000	427	547
1160000000	88	144
1165000000	127	199
1170000000	286	256
1175000000	64	60
1180000000	218	317
1185000000	160	153
1190000000	438	324
1195000000	80	98
1200000000	99	92
1205000000	54	73
1210000000	16	14
1215000000	14	38
1220000000	208	208
1225000000	86	64
1230000000	23	29
1235000000	93	117
1240000000	20	10
1245000000	240	243
1250000000	91	66
1255000000	31	40
1260000000	51	61
1265000000	30	43
1270000000	33	27
1275000000	37	29
1280000000	126	96
1285000000	230	226
1290000000	420	330
1295000000	724	692
1300000000	926	904
1305000000	255	321
1310000000	889	835
1315000000	0	0
1320000000	31	52
1325000000	52	32
1330000000	25	33
1335000000	171	180
1340000000	31	18
1345000000	128	133
1350000000	176	201
1355000000	361	389
1360000000	668	637
1365000000	251	316
1370000000	12	17
1375000000	20	27
1380000000	33	33
1385000000	16	12
1390000000	63	71
1395000000	155	297
1400000000	210	297
1405000000	199	315
1410000000	283	477
1415000000	346	566
1420000000	375	526
1425000000	441	680
1430000000	663	851
1435000000	877	1037
1440000000	1165	1316
1445000000	1757	1715
1450000000	2601	2424
1455000000	1043	1114
1460000000	307	353
1465000000	15	34
1470000000	263	279
1475000000	27	21
1480000000	131	140
1485000000	152	126
1490000000	85	90
1495000000	276	222
1500000000	180	125
1505000000	349	273
1510000000	17	15
1515000000	295	203
1520000000	70	85
1525000000	31	40
1530000000	139	119
1535000000	231	209
1540000000	7	19
1545000000	58	70
1550000000	686	773
1555000000	307	248
1560000000	103	92
1565000000	502	423
1570000000	266	294
1575000000	245	216
1580000000	481	523
1585000000	467	464
1590000000	270	231
1595000000	264	243
1600000000	177	201
1605000000	57	28
1610000000	85	69
1615000000	222	233
1620000000	502	513
1625000000	87	90
1630000000	125	163
1635000000	73	82
1640000000	159	265
1645000000	283	382
1650000000	482	546
1655000000	82	96
1660000000	144	179
1665000000	312	317
1670000000	604	550
1675000000	131	150
1680000000	393	367
1685000000	354	312
1690000000	159	233
1695000000	555	414
1700000000	515	587
1705000000	452	536
1710000000	369	295
1715000000	442	303
1720000000	275	242
1725000000	1121	1071
1730000000	215	235
1735000000	310	360
1740000000	244	246
1745000000	1046	1176
1750000000	1116	1232
1755000000	730	886
1760000000	395	457
1765000000	609	670
1770000000	312	359
1775000000	385	538
1780000000	656	997
1785000000	1706	1886
1790000000	2814	2779
1795000000	1723	1466
1800000000	168	240
1805000000	267	356
1810000000	450	563
1815000000	141	236
1820000000	576	609
1825000000	409	555
1830000000	839	918
1835000000	24	22
1840000000	27	19
1845000000	24	28
1850000000	35	40
1855000000	12	21
1860000000	24	14
1865000000	10	8
1870000000	90	118
1875000000	407	673
1880000000	458	465
1885000000	5	7
1890000000	23	22
1895000000	5	12
1900000000	22	22
1905000000	39	38
1910000000	12	6
1915000000	29	18
1920000000	27	29
1925000000	23	30
1930000000	24	31
1935000000	65	74
1940000000	2	6
1945000000	28	33
1950000000	16	21
1955000000	186	187
1960000000	27	20
1965000000	109	122
1970000000	99	126
1975000000	298	293
1980000000	904	915
1985000000	224	259
1990000000	196	148
1995000000	899	840
2000000000	250	213
2005000000	114	84
2010000000	44	47
2015000000	96	78
2020000000	252	209
2025000000	115	113
2030000000	122	126
2035000000	68	80
2040000000	162	153
2045000000	99	81
2050000000	574	566
2055000000	940	1070
2060000000	158	141
2065000000	229	203
2070000000	19	21
2075000000	62	71
2080000000	668	749
2085000000	98	118
2090000000	274	352
2095000000	100	139
2100000000	430	282
2105000000	205	232
2110000000	237	255
2115000000	462	504
2120000000	77	87
2125000000	159	176
2130000000	188	201
2135000000	550	628
2140000000	687	704
2145000000	169	192
2150000000	336	268
2155000000	420	268
2160000000	445	160
2165000000	450	137
2170000000	1240	577
2175000000	1781	1117
2180000000	1329	591
2185000000	515	434
2190000000	256	288
2195000000	180	170
2200000000	579	792
2205000000	242	312
2210000000	385	600
2215000000	447	392
2220000000	366	378
2225000000	377	469
2230000000	365	611
2235000000	786	939
2240000000	503	452
2245000000	658	748
2250000000	284	368
2255000000	493	308
2260000000	712	501
2265000000	352	458
2270000000	419	448
2275000000	523	613
2280000000	215	343
2285000000	186	201
2290000000	551	514
2295000000	375	373
2300000000	741	742
2305000000	995	1078
2310000000	63	57
2315000000	54	58
2320000000	92	102
2325000000	26	28
2330000000	20	28
2335000000	47	62
2340000000	108	172
2345000000	730	798
2350000000	26	51
2355000000	179	148
2360000000	143	123
2365000000	41	27
2370000000	266	277
2375000000	15	19
2380000000	25	41
2385000000	257	249
2390000000	47	65
2395000000	459	395
2400000000	293	328
2405000000	36	31
2410000000	317	380
2415000000	161	156
2420000000	109	101
2425000000	32	41
2430000000	141	135
2435000000	27	26
2440000000	486	509
2445000000	63	63
2450000000	49	44
2455000000	25	17
2460000000	69	92
2465000000	206	266
2470000000	20	28
2475000000	21	21
2480000000	25	37
2485000000	16	12
2490000000	22	17
2495000000	23	39
2500000000	14	12
2505000000	10	11
2510000000	442	602
2515000000	11	16
2520000000	70	117
2525000000	521	641
2530000000	354	330
2535000000	73	123
2540000000	343	393
2545000000	411	381
2550000000	34	17
2555000000	12	15
2560000000	7	12
2565000000	21	10
2570000000	9	6
2575000000	27	16
2580000000	15	22
2585000000	34	39
2590000000	18	18
2595000000	28	26
2600000000	355	376
2605000000	187	188
2610000000	208	323
2615000000	399	500
2620000000	463	585
2625000000	235	394
2630000000	253	505
2635000000	356	503
2640000000	372	623
2645000000	664	692
2650000000	1150	1282
2655000000	1664	1602
2660000000	1893	1948
2665000000	543	662
2670000000	1086	1058
2675000000	1406	1545
2680000000	974	1172
2685000000	955	1014
2690000000	362	294
2695000000	299	249
2700000000	228	236
2705000000	564	397
2710000000	191	248
2715000000	67	87
2720000000	266	313
2725000000	287	228
2730000000	582	668
2735000000	321	300
2740000000	395	290
2745000000	199	287
2750000000	99	128
2755000000	327	387
2760000000	604	462
2765000000	310	323
2770000000	189	300
2775000000	638	676
2780000000	378	437
2785000000	301	277
2790000000	949	782
2795000000	349	340
2800000000	506	520
2805000000	505	449
