position	numhm	numht
100000	0	0
200000	1	0
300000	1	3
400000	1	3
500000	1	3
600000	3	1
700000	1	17
800000	2	4
900000	0	5
1000000	0	8
1100000	3	1
1200000	3	13
1300000	0	0
1400000	0	0
1500000	0	2
1600000	0	1
1700000	0	20
1800000	0	14
1900000	0	0
2000000	1	0
2100000	1	1
2200000	0	0
2300000	2	2
2400000	0	1
2500000	2	11
2600000	2	0
2700000	2	1
2800000	1	0
2900000	1	1
3000000	1	1
3100000	3	0
3200000	0	1
3300000	2	0
3400000	1	25
3500000	1	246
3600000	0	220
3700000	0	353
3800000	0	271
3900000	0	155
4000000	0	369
4100000	0	436
4200000	0	329
4300000	0	525
4400000	0	356
4500000	0	498
4600000	0	277
4700000	0	429
4800000	0	193
4900000	0	327
5000000	0	374
