position	numhm	numht
100000	1	626
200000	2	1324
300000	2	647
400000	3	837
500000	2	345
600000	0	749
700000	0	786
800000	1	680
900000	0	603
1000000	0	488
1100000	1	599
1200000	0	377
1300000	0	772
1400000	0	869
1500000	0	477
1600000	0	391
1700000	0	515
1800000	0	449
1900000	0	80
2000000	0	176
2100000	0	309
2200000	0	539
2300000	0	524
2400000	0	329
2500000	0	259
2600000	0	681
2700000	0	625
2800000	0	531
2900000	0	474
3000000	1	606
3100000	0	538
3200000	1	281
3300000	0	190
3400000	0	298
3500000	1	346
3600000	3	351
3700000	0	361
3800000	2	211
3900000	0	198
4000000	0	372
4100000	0	242
4200000	0	234
4300000	0	482
4400000	1	265
4500000	0	150
4600000	1	197
4700000	2	170
4800000	1	130
4900000	1	95
5000000	1	195
5100000	0	79
5200000	0	92
5300000	2	182
5400000	0	139
5500000	0	163
5600000	3	93
5700000	2	73
5800000	0	3
5900000	1	75
6000000	1	43
6100000	1	63
6200000	1	60
6300000	1	74
6400000	0	87
6500000	1	106
6600000	1	83
6700000	4	72
6800000	0	49
6900000	1	5
7000000	3	19
7100000	1	39
7200000	0	54
7300000	4	40
7400000	0	33
7500000	0	25
7600000	0	44
7700000	2	23
7800000	1	33
7900000	0	9
8000000	0	24
8100000	2	28
8200000	0	64
8300000	0	14
8400000	0	10
8500000	0	2
8600000	2	19
8700000	0	18
8800000	1	7
8900000	0	4
9000000	3	7
9100000	0	3
9200000	0	2
9300000	1	1
9400000	2	2
9500000	3	3
9600000	4	4
9700000	0	0
9800000	0	13
9900000	3	6
10000000	3	4
10100000	0	0
10200000	1	0
10300000	1	3
10400000	1	3
10500000	1	3
10600000	3	1
10700000	1	17
10800000	2	4
10900000	0	5
11000000	0	8
11100000	3	1
11200000	3	13
11300000	0	0
11400000	0	0
11500000	0	2
11600000	0	1
11700000	0	20
11800000	0	14
11900000	0	0
12000000	1	0
12100000	1	1
12200000	0	0
12300000	2	2
12400000	0	1
12500000	2	11
12600000	2	0
12700000	2	1
12800000	1	0
12900000	1	1
13000000	1	1
13100000	3	0
13200000	0	1
13300000	2	0
13400000	1	25
13500000	1	246
13600000	0	220
13700000	0	353
13800000	0	271
13900000	0	155
14000000	0	369
14100000	0	436
14200000	0	329
14300000	0	525
14400000	0	356
14500000	0	498
14600000	0	277
14700000	0	429
14800000	0	193
14900000	0	327
15000000	0	374
15100000	0	211
15200000	0	413
15300000	0	332
15400000	0	259
15500000	0	399
15600000	0	252
15700000	0	291
15800000	0	253
15900000	0	240
16000000	0	173
16100000	0	325
16200000	0	319
16300000	0	432
16400000	0	196
16500000	1	241
16600000	0	606
16700000	0	44
16800000	0	90
16900000	1	490
17000000	0	610
17100000	0	244
17200000	0	141
17300000	0	147
17400000	0	132
17500000	0	158
17600000	0	124
17700000	0	215
17800000	0	328
17900000	0	206
18000000	0	410
18100000	0	254
18200000	0	322
18300000	0	269
18400000	0	278
18500000	0	186
18600000	0	13
18700000	0	224
18800000	0	351
18900000	0	689
19000000	0	434
19100000	0	529
19200000	1	144
19300000	1	367
19400000	0	378
19500000	1	328
19600000	0	453
19700000	0	358
19800000	0	622
19900000	0	329
20000000	0	43
20100000	0	49
20200000	2	420
20300000	0	210
20400000	0	16
20500000	0	145
20600000	0	573
20700000	0	183
20800000	0	385
20900000	0	399
21000000	0	541
21100000	0	632
21200000	0	397
21300000	0	261
21400000	0	446
21500000	0	407
21600000	0	698
21700000	0	827
21800000	1	426
21900000	3	636
22000000	4	277
22100000	0	290
22200000	0	289
22300000	1	428
22400000	1	808
22500000	0	676
22600000	1	1016
22700000	1	762
22800000	0	530
22900000	2	525
23000000	1	1109
23100000	0	1253
23200000	0	467
23300000	0	397
23400000	0	363
23500000	1	222
23600000	0	1202
23700000	0	387
23800000	1	842
23900000	2	813
24000000	0	609
24100000	0	584
24200000	0	549
24300000	4	790
24400000	2	815
24500000	0	509
24600000	0	627
24700000	0	724
24800000	4	1025
24900000	0	732
25000000	0	1002
