position	numhm	numht
10000	0	45
20000	0	254
30000	0	54
40000	0	79
50000	0	103
60000	0	207
70000	0	154
80000	0	21
90000	0	26
100000	0	48
110000	0	29
120000	0	120
130000	0	148
140000	0	135
150000	0	54
160000	0	144
170000	0	40
180000	0	54
190000	0	19
200000	0	45
210000	0	27
220000	0	38
230000	0	32
240000	0	101
250000	0	83
260000	0	94
270000	0	71
280000	0	33
290000	0	10
300000	1	77
310000	0	36
320000	0	55
330000	0	149
340000	0	54
350000	0	33
360000	0	96
370000	0	102
380000	0	62
390000	0	60
400000	0	33
410000	0	47
420000	0	40
430000	0	62
440000	0	121
450000	0	205
460000	0	170
470000	0	165
480000	0	47
490000	0	103
500000	0	180
510000	0	53
520000	0	48
530000	0	31
540000	0	62
550000	0	119
560000	0	81
570000	0	58
580000	0	71
590000	0	92
600000	0	187
610000	0	76
620000	0	95
630000	0	58
640000	0	33
650000	0	34
660000	0	9
670000	0	33
680000	0	26
690000	2	122
700000	0	97
710000	0	1
720000	0	5
730000	0	8
740000	0	33
750000	0	32
760000	0	43
770000	0	85
780000	0	64
790000	0	169
800000	0	46
810000	0	44
820000	0	7
830000	0	95
840000	0	20
850000	0	12
860000	0	11
870000	0	29
880000	0	11
890000	0	121
900000	0	5
910000	1	99
920000	0	35
930000	0	34
940000	0	26
950000	1	34
960000	0	25
970000	0	1
980000	0	13
990000	0	17
1000000	0	68
1010000	0	39
1020000	0	50
1030000	0	39
1040000	0	168
1050000	0	15
1060000	0	19
1070000	0	65
1080000	0	83
1090000	0	68
1100000	0	8
1110000	0	67
1120000	0	39
1130000	0	34
1140000	0	84
1150000	0	107
1160000	0	15
1170000	0	36
1180000	0	70
1190000	0	24
1200000	0	60
1210000	0	45
1220000	0	58
1230000	0	29
1240000	0	12
1250000	0	0
1260000	0	1
1270000	0	2
1280000	0	1
1290000	0	0
1300000	0	2
1310000	0	1
1320000	0	3
1330000	0	18
1340000	0	58
1350000	0	31
1360000	0	3
1370000	0	11
1380000	0	65
1390000	0	12
1400000	0	17
1410000	0	48
1420000	0	19
1430000	0	25
1440000	0	15
1450000	0	15
1460000	0	76
1470000	0	49
1480000	0	9
1490000	0	25
1500000	0	47
1510000	0	9
1520000	0	15
1530000	0	114
1540000	0	98
