position	numhm	numht
500000	54	307
1000000	1	4
1500000	21	170
2000000	29	246
2500000	22	182
3000000	16	184
3500000	30	260
4000000	31	266
4500000	43	378
5000000	19	231
5500000	16	95
6000000	35	331
6500000	22	163
7000000	30	327
7500000	31	336
8000000	35	343
8500000	55	432
9000000	26	295
9500000	32	360
10000000	23	318
10500000	28	250
11000000	24	238
11500000	40	468
12000000	0	15
12500000	31	488
13000000	49	461
13500000	54	754
14000000	21	520
14500000	27	410
15000000	16	302
15500000	32	500
16000000	33	701
16500000	54	724
17000000	62	631
17500000	70	651
18000000	62	510
18500000	43	354
19000000	59	427
19500000	80	554
20000000	65	478
20500000	44	211
21000000	47	303
21500000	85	361
22000000	117	660
22500000	107	609
23000000	200	907
23500000	196	669
24000000	137	573
24500000	217	873
25000000	175	743
25500000	126	397
26000000	116	364
26500000	190	545
27000000	79	217
27500000	66	211
28000000	100	302
28500000	65	236
29000000	88	247
29500000	91	269
30000000	99	249
30500000	74	322
31000000	44	365
31500000	40	472
32000000	38	477
32500000	31	429
33000000	35	600
33500000	26	587
34000000	20	375
34500000	32	734
35000000	26	598
35500000	24	754
36000000	16	524
36500000	25	679
37000000	30	474
37500000	28	383
38000000	26	395
38500000	18	285
39000000	15	218
39500000	19	219
40000000	33	310
40500000	14	177
41000000	16	391
41500000	12	269
42000000	21	248
42500000	20	100
43000000	9	135
43500000	10	66
44000000	15	217
44500000	16	180
45000000	4	90
45500000	21	194
46000000	7	164
46500000	3	47
47000000	3	178
47500000	8	161
48000000	7	150
48500000	7	128
49000000	7	131
49500000	3	101
50000000	9	80
50500000	24	205
51000000	24	169
51500000	21	240
52000000	36	286
52500000	26	233
53000000	24	224
53500000	32	291
54000000	27	259
54500000	26	209
55000000	34	322
55500000	11	265
56000000	35	308
56500000	33	275
57000000	7	99
57500000	27	240
58000000	23	241
58500000	23	300
59000000	30	333
59500000	32	402
60000000	45	494
60500000	34	543
61000000	31	441
61500000	48	557
62000000	39	611
62500000	47	686
63000000	50	749
63500000	43	608
64000000	65	612
64500000	34	607
65000000	50	621
65500000	46	901
66000000	41	486
66500000	34	481
67000000	41	555
67500000	22	513
68000000	27	293
68500000	29	402
69000000	24	336
69500000	11	211
70000000	15	270
70500000	12	247
71000000	15	244
71500000	10	135
72000000	3	59
72500000	10	248
73000000	18	180
73500000	20	259
74000000	37	154
74500000	94	157
75000000	116	169
75500000	12	70
76000000	8	97
76500000	66	56
77000000	347	391
77500000	440	424
78000000	344	569
78500000	385	393
79000000	404	278
79500000	355	110
80000000	299	63
80500000	319	37
81000000	849	57
81500000	556	64
82000000	587	77
82500000	487	55
83000000	491	29
83500000	492	102
84000000	432	48
84500000	506	102
85000000	285	137
85500000	356	221
86000000	232	160
86500000	142	108
87000000	133	134
87500000	34	37
88000000	36	26
88500000	59	52
89000000	106	160
89500000	7	14
90000000	137	195
90500000	127	239
91000000	133	327
91500000	67	171
92000000	74	274
92500000	41	294
93000000	32	389
93500000	13	259
94000000	21	215
94500000	13	206
95000000	6	169
95500000	9	149
96000000	21	325
96500000	11	159
97000000	10	161
97500000	13	175
98000000	25	245
98500000	25	315
99000000	35	296
99500000	57	529
100000000	27	451
100500000	32	410
101000000	22	401
101500000	35	295
102000000	22	404
102500000	56	613
103000000	35	579
103500000	32	585
104000000	44	827
104500000	56	580
105000000	38	504
105500000	31	376
106000000	44	470
106500000	12	225
107000000	41	327
107500000	33	575
108000000	18	562
108500000	50	518
109000000	26	394
109500000	44	463
110000000	39	570
110500000	38	515
111000000	26	255
111500000	22	336
112000000	34	467
112500000	24	353
113000000	23	171
113500000	21	312
114000000	35	337
114500000	37	423
115000000	14	189
115500000	15	200
116000000	21	186
116500000	22	265
117000000	9	171
117500000	17	317
118000000	13	222
118500000	27	265
119000000	17	165
119500000	10	31
