position	numhm	numht
100000	85	38
200000	61	51
300000	81	43
400000	79	94
500000	75	72
600000	17	12
700000	60	91
800000	65	87
900000	37	26
1000000	62	57
1100000	42	18
1200000	43	6
1300000	55	13
1400000	17	20
1500000	66	13
1600000	48	8
1700000	44	4
1800000	3	2
1900000	25	1
2000000	48	6
2100000	60	3
2200000	34	7
2300000	3	0
2400000	37	4
2500000	82	5
2600000	77	4
2700000	104	13
2800000	77	1
2900000	109	5
3000000	82	6
3100000	85	8
3200000	31	0
3300000	102	4
3400000	67	1
3500000	67	5
3600000	142	16
3700000	74	11
3800000	42	0
3900000	52	0
4000000	52	1
4100000	73	7
4200000	41	16
4300000	47	1
4400000	82	2
4500000	56	0
4600000	28	0
4700000	66	2
4800000	32	7
4900000	47	3
5000000	136	31
