position	numhm	numht
10000	0	1
20000	0	3
30000	0	0
40000	3	1
50000	3	2
60000	1	1
70000	0	1
80000	0	2
90000	0	0
100000	0	0
110000	0	0
120000	0	0
130000	2	1
140000	0	6
150000	0	0
160000	0	0
170000	3	2
180000	2	3
190000	2	4
200000	4	10
210000	7	0
220000	0	0
230000	0	0
240000	0	0
250000	0	0
260000	0	0
270000	0	0
280000	0	0
290000	0	0
300000	0	0
310000	0	0
320000	0	0
330000	0	0
340000	0	0
350000	0	0
360000	0	0
370000	0	0
380000	0	0
390000	0	0
400000	0	0
410000	0	0
420000	0	0
430000	0	0
440000	0	0
450000	0	0
460000	0	0
470000	0	0
480000	0	0
490000	1	0
500000	0	0
510000	0	0
520000	0	0
530000	0	0
540000	0	0
550000	0	0
560000	0	0
570000	0	0
580000	0	0
590000	0	0
600000	0	0
610000	5	0
620000	3	4
630000	2	0
640000	6	11
650000	5	7
660000	3	1
670000	5	0
680000	5	1
690000	1	1
700000	6	5
710000	4	2
720000	5	0
730000	8	4
740000	4	3
750000	1	0
760000	0	0
770000	0	0
780000	0	0
790000	0	0
800000	0	0
810000	0	0
820000	1	0
830000	0	0
840000	0	0
850000	0	0
860000	0	0
870000	3	0
880000	2	2
890000	1	3
900000	4	1
910000	0	0
920000	0	0
930000	0	1
940000	0	1
950000	3	3
960000	2	2
970000	9	1
980000	1	0
990000	15	4
1000000	12	4
1010000	6	5
1020000	3	6
1030000	6	1
1040000	0	0
1050000	8	13
1060000	0	1
1070000	2	0
1080000	0	0
1090000	0	0
1100000	0	0
1110000	0	0
1120000	0	0
1130000	0	0
1140000	0	0
1150000	0	0
1160000	0	0
1170000	0	0
1180000	0	0
1190000	0	0
1200000	0	1
1210000	0	1
1220000	0	0
1230000	1	0
1240000	1	0
1250000	3	1
1260000	6	1
1270000	2	0
1280000	0	0
1290000	0	0
1300000	1	0
1310000	0	0
1320000	0	1
1330000	0	0
1340000	0	0
1350000	1	0
1360000	0	0
1370000	0	0
1380000	0	0
1390000	0	1
1400000	0	0
1410000	0	0
1420000	0	0
1430000	0	0
1440000	4	0
1450000	0	0
1460000	0	0
1470000	0	0
1480000	2	0
1490000	0	0
1500000	0	0
1510000	0	0
1520000	0	0
1530000	0	0
1540000	1	7
1550000	0	0
1560000	0	3
1570000	0	0
1580000	0	0
1590000	0	0
1600000	0	0
1610000	5	7
1620000	0	0
1630000	0	0
1640000	0	0
1650000	0	0
1660000	0	0
1670000	0	0
1680000	0	2
1690000	0	0
1700000	0	0
1710000	0	0
1720000	0	1
1730000	0	1
1740000	0	0
1750000	0	2
1760000	0	0
1770000	0	0
1780000	0	0
1790000	0	2
1800000	0	0
1810000	0	0
1820000	1	2
1830000	0	0
1840000	0	1
1850000	0	0
1860000	0	0
1870000	0	0
1880000	0	0
1890000	0	1
1900000	1	1
1910000	1	0
1920000	0	1
1930000	0	0
1940000	0	0
1950000	0	0
1960000	0	0
1970000	0	0
1980000	1	0
1990000	0	0
2000000	0	0
2010000	0	2
2020000	0	0
2030000	0	0
2040000	0	1
2050000	0	0
2060000	0	0
2070000	0	0
2080000	0	0
2090000	2	1
2100000	0	0
2110000	0	0
2120000	0	0
2130000	0	0
2140000	0	0
2150000	0	0
2160000	0	0
2170000	0	0
2180000	0	0
2190000	0	0
2200000	0	0
2210000	0	0
2220000	0	0
2230000	0	0
2240000	0	0
2250000	1	2
2260000	0	0
2270000	0	0
2280000	0	0
2290000	0	2
2300000	0	0
2310000	0	0
2320000	0	0
2330000	0	1
2340000	0	0
2350000	1	0
2360000	0	0
2370000	0	0
2380000	0	0
2390000	0	3
2400000	0	0
2410000	0	0
2420000	0	0
2430000	0	0
2440000	0	0
2450000	0	4
2460000	0	0
2470000	0	0
2480000	1	1
2490000	5	1
2500000	4	3
2510000	4	2
2520000	0	1
2530000	9	5
2540000	1	3
2550000	1	5
2560000	0	0
2570000	1	8
2580000	3	7
2590000	2	1
2600000	4	7
2610000	6	3
2620000	2	5
2630000	6	2
2640000	10	4
2650000	3	5
2660000	10	0
2670000	17	7
2680000	2	2
2690000	0	0
2700000	1	1
2710000	0	4
2720000	0	0
2730000	2	7
2740000	9	2
2750000	2	3
2760000	9	4
2770000	11	11
2780000	10	1
2790000	6	5
2800000	6	5
2810000	5	4
2820000	6	7
2830000	4	4
2840000	14	6
2850000	13	6
2860000	10	0
2870000	6	2
2880000	4	3
2890000	7	5
2900000	18	5
2910000	2	3
2920000	5	5
2930000	7	3
2940000	9	10
2950000	12	11
2960000	3	4
2970000	11	6
2980000	6	6
2990000	7	1
3000000	0	2
3010000	1	0
3020000	3	2
3030000	9	1
3040000	4	3
3050000	11	2
3060000	9	3
3070000	21	8
3080000	8	11
3090000	8	3
3100000	6	9
3110000	1	1
3120000	8	4
3130000	7	0
3140000	4	4
3150000	6	3
3160000	8	16
3170000	14	32
3180000	7	18
3190000	7	3
3200000	7	3
3210000	19	21
3220000	11	17
3230000	6	12
3240000	5	4
3250000	11	2
3260000	22	15
3270000	8	4
3280000	0	0
3290000	3	1
3300000	0	0
3310000	5	7
3320000	2	2
3330000	3	3
3340000	3	5
3350000	2	1
