position	numhm	numht
2865	1	0
5775	4	0
7343	0	0
61243	47	25
64118	2	0
65016	1	0
65564	0	0
70254	1	2
87675	19	11
99899	10	0
101257	0	0
101967	0	2
117980	10	7
118690	0	0
119596	0	0
130725	9	12
131616	2	0
141572	11	9
147971	2	2
153663	3	3
158982	6	3
163642	4	3
167384	2	2
171044	1	3
174754	4	2
179761	5	0
185616	2	2
234824	17	7
284143	56	27
333497	27	17
382834	42	73
432146	47	56
481373	45	22
527194	13	17
575978	2	3
624082	4	2
671837	51	88
719248	16	9
762647	12	2
794234	45	77
824688	8	7
853578	7	5
882466	16	8
911338	13	17
912331	1	0
918227	7	1
920616	4	2
924549	2	4
934783	13	5
938161	9	3
938798	0	0
941607	1	0
947881	3	1
955101	1	0
961944	0	5
973723	7	17
978839	1	1
984854	4	1
986897	0	0
987522	1	0
988091	0	0
992592	1	2
995787	0	0
996420	0	0
1001061	0	4
1018428	10	6
1019792	0	1
1023151	1	0
1026577	0	3
1029767	0	0
1032986	2	0
1047832	7	3
1048555	0	0
1050064	1	0
1064088	9	2
1065131	0	0
1066015	4	0
1067203	1	0
1069664	0	0
1070607	0	0
1077378	1	0
1081014	4	0
1149332	7	4
1218136	42	5
1243910	13	3
1311397	42	19
1378268	6	7
1420289	18	8
1462085	9	2
1503716	47	8
1570661	42	5
1634811	32	6
1648079	0	0
1648666	0	0
1654093	1	0
1654940	2	0
1656122	0	0
1657169	0	0
1658530	0	0
1659289	0	0
1660118	0	0
1660659	0	0
1682278	14	0
1692864	0	0
1703068	0	0
1705215	0	0
1710567	0	0
1714083	0	0
1716767	0	0
1722157	0	0
1732957	3	2
1735456	0	0
1737244	0	0
1739807	0	0
1743831	0	0
1745339	0	0
1745889	0	0
1751942	0	0
1753152	0	0
1754860	0	0
1762066	0	0
1763508	0	0
1764471	0	0
1765084	0	0
1765611	0	0
1769669	0	0
1789904	0	0
1790648	0	0
1792746	0	0
1799417	0	0
1809097	0	0
1816811	0	0
1822324	0	0
1835752	1	0
1836589	0	0
1837356	0	0
1839574	0	0
1843043	0	0
1847161	0	0
1855124	0	0
1856255	0	0
1871860	10	1
1875676	0	0
1876101	0	0
1878830	4	0
1881218	2	0
1883787	0	0
1888410	3	0
1888959	1	0
1890254	3	0
1895009	0	0
1899599	1	0
1905673	3	0
1908704	1	0
1911464	1	1
1914310	1	1
1916977	2	1
1919913	7	0
1922721	2	0
1926072	3	1
1929254	0	1
1932007	1	0
1934757	4	0
1937473	0	0
1940375	0	0
1943049	0	0
1945713	1	0
1947651	0	0
1948162	0	0
1949292	4	0
1950327	0	0
1955289	2	0
1959522	1	1
1961123	0	0
1963114	2	0
1963679	0	0
1965061	0	0
1989418	10	0
1990229	1	0
1995358	1	0
2006029	3	0
2010212	0	0
2010972	0	0
2013079	0	0
2015411	0	0
2015782	0	0
2017644	8	0
2019780	3	0
2021291	0	0
2049429	20	1
2050076	0	0
2051376	0	0
2066465	11	0
2069274	0	0
2074796	4	1
2083844	3	1
2085572	0	0
2087466	0	0
2088301	0	0
2090039	0	0
2122282	30	3
2123477	0	0
2124759	1	0
2132750	2	0
2136073	4	0
2136796	0	0
2137548	1	2
2138185	1	1
2138846	0	0
2139963	1	0
2142585	3	1
2149435	0	0
2150694	0	0
2162110	0	0
2166000	0	0
2180703	0	0
2181222	0	0
2182788	0	0
2186606	0	0
2190110	0	0
2204796	0	0
2205360	0	0
2206491	0	0
2207072	0	0
2217763	0	0
2220146	0	0
2221964	1	0
2222978	0	0
2224059	0	0
2243817	1	0
2244487	0	0
2245413	0	0
2246538	0	0
2247468	0	0
2248074	0	0
2249476	0	0
2253766	0	0
2256884	0	0
2258226	0	0
2262008	0	0
2262803	0	0
2264643	0	0
2265940	1	0
2266850	0	0
2267541	0	0
2268100	0	0
2268735	0	0
2271030	0	0
2273972	0	0
2279724	0	0
2281051	0	0
2286053	0	0
2288638	0	0
2289580	0	0
2290690	0	0
2301796	0	0
2304789	0	0
2308862	0	0
2311952	0	0
2312958	0	0
2313824	0	0
2314600	0	0
2319499	0	0
2322444	0	0
2323646	0	0
2325848	0	0
2327151	0	0
2328390	0	0
2335191	0	0
2337890	0	0
2338422	0	0
2342403	0	0
2346588	0	0
2347152	0	0
2347759	0	0
2349166	0	0
2350263	0	2
2382001	26	2
2382795	0	0
2383914	0	0
2384553	3	0
2385391	1	0
2387056	2	0
2388159	2	0
2396415	2	0
2416715	20	0
2417266	0	0
2418812	2	0
2419723	0	0
2421254	1	3
2430165	2	0
2435598	2	0
2436974	1	0
2438464	0	0
2439138	0	0
2441098	1	0
2442537	3	0
2449356	3	0
2450292	1	0
2451421	2	0
2452220	1	0
2452925	0	0
2453500	0	0
2457563	3	0
2460686	7	0
2463706	7	0
2466883	3	1
2470158	2	0
2473124	2	0
2473628	0	0
2477226	0	0
2479086	3	0
2483160	4	0
2483926	0	0
2484508	0	0
2485691	1	0
2487046	3	1
2488327	0	0
2489398	0	0
2490606	0	0
2493749	0	0
2494729	0	0
2496336	8	0
2497597	0	0
2499264	0	0
2500849	1	0
2501684	0	0
2503127	0	0
2504157	1	0
2505866	0	0
2506759	1	0
2514825	6	0
2515976	0	4
2516841	1	0
2521782	0	0
2522468	1	0
2528226	2	0
2528968	0	0
2531396	1	0
2534071	1	0
2535578	2	0
2537054	0	0
2538424	6	0
2539261	0	0
2540102	2	0
2541006	3	0
2541596	0	0
2542227	0	0
2543452	2	0
2544756	0	0
2545672	0	0
2548304	1	0
2550719	1	0
2551273	0	0
2551838	0	0
2552368	1	0
2559898	5	0
2560595	3	0
2564860	9	0
2566477	1	0
2571325	3	0
2572315	0	0
2578019	6	0
2579801	1	0
2584222	7	0
2585608	0	0
2590439	7	0
2603935	10	0
2608166	3	1
2608772	0	0
2609507	1	0
2613634	3	0
2626972	14	0
2631327	10	3
2634710	10	0
2635808	0	0
2636492	1	0
2637504	0	0
2652139	18	7
2667067	26	0
2681640	8	2
2696210	3	0
2709084	5	0
2719299	2	0
2730863	8	1
2733011	1	0
2738981	12	0
2763995	24	0
2767374	0	0
2772576	2	0
2773512	0	0
2775020	3	0
