position	numhm	numht
100000	0	0
200000	1	0
300000	4	0
400000	38	31
500000	21	8
600000	11	6
700000	47	17
800000	20	25
900000	0	2
1000000	14	2
1100000	1	2
1200000	6	0
1300000	1	13
1400000	5	6
1500000	0	6
1600000	3	5
1700000	1	3
1800000	2	2
1900000	0	0
2000000	1	4
2100000	1	4
2200000	11	10
2300000	27	40
2400000	54	28
2500000	58	45
2600000	85	38
2700000	61	51
2800000	81	43
2900000	79	94
3000000	75	72
3100000	17	12
3200000	60	91
3300000	65	87
3400000	37	26
3500000	62	57
3600000	42	18
3700000	43	6
3800000	55	13
3900000	17	20
4000000	66	13
4100000	48	8
4200000	44	4
4300000	3	2
4400000	25	1
4500000	48	6
4600000	60	3
4700000	34	7
4800000	3	0
4900000	37	4
5000000	82	5
5100000	77	4
5200000	104	13
5300000	77	1
5400000	109	5
5500000	82	6
5600000	85	8
5700000	31	0
5800000	102	4
5900000	67	1
6000000	67	5
6100000	142	16
6200000	74	11
6300000	42	0
6400000	52	0
6500000	52	1
6600000	73	7
6700000	41	16
6800000	47	1
6900000	82	2
7000000	56	0
7100000	28	0
7200000	66	2
7300000	32	7
7400000	47	3
7500000	136	31
7600000	30	6
7700000	25	2
7800000	47	3
7900000	54	0
8000000	39	3
8100000	41	5
8200000	48	30
8300000	36	5
8400000	69	16
8500000	36	11
8600000	100	17
8700000	38	14
8800000	53	16
8900000	68	25
9000000	37	15
9100000	22	9
9200000	30	7
9300000	22	13
9400000	45	18
9500000	49	21
9600000	48	30
9700000	32	8
9800000	21	12
9900000	49	33
10000000	22	8
