position	numhm	numht
5000000	551	567
10000000	4	103
15000000	69	322
20000000	48	641
25000000	72	455
30000000	298	362
35000000	24	190
40000000	99	171
45000000	26	207
50000000	81	262
55000000	25	248
60000000	60	953
65000000	5	337
70000000	201	499
75000000	192	231
80000000	48	178
85000000	81	173
90000000	13	127
95000000	67	229
100000000	117	394
105000000	35	540
110000000	39	299
115000000	16	119
120000000	44	292
125000000	266	1012
130000000	117	666
135000000	170	438
140000000	328	679
145000000	61	80
150000000	164	203
155000000	153	122
160000000	67	428
165000000	11	460
170000000	10	564
175000000	9	219
180000000	14	342
185000000	29	201
190000000	57	374
195000000	184	319
200000000	113	462
205000000	11	650
210000000	37	490
215000000	38	180
220000000	74	239
225000000	127	304
230000000	8	324
235000000	13	472
240000000	149	380
245000000	325	357
250000000	39	224
255000000	141	685
260000000	105	743
265000000	212	799
270000000	75	423
275000000	18	134
280000000	23	430
285000000	8	354
290000000	244	424
295000000	7	391
300000000	21	155
305000000	95	564
310000000	34	882
315000000	98	584
320000000	55	209
325000000	63	203
330000000	48	474
335000000	261	468
340000000	70	643
345000000	104	442
350000000	154	426
355000000	511	1281
360000000	161	401
365000000	251	759
370000000	34	603
375000000	22	460
380000000	63	300
385000000	180	164
