position	numhm	numht
10000000	555	670
20000000	117	963
30000000	370	817
40000000	123	361
50000000	107	469
60000000	85	1201
70000000	206	836
80000000	240	409
90000000	94	300
100000000	184	623
110000000	74	839
120000000	60	411
130000000	383	1678
140000000	498	1117
150000000	225	283
160000000	220	550
170000000	21	1024
180000000	23	561
190000000	86	575
200000000	297	781
210000000	48	1140
220000000	112	419
230000000	135	628
240000000	162	852
250000000	364	581
260000000	246	1428
270000000	287	1222
280000000	41	564
290000000	252	778
300000000	28	546
310000000	129	1446
320000000	153	793
330000000	111	677
340000000	331	1111
350000000	258	868
360000000	672	1682
370000000	285	1362
380000000	85	760
390000000	180	164
