position	numhm	numht
500000	54	304
1000000	1	1
1500000	28	187
2000000	23	250
2500000	25	177
3000000	22	248
3500000	31	252
4000000	42	323
4500000	27	308
5000000	9	136
5500000	35	275
6000000	25	240
6500000	32	292
7000000	35	407
7500000	53	497
8000000	59	488
8500000	22	293
9000000	33	380
9500000	25	254
10000000	19	223
10500000	47	495
11000000	1	49
11500000	38	563
12000000	59	553
12500000	45	800
13000000	23	504
13500000	46	775
14000000	73	836
14500000	60	480
15000000	76	706
15500000	41	391
16000000	58	442
16500000	86	542
17000000	67	550
17500000	57	316
18000000	40	227
18500000	64	384
19000000	155	784
19500000	185	913
20000000	186	767
20500000	187	656
21000000	178	638
21500000	155	707
22000000	143	494
22500000	126	377
23000000	193	554
23500000	79	218
24000000	65	204
24500000	103	284
25000000	80	269
25500000	98	293
26000000	96	250
26500000	91	335
27000000	70	416
27500000	45	481
28000000	39	463
28500000	28	509
29000000	32	636
29500000	25	682
30000000	37	910
30500000	26	833
31000000	25	671
31500000	26	569
32000000	35	488
32500000	26	406
33000000	18	273
33500000	16	250
34000000	24	279
34500000	29	256
35000000	13	251
35500000	15	363
36000000	17	256
36500000	21	196
37000000	21	177
37500000	12	104
38000000	15	237
38500000	10	149
39000000	15	137
39500000	13	183
40000000	4	72
40500000	3	169
41000000	8	149
41500000	6	144
42000000	5	125
42500000	8	161
43000000	4	70
43500000	7	92
44000000	26	200
44500000	25	177
45000000	20	221
45500000	33	291
46000000	30	261
46500000	27	226
47000000	33	323
47500000	25	208
48000000	37	287
48500000	25	391
49000000	33	333
49500000	23	200
50000000	21	212
50500000	21	159
51000000	20	259
51500000	24	283
52000000	33	322
52500000	32	424
53000000	41	509
53500000	39	572
54000000	33	451
54500000	55	595
55000000	47	720
55500000	58	904
56000000	53	742
56500000	62	640
57000000	66	906
57500000	50	744
58000000	36	406
58500000	42	607
59000000	25	530
59500000	26	312
60000000	29	416
60500000	24	340
61000000	11	195
61500000	16	299
62000000	14	238
62500000	12	242
63000000	10	99
63500000	4	153
64000000	11	210
64500000	20	250
65000000	24	214
65500000	58	133
66000000	162	222
66500000	22	65
67000000	1	39
67500000	117	145
68000000	613	477
68500000	495	593
69000000	468	262
69500000	282	92
70000000	306	51
70500000	815	52
71000000	634	65
71500000	653	78
72000000	483	45
72500000	496	29
73000000	525	94
73500000	434	48
74000000	533	114
74500000	317	149
75000000	328	199
75500000	304	201
76000000	157	164
76500000	48	53
77000000	26	10
77500000	72	67
78000000	94	146
78500000	14	17
79000000	141	218
79500000	129	227
80000000	124	318
80500000	67	179
81000000	81	329
81500000	32	285
82000000	27	377
82500000	20	261
83000000	12	154
83500000	14	251
84000000	5	98
84500000	17	256
85000000	14	270
85500000	17	194
86000000	12	171
86500000	29	248
87000000	22	298
87500000	37	299
88000000	61	559
88500000	21	443
89000000	31	404
89500000	24	382
90000000	37	335
90500000	30	485
91000000	55	690
91500000	42	782
92000000	62	860
92500000	37	561
93000000	47	463
93500000	12	208
94000000	53	554
94500000	21	614
95000000	36	535
95500000	36	422
96000000	41	439
96500000	50	658
97000000	38	535
97500000	29	265
98000000	22	338
98500000	34	467
99000000	24	336
99500000	26	234
100000000	37	404
100500000	32	342
101000000	24	318
101500000	18	228
102000000	15	145
102500000	28	292
103000000	11	190
103500000	15	252
104000000	12	257
104500000	24	278
105000000	24	204
105500000	11	48
