position	numhm	numht
1000000	0	5
2000000	0	2
3000000	0	1
4000000	0	4
5000000	2	2
6000000	0	2
7000000	0	3
8000000	0	1
9000000	0	17
10000000	2	4
11000000	0	0
12000000	3	4
13000000	0	11
14000000	0	13
15000000	15	123
16000000	29	792
17000000	22	111
18000000	1	53
19000000	1	2
20000000	1	7
21000000	0	1
22000000	0	6
23000000	0	11
24000000	0	0
25000000	0	7
26000000	0	3
27000000	0	5
28000000	0	3
29000000	1	0
30000000	0	7
31000000	4	14
32000000	0	2
33000000	0	26
34000000	4	37
35000000	39	292
36000000	0	78
37000000	0	61
38000000	0	3
39000000	0	3
40000000	0	1
41000000	0	4
42000000	1	7
43000000	0	2
44000000	0	0
45000000	0	0
46000000	0	1
47000000	0	3
48000000	0	1
49000000	0	14
50000000	0	3
51000000	5	15
52000000	3	1
53000000	0	2
54000000	2	0
55000000	0	1
56000000	3	6
57000000	1	1
58000000	2	6
59000000	0	4
60000000	1	7
61000000	1	5
62000000	0	8
63000000	0	55
64000000	39	808
65000000	27	433
66000000	1	154
67000000	0	4
68000000	0	2
69000000	0	2
70000000	0	1
71000000	0	4
72000000	0	1
73000000	0	6
74000000	0	4
75000000	0	7
76000000	4	88
77000000	1	73
78000000	62	491
79000000	0	62
80000000	0	11
81000000	0	1
82000000	0	2
83000000	0	14
84000000	1	2
85000000	0	14
86000000	0	28
87000000	0	2
88000000	0	4
89000000	0	1
90000000	0	1
91000000	0	2
92000000	0	5
93000000	1	12
94000000	0	0
95000000	0	3
96000000	1	3
97000000	0	6
98000000	0	1
99000000	0	2
100000000	0	0
101000000	0	7
102000000	0	4
103000000	0	26
104000000	42	332
105000000	2	176
106000000	6	199
107000000	3	20
108000000	0	5
109000000	0	6
110000000	0	2
111000000	0	4
112000000	0	2
113000000	0	3
114000000	0	24
115000000	0	3
116000000	0	1
117000000	0	7
118000000	0	5
119000000	0	4
120000000	4	19
