position	numhm	numht
500000	0	3
1000000	0	2
1500000	0	0
2000000	0	2
2500000	0	0
3000000	0	1
3500000	0	2
4000000	0	2
4500000	0	1
5000000	2	1
5500000	0	1
6000000	0	1
6500000	0	1
7000000	0	2
7500000	0	0
8000000	0	1
8500000	0	0
9000000	0	17
9500000	2	2
10000000	0	2
10500000	0	0
11000000	0	0
11500000	0	1
12000000	3	3
12500000	0	3
13000000	0	8
13500000	0	1
14000000	0	12
14500000	0	27
15000000	15	96
15500000	29	769
16000000	0	23
16500000	0	11
17000000	22	100
17500000	1	47
18000000	0	6
18500000	1	1
19000000	0	1
19500000	0	2
20000000	1	5
20500000	0	0
21000000	0	1
21500000	0	0
22000000	0	6
22500000	0	7
23000000	0	4
23500000	0	0
24000000	0	0
24500000	0	0
25000000	0	7
25500000	0	0
26000000	0	3
26500000	0	4
27000000	0	1
27500000	0	1
28000000	0	2
28500000	1	0
29000000	0	0
29500000	0	6
30000000	0	1
30500000	4	14
31000000	0	0
31500000	0	1
32000000	0	1
32500000	0	1
33000000	0	25
33500000	0	5
34000000	4	32
34500000	38	272
35000000	1	20
35500000	0	18
36000000	0	60
36500000	0	2
37000000	0	59
37500000	0	3
38000000	0	0
38500000	0	0
39000000	0	3
39500000	0	1
40000000	0	0
40500000	0	2
41000000	0	2
41500000	1	6
42000000	0	1
42500000	0	2
43000000	0	0
43500000	0	0
44000000	0	0
44500000	0	0
45000000	0	0
45500000	0	0
46000000	0	1
46500000	0	3
47000000	0	0
47500000	0	1
48000000	0	0
48500000	0	12
49000000	0	2
49500000	0	3
50000000	0	0
50500000	5	15
51000000	0	0
51500000	1	1
52000000	2	0
52500000	0	0
53000000	0	2
53500000	1	0
54000000	1	0
54500000	0	0
55000000	0	1
55500000	1	5
56000000	2	1
56500000	1	0
57000000	0	1
57500000	2	6
58000000	0	0
58500000	0	1
59000000	0	3
59500000	0	4
60000000	1	3
60500000	1	1
61000000	0	4
61500000	0	2
62000000	0	6
62500000	0	43
63000000	0	12
63500000	0	29
64000000	39	779
64500000	24	373
65000000	3	60
65500000	0	90
66000000	1	64
66500000	0	2
67000000	0	2
67500000	0	1
68000000	0	1
68500000	0	1
69000000	0	1
69500000	0	1
70000000	0	0
70500000	0	1
71000000	0	3
71500000	0	1
72000000	0	0
72500000	0	2
73000000	0	4
73500000	0	2
74000000	0	2
74500000	0	0
75000000	0	7
75500000	4	51
76000000	0	37
76500000	0	3
77000000	1	70
77500000	1	100
78000000	61	391
78500000	0	33
79000000	0	29
79500000	0	7
80000000	0	4
80500000	0	1
81000000	0	0
81500000	0	2
82000000	0	0
82500000	0	1
83000000	0	13
83500000	1	2
84000000	0	0
84500000	0	1
85000000	0	13
85500000	0	27
86000000	0	1
86500000	0	1
87000000	0	1
87500000	0	2
88000000	0	2
88500000	0	1
89000000	0	0
89500000	0	1
90000000	0	0
90500000	0	0
91000000	0	2
91500000	0	1
92000000	0	4
92500000	1	12
93000000	0	0
93500000	0	0
94000000	0	0
94500000	0	1
95000000	0	2
95500000	1	2
96000000	0	1
96500000	0	4
97000000	0	2
97500000	0	0
98000000	0	1
98500000	0	1
99000000	0	1
99500000	0	0
100000000	0	0
100500000	0	0
101000000	0	7
101500000	0	3
102000000	0	1
102500000	0	22
103000000	0	4
103500000	9	45
104000000	33	287
104500000	2	137
105000000	0	39
105500000	6	158
106000000	0	41
106500000	1	3
107000000	2	17
107500000	0	4
108000000	0	1
108500000	0	1
109000000	0	5
109500000	0	2
110000000	0	0
110500000	0	3
111000000	0	1
111500000	0	1
112000000	0	1
112500000	0	2
113000000	0	1
113500000	0	23
114000000	0	1
114500000	0	2
115000000	0	1
115500000	0	0
116000000	0	1
116500000	0	7
117000000	0	0
117500000	0	4
118000000	0	1
118500000	0	4
119000000	0	0
119500000	4	14
120000000	0	5
