position	numhm	numht
700000	15	92
1400000	11	67
2100000	12	173
2800000	27	135
3500000	27	230
4200000	33	144
4900000	32	114
5600000	18	179
6300000	23	221
7000000	28	160
7700000	28	278
8400000	40	176
9100000	21	174
9800000	38	199
10500000	29	154
11200000	37	198
11900000	57	270
12600000	99	354
13300000	47	425
14000000	68	795
14700000	21630	978
15400000	3290	597
16100000	52	1163
16800000	101	808
17500000	31	272
18200000	14	184
18900000	9	132
19600000	19	189
20300000	13	77
21000000	21	134
21700000	9	89
22400000	14	113
23100000	9	76
23800000	10	88
24500000	17	70
25200000	8	56
25900000	8	30
26600000	9	45
27300000	13	43
28000000	6	52
28700000	4	35
29400000	6	48
30100000	8	56
30800000	3	449
