position	numhm	numht
900000	19	105
1800000	12	171
2700000	29	172
3600000	35	258
4500000	38	193
5400000	36	172
6300000	29	284
7200000	41	307
8100000	35	229
9000000	39	228
9900000	46	245
10800000	32	186
11700000	82	387
12600000	102	381
13500000	70	599
14400000	87	1056
15300000	24713	1076
16200000	223	1300
17100000	107	876
18000000	31	251
18900000	11	196
19800000	23	220
20700000	19	116
21600000	18	143
22500000	17	126
23400000	12	124
24300000	21	89
25200000	10	74
26100000	12	39
27000000	11	60
27900000	13	55
28800000	4	56
29700000	10	57
30600000	7	491
