position	numhm	numht
50000	3	7
100000	1	6
150000	1	5
200000	3	8
250000	0	1
300000	2	12
350000	0	6
400000	0	9
450000	0	2
500000	0	0
550000	1	4
600000	1	12
650000	2	16
700000	1	4
750000	1	6
800000	0	5
850000	0	2
900000	3	0
950000	1	5
1000000	0	2
1050000	1	4
1100000	1	6
1150000	1	5
1200000	0	9
1250000	0	11
1300000	0	2
1350000	2	7
1400000	1	3
1450000	0	16
1500000	1	22
1550000	2	18
1600000	1	16
1650000	0	8
1700000	1	13
1750000	0	18
1800000	0	6
1850000	0	5
1900000	1	5
1950000	0	19
2000000	0	9
2050000	5	15
2100000	1	3
2150000	2	15
2200000	2	16
2250000	1	11
2300000	2	16
2350000	1	5
2400000	1	16
2450000	1	7
2500000	2	12
2550000	3	9
2600000	5	4
2650000	1	2
2700000	1	3
2750000	3	13
2800000	2	6
2850000	0	7
2900000	1	7
2950000	1	8
3000000	2	9
3050000	2	10
3100000	0	10
3150000	2	28
3200000	7	34
3250000	4	34
3300000	2	33
3350000	3	23
3400000	2	7
3450000	0	7
3500000	1	13
3550000	1	8
3600000	2	1
3650000	1	7
3700000	2	6
3750000	7	8
3800000	2	13
3850000	3	8
3900000	4	8
3950000	0	7
4000000	1	7
4050000	1	19
4100000	3	11
4150000	2	28
4200000	4	13
4250000	0	5
4300000	1	16
4350000	4	13
4400000	0	12
4450000	1	7
4500000	2	5
4550000	3	11
4600000	5	6
4650000	3	9
4700000	2	4
4750000	1	2
4800000	5	13
4850000	2	10
4900000	3	1
4950000	1	4
5000000	0	1
5050000	0	3
5100000	1	8
5150000	2	12
5200000	0	21
5250000	1	20
5300000	3	20
5350000	1	11
5400000	3	16
5450000	1	19
5500000	2	19
5550000	1	15
5600000	2	10
5650000	0	5
5700000	3	27
5750000	0	10
5800000	1	14
5850000	0	7
5900000	1	38
5950000	1	17
6000000	1	5
6050000	1	8
6100000	1	7
6150000	9	42
6200000	4	27
6250000	1	6
6300000	0	8
6350000	1	8
6400000	1	8
6450000	5	4
6500000	3	6
6550000	4	22
6600000	1	11
6650000	2	13
6700000	1	4
6750000	2	18
6800000	1	12
6850000	1	16
6900000	1	9
6950000	1	10
7000000	4	19
7050000	1	9
7100000	8	109
7150000	1	7
7200000	3	22
7250000	2	15
7300000	3	10
7350000	1	16
7400000	0	11
7450000	1	25
7500000	6	24
7550000	0	10
7600000	0	8
7650000	2	7
7700000	0	5
7750000	6	19
7800000	2	8
7850000	2	7
7900000	3	14
7950000	2	7
8000000	1	17
8050000	1	0
8100000	3	26
8150000	4	3
8200000	2	19
8250000	4	14
8300000	4	11
8350000	3	18
8400000	3	13
8450000	3	25
8500000	0	7
8550000	6	20
8600000	0	13
8650000	2	33
8700000	4	25
8750000	1	4
8800000	0	6
8850000	0	5
8900000	0	2
8950000	1	4
9000000	2	6
9050000	2	22
9100000	0	2
9150000	1	5
9200000	1	8
9250000	0	0
9300000	1	3
9350000	1	9
9400000	5	15
9450000	5	19
9500000	1	10
9550000	2	16
9600000	18	67
9650000	1	12
9700000	0	12
9750000	2	12
9800000	0	11
9850000	4	14
9900000	2	8
9950000	0	12
10000000	3	15
10050000	2	6
10100000	1	8
10150000	4	11
10200000	0	19
10250000	0	4
10300000	4	4
10350000	2	3
10400000	1	15
10450000	4	14
10500000	2	21
10550000	2	9
10600000	2	6
10650000	1	15
10700000	3	14
10750000	1	8
10800000	0	2
10850000	2	18
10900000	2	11
10950000	7	12
11000000	3	22
11050000	3	23
11100000	3	15
11150000	3	14
11200000	5	29
11250000	2	22
11300000	10	32
11350000	5	32
11400000	8	23
11450000	7	25
11500000	7	35
11550000	3	23
11600000	7	31
11650000	1	6
11700000	4	14
11750000	0	1
11800000	1	10
11850000	1	11
11900000	1	5
11950000	2	9
12000000	2	12
12050000	4	12
12100000	1	17
12150000	4	20
12200000	8	36
12250000	2	16
12300000	37	55
12350000	1	15
12400000	31	64
12450000	1	19
12500000	4	21
12550000	0	20
12600000	2	38
12650000	2	15
12700000	2	51
12750000	6	16
12800000	12	128
12850000	5	17
12900000	2	13
12950000	4	32
13000000	1	18
13050000	2	14
13100000	0	3
13150000	3	17
13200000	4	43
13250000	3	24
13300000	1	34
13350000	10	74
13400000	9	47
13450000	2	39
13500000	2	14
13550000	2	46
13600000	1	43
13650000	6	72
13700000	0	21
13750000	2	68
13800000	3	102
13850000	2	64
13900000	0	37
13950000	1	65
14000000	28	103
14050000	3	14
14100000	3	78
14150000	1	21
14200000	6	63
14250000	2	90
14300000	1	57
14350000	18	35
14400000	8	77
14450000	3	80
14500000	3	177
14550000	10965	212
14600000	6470	44
14650000	3784	10
14700000	363	20
14750000	2	20
14800000	2178	1
14850000	314	39
14900000	12	63
14950000	0	35
15000000	1	7
15050000	2	50
15100000	603	127
15150000	3	25
15200000	1	86
15250000	6	56
15300000	3	24
15350000	129	8
15400000	36	56
15450000	17	204
15500000	0	34
15550000	1	183
15600000	5	216
15650000	0	59
15700000	2	80
15750000	7	99
15800000	0	22
15850000	2	31
15900000	3	27
15950000	1	43
16000000	3	36
16050000	7	49
16100000	4	80
16150000	1	25
16200000	5	48
16250000	4	52
16300000	2	23
16350000	2	40
16400000	7	70
16450000	7	57
16500000	2	14
16550000	60	257
16600000	5	92
16650000	2	50
16700000	0	41
16750000	3	34
16800000	1	5
16850000	1	3
16900000	4	32
16950000	1	15
17000000	1	47
17050000	4	35
17100000	1	9
17150000	1	7
17200000	4	16
17250000	0	5
17300000	2	14
17350000	1	20
17400000	0	18
17450000	2	22
17500000	9	29
17550000	2	41
17600000	0	4
17650000	1	28
17700000	2	2
17750000	0	7
17800000	4	5
17850000	0	8
17900000	2	11
17950000	0	5
18000000	1	9
18050000	0	8
18100000	0	8
18150000	1	5
18200000	1	43
18250000	0	4
18300000	2	3
18350000	1	13
18400000	0	8
18450000	2	4
18500000	0	8
18550000	0	14
18600000	2	6
18650000	1	15
18700000	1	10
18750000	0	4
18800000	0	11
18850000	0	20
18900000	0	12
18950000	1	2
19000000	9	97
19050000	0	1
19100000	2	7
19150000	0	8
19200000	0	2
19250000	3	3
19300000	0	9
19350000	1	28
19400000	0	7
19450000	1	13
19500000	0	2
19550000	1	2
19600000	1	8
19650000	1	3
19700000	2	11
19750000	1	13
19800000	0	4
19850000	0	3
19900000	1	14
19950000	4	3
20000000	0	6
20050000	0	2
20100000	0	6
20150000	1	1
20200000	0	5
20250000	2	4
20300000	1	2
20350000	1	14
20400000	2	6
20450000	0	14
20500000	1	21
20550000	2	1
20600000	2	2
20650000	2	1
20700000	0	11
20750000	1	20
20800000	4	8
20850000	4	5
20900000	0	8
20950000	1	17
21000000	1	6
21050000	0	5
21100000	0	4
21150000	1	5
21200000	1	6
21250000	0	3
21300000	0	0
21350000	0	13
21400000	0	4
21450000	0	5
21500000	2	17
21550000	3	10
21600000	0	7
21650000	0	1
21700000	2	9
21750000	1	3
21800000	1	5
21850000	0	9
21900000	1	11
21950000	1	8
22000000	0	5
22050000	1	7
22100000	0	12
22150000	3	1
22200000	1	4
22250000	0	10
22300000	2	8
22350000	2	16
22400000	1	14
22450000	0	2
22500000	1	1
22550000	0	3
22600000	2	10
22650000	0	3
22700000	0	10
22750000	1	5
22800000	0	4
22850000	4	11
22900000	1	9
22950000	0	6
23000000	0	10
23050000	0	2
23100000	0	0
23150000	0	18
23200000	1	7
23250000	1	7
23300000	1	11
23350000	0	4
23400000	1	4
23450000	1	3
23500000	2	6
23550000	0	5
23600000	0	6
23650000	1	3
23700000	1	4
23750000	1	7
23800000	0	3
23850000	3	5
23900000	1	4
23950000	2	6
24000000	0	3
24050000	1	4
24100000	1	8
24150000	2	8
24200000	1	6
24250000	1	2
24300000	3	6
24350000	1	5
24400000	1	3
24450000	0	4
24500000	0	6
24550000	0	1
24600000	2	8
24650000	0	3
24700000	1	2
24750000	0	6
24800000	0	0
24850000	0	2
24900000	1	15
24950000	1	2
25000000	1	4
25050000	0	3
25100000	1	1
25150000	1	1
