position	numhm	numht
400000	10	54
800000	6	49
1200000	7	33
1600000	7	95
2000000	2	83
2400000	15	97
2800000	18	56
3200000	15	113
3600000	15	126
4000000	20	64
4400000	15	117
4800000	22	57
5200000	9	60
5600000	14	130
6000000	7	123
6400000	18	114
6800000	19	90
7200000	20	201
7600000	13	119
8000000	18	84
8400000	24	104
8800000	16	133
9200000	7	54
9600000	33	139
10000000	12	96
10400000	14	70
10800000	15	89
11200000	28	144
11600000	49	223
12000000	12	68
12400000	88	235
12800000	29	308
13200000	21	157
13600000	30	321
14000000	42	532
14400000	42	435
14800000	23768	564
15200000	936	432
15600000	197	781
16000000	18	397
16400000	32	387
16800000	80	550
17200000	17	164
17600000	16	153
18000000	10	75
18400000	5	92
18800000	6	72
19200000	12	149
19600000	7	72
20000000	9	57
20400000	7	40
20800000	12	78
21200000	8	56
21600000	5	59
22000000	6	51
22400000	10	72
22800000	4	38
23200000	6	63
23600000	6	46
24000000	9	35
24400000	11	42
24800000	3	30
25200000	5	36
25600000	5	20
26000000	3	16
26400000	7	30
26800000	5	15
27200000	10	31
27600000	2	17
28000000	4	41
28400000	4	24
28800000	0	16
29200000	4	25
29600000	6	29
30000000	3	30
30400000	4	405
30800000	0	59
