fragment	length	numhm	numht
seq_id_1	1395	1	4
seq_id_2	1366	0	0
seq_id_3	4815	0	2
seq_id_4	592	0	0
seq_id_5	22426	1	6
seq_id_6	1119	0	1
seq_id_7	22485	0	8
seq_id_8	7846	0	1
seq_id_9	16599	1	16
seq_id_10	3704	2	2
seq_id_11	5778	0	4
seq_id_12	2643	0	4
seq_id_13	2680	0	3
seq_id_14	1792	0	0
seq_id_15	49257	5	31
seq_id_16	8714	0	3
seq_id_17	6886	2	6
seq_id_18	1381	0	0
seq_id_19	5851	0	4
seq_id_20	8133	1	1
seq_id_21	1484	0	0
seq_id_22	3978	0	1
seq_id_23	5872	1	8
seq_id_24	2686	0	2
seq_id_25	1906	0	1
seq_id_26	3116	0	1
seq_id_27	3994	0	6
seq_id_28	1045	0	0
seq_id_29	4528	1	1
seq_id_30	6648	1	1
seq_id_31	534	0	0
seq_id_32	1917	0	2
seq_id_33	2333	1	0
seq_id_34	4261	1	2
seq_id_35	12078	7	3
seq_id_36	514	0	0
seq_id_37	21284	6	26
seq_id_38	2340	0	4
seq_id_39	19893	1	7
seq_id_40	1423	0	0
seq_id_41	5171	0	3
seq_id_42	1028	0	1
seq_id_43	1570	0	1
seq_id_44	1073	0	0
seq_id_45	1496	0	0
seq_id_46	7208	0	10
seq_id_47	5610	0	4
seq_id_48	4127	0	1
seq_id_49	52851	5	27
seq_id_50	524	0	0
seq_id_51	4225	0	1
seq_id_52	2277	1	0
seq_id_53	3307	0	2
seq_id_54	10172	1	14
seq_id_55	604	0	0
seq_id_56	1614	0	0
seq_id_57	1281	1	2
seq_id_58	22672	3	14
seq_id_59	12871	2	11
seq_id_60	1468	0	1
seq_id_61	2360	0	5
seq_id_62	4204	1	1
seq_id_63	772	0	1
seq_id_64	6747	2	10
seq_id_65	1009	0	0
seq_id_66	2238	0	2
seq_id_67	751	0	5
seq_id_68	4761	0	4
seq_id_69	31194	5	17
seq_id_70	3245	0	0
seq_id_71	723	0	0
seq_id_72	5345	0	1
seq_id_73	2004	0	0
seq_id_74	1855	0	0
seq_id_75	16468	1	9
seq_id_76	701	0	0
seq_id_77	712	0	0
seq_id_78	1732	0	1
seq_id_79	2613	0	0
