fragment	length	numhm	numht
seq_id_1	8943	1	6
seq_id_2	25364	1	8
seq_id_3	3274	0	1
seq_id_4	13515	0	6
seq_id_5	2719	0	0
seq_id_6	2910	0	1
seq_id_7	11132	0	7
seq_id_8	1223	0	1
seq_id_9	584	0	0
seq_id_10	603	0	1
seq_id_11	3145	0	3
seq_id_12	50887	4	36
seq_id_13	3173	0	1
seq_id_14	6139	3	3
seq_id_15	6274	1	3
seq_id_16	67367	6	40
seq_id_17	7122	1	2
seq_id_18	1482	0	0
seq_id_19	2525	0	0
seq_id_20	8723	6	5
seq_id_21	795	0	0
seq_id_22	1224	1	0
seq_id_23	12759	2	8
seq_id_24	2005	0	9
seq_id_25	778	0	0
seq_id_26	3006	2	5
seq_id_27	59860	4	35
seq_id_28	2258	0	1
seq_id_29	3730	1	1
seq_id_30	4336	0	1
seq_id_31	7142	0	4
seq_id_32	1880	1	1
seq_id_33	5954	0	3
seq_id_34	6258	0	3
seq_id_35	3365	3	0
seq_id_36	17615	0	13
seq_id_37	1298	0	1
seq_id_38	2144	1	0
seq_id_39	1576	0	1
seq_id_40	13932	1	15
seq_id_41	2384	1	2
seq_id_42	2113	0	1
seq_id_43	7730	2	5
seq_id_44	3797	1	4
seq_id_45	3516	0	1
seq_id_46	762	0	0
seq_id_47	5978	0	3
seq_id_48	1217	0	0
seq_id_49	689	0	0
seq_id_50	79587	10	58
seq_id_51	983	0	0
seq_id_52	6396	0	5
seq_id_53	24638	1	6
seq_id_54	16777	0	0
seq_id_55	2282	0	0
seq_id_56	13412	0	0
seq_id_57	2310	0	0
seq_id_58	2937	0	0
seq_id_59	4265	0	0
seq_id_60	2807	0	0
seq_id_61	1546	0	0
seq_id_62	3681	0	0
seq_id_63	1576	0	0
seq_id_64	4322	0	0
seq_id_65	3512	0	0
seq_id_66	1026	0	0
seq_id_67	64244	0	0
seq_id_68	76264	1	0
seq_id_69	798	0	0
seq_id_70	5215	0	0
seq_id_71	15307	0	1
seq_id_72	1840	0	0
seq_id_73	4818	0	0
seq_id_74	12827	0	0
seq_id_75	1799	0	0
seq_id_76	2046	0	0
seq_id_77	3110	0	0
seq_id_78	4482	0	0
seq_id_79	1063	0	0
seq_id_80	19367	0	0
seq_id_81	3765	0	0
seq_id_82	1653	0	0
seq_id_83	4776	0	0
seq_id_84	7879	0	0
seq_id_85	1474	0	0
seq_id_86	9691	0	0
seq_id_87	10305	0	0
seq_id_88	1407	0	0
seq_id_89	7252	0	0
seq_id_90	4505	0	0
seq_id_91	1424	0	0
seq_id_92	4658	0	0
seq_id_93	729	0	0
seq_id_94	2950	0	0
seq_id_95	17054	0	0
seq_id_96	37988	0	0
seq_id_97	1367	0	0
seq_id_98	2274	0	0
seq_id_99	943	0	0
seq_id_100	5734	0	0
seq_id_101	2728	0	0
seq_id_102	694	0	0
seq_id_103	9540	0	0
seq_id_104	1611	0	0
seq_id_105	1501	0	0
seq_id_106	17847	0	0
seq_id_107	2378	0	0
seq_id_108	1795	0	0
seq_id_109	24141	0	0
seq_id_110	1056	0	0
seq_id_111	3682	0	0
seq_id_112	707	0	0
seq_id_113	1983	0	0
seq_id_114	1027	0	0
seq_id_115	3492	0	0
seq_id_116	5572	0	0
seq_id_117	52355	0	0
seq_id_118	15609	0	1
seq_id_119	791	0	0
seq_id_120	4948	0	0
seq_id_121	1939	0	0
seq_id_122	6089	0	0
seq_id_123	3728	0	0
seq_id_124	8770	0	0
seq_id_125	530	0	0
seq_id_126	4187	0	0
seq_id_127	18635	0	0
seq_id_128	2398	0	0
seq_id_129	6625	1	3
seq_id_130	659	0	1
seq_id_131	2850	0	2
seq_id_132	12537	1	10
seq_id_133	6805	2	4
seq_id_134	6801	2	7
seq_id_135	1750	0	0
seq_id_136	72778	10	37
seq_id_137	2418	1	0
seq_id_138	3126	0	0
seq_id_139	2405	0	3
seq_id_140	3483	1	2
