fragment	length	numhm	numht
seq_id_1	7346	1	6
seq_id_2	22555	1	5
seq_id_3	9133	0	4
seq_id_4	15712	0	6
seq_id_5	2826	0	1
seq_id_6	12339	0	9
seq_id_7	1531	0	1
seq_id_8	1833	0	2
seq_id_9	2365	0	3
seq_id_10	8198	3	3
seq_id_11	32583	0	28
seq_id_12	2052	0	0
seq_id_13	1602	0	2
seq_id_14	1351	1	0
seq_id_15	5716	0	1
seq_id_16	1266	0	1
seq_id_17	1414	0	0
seq_id_18	1795	0	1
seq_id_19	7778	4	4
seq_id_20	631	0	0
seq_id_21	14167	0	8
seq_id_22	8689	2	6
seq_id_23	35966	2	24
seq_id_24	21101	4	6
seq_id_25	894	0	0
seq_id_26	1491	0	0
seq_id_27	1793	4	1
seq_id_28	1993	0	0
seq_id_29	1902	2	2
seq_id_30	9869	2	3
seq_id_31	3116	0	3
seq_id_32	349732	28	180
seq_id_33	5094	0	0
seq_id_34	3884	0	0
seq_id_35	1293	0	0
seq_id_36	1516	0	0
seq_id_37	754	0	0
seq_id_38	8579	0	0
seq_id_39	4121	0	0
seq_id_40	13069	0	0
seq_id_41	4091	0	0
seq_id_42	11231	0	0
seq_id_43	1015	0	0
seq_id_44	1280	0	0
seq_id_45	699	0	0
seq_id_46	4959	0	0
seq_id_47	1309	0	0
seq_id_48	27634	0	0
seq_id_49	2309	0	0
seq_id_50	1025	0	0
seq_id_51	6009	0	0
seq_id_52	3984	0	0
seq_id_53	1341	0	0
seq_id_54	5331	0	0
seq_id_55	658	0	0
seq_id_56	4117	0	0
seq_id_57	1254	0	0
seq_id_58	1897	0	0
seq_id_59	997	0	0
seq_id_60	3257	0	0
seq_id_61	1633	0	0
seq_id_62	731	0	0
seq_id_63	1947	0	0
seq_id_64	12153	1	0
seq_id_65	87366	0	1
seq_id_66	1911	0	0
seq_id_67	215879	0	0
seq_id_68	5508	0	0
seq_id_69	6114	0	0
seq_id_70	872	0	0
seq_id_71	2417	0	0
seq_id_72	2887	0	0
seq_id_73	3912	0	0
seq_id_74	1056	0	0
seq_id_75	74236	1	8
seq_id_76	596	0	0
seq_id_77	1286	0	0
seq_id_78	992	0	1
seq_id_79	2356	0	1
seq_id_80	20619	5	18
seq_id_81	21165	3	9
seq_id_82	788	0	0
seq_id_83	2062	0	4
seq_id_84	15695	1	13
seq_id_85	742	0	0
seq_id_86	13898	3	3
seq_id_87	2196	0	0
seq_id_88	2059	1	1
seq_id_89	7930	0	6
seq_id_90	1932	0	0
seq_id_91	862	1	0
seq_id_92	5774	2	1
seq_id_93	7092	0	3
seq_id_94	5991	1	6
seq_id_95	518	0	0
seq_id_96	5695	0	5
seq_id_97	3439	0	4
seq_id_98	37581	1	26
seq_id_99	51306	0	12
seq_id_100	24926	0	2
seq_id_101	539	0	0
seq_id_102	17496	0	1
seq_id_103	1217	0	2
seq_id_104	10359	0	8
seq_id_105	932	0	0
seq_id_106	1654	0	0
seq_id_107	2691	0	1
seq_id_108	1150	1	0
seq_id_109	13449	0	3
seq_id_110	15218	1	15
seq_id_111	1113	0	0
seq_id_112	21382	0	6
seq_id_113	13278	0	0
seq_id_114	6768	0	1
seq_id_115	7653	0	0
seq_id_116	2880	0	0
seq_id_117	14165	0	11
seq_id_118	1480	0	0
seq_id_119	1702	2	5
seq_id_120	1832	0	3
seq_id_121	34895	5	8
seq_id_122	12407	1	9
seq_id_123	2936	0	4
seq_id_124	1366	0	0
seq_id_125	954	0	0
seq_id_126	15493	6	41
seq_id_127	1269	0	1
seq_id_128	549	0	0
seq_id_129	13243	3	8
seq_id_130	7251	0	2
seq_id_131	10677	0	1
seq_id_132	2212	0	0
seq_id_133	42869	5	20
seq_id_134	67435	1	42
seq_id_135	5102	0	11
seq_id_136	709	0	1
seq_id_137	12596	2	5
seq_id_138	651	0	0
seq_id_139	1575	0	1
seq_id_140	2018	0	0
seq_id_141	3009	0	3
seq_id_142	893	0	0
seq_id_143	954	0	0
seq_id_144	549	0	0
seq_id_145	1369	0	1
seq_id_146	3988	0	1
seq_id_147	14096	0	1
seq_id_148	552	0	0
seq_id_149	2052	0	0
seq_id_150	919	0	0
seq_id_151	3111	0	0
seq_id_152	18086	0	1
seq_id_153	5315	0	1
seq_id_154	686	0	1
seq_id_155	607	0	0
seq_id_156	6675	0	2
seq_id_157	1698	0	0
seq_id_158	787	0	0
seq_id_159	594	0	1
seq_id_160	7138	0	0
seq_id_161	3313	0	2
seq_id_162	15126	1	11
seq_id_163	8772	0	1
seq_id_164	1730	1	0
seq_id_165	5804	1	2
seq_id_166	2756	0	0
seq_id_167	2812	0	3
seq_id_168	1731	0	0
seq_id_169	18178	0	10
seq_id_170	9442	0	0
seq_id_171	612	0	0
seq_id_172	1909	0	2
seq_id_173	6987	0	1
seq_id_174	732	0	0
seq_id_175	1638	0	0
seq_id_176	2259	0	1
seq_id_177	8480	0	3
seq_id_178	12836	0	0
seq_id_179	2605	0	3
seq_id_180	4660	0	0
seq_id_181	1652	0	0
seq_id_182	925	0	0
seq_id_183	1456	0	0
seq_id_184	770	0	0
seq_id_185	6476	0	3
seq_id_186	753	0	1
seq_id_187	741	0	0
seq_id_188	5506	0	5
seq_id_189	4935	0	9
seq_id_190	4209	0	2
seq_id_191	2370	0	0
seq_id_192	1426	0	1
seq_id_193	8034	0	1
seq_id_194	1511	0	0
seq_id_195	1656	0	0
seq_id_196	4684	1	2
seq_id_197	12544	0	1
seq_id_198	4675	0	5
seq_id_199	48207	1	26
seq_id_200	1930	0	0
seq_id_201	63088	2	16
seq_id_202	3345	0	0
seq_id_203	12237	0	0
seq_id_204	834	0	0
seq_id_205	67065	0	1
seq_id_206	4092	0	0
seq_id_207	778	0	0
seq_id_208	1890	0	0
seq_id_209	6126	0	0
seq_id_210	6504	0	0
seq_id_211	2251	0	0
seq_id_212	7049	0	0
seq_id_213	1402	0	0
seq_id_214	1344	0	0
seq_id_215	6211	0	0
seq_id_216	2456	0	0
seq_id_217	6082	0	0
seq_id_218	2348	0	0
seq_id_219	6433	0	0
seq_id_220	4788	0	0
seq_id_221	1785	0	0
seq_id_222	3849	0	0
seq_id_223	4554	0	0
seq_id_224	1913	0	0
seq_id_225	32052	1	0
seq_id_226	959	0	0
seq_id_227	14237	0	2
seq_id_228	579	0	0
seq_id_229	5103	0	4
seq_id_230	6152	1	4
seq_id_231	13427	8	36
seq_id_232	24703	3	23
seq_id_233	18632	2	11
seq_id_234	999	1	2
seq_id_235	8317	0	5
seq_id_236	1744	0	0
seq_id_237	4157	0	2
seq_id_238	23612	2	20
seq_id_239	1321	0	0
seq_id_240	3063	0	1
seq_id_241	15032	0	17
seq_id_242	1615	0	3
seq_id_243	3178	0	0
seq_id_244	1175	0	0
seq_id_245	7604	0	4
seq_id_246	4443	0	3
seq_id_247	1273	0	0
seq_id_248	1921	0	0
seq_id_249	19370	1	1
seq_id_250	827	0	0
seq_id_251	4115	0	1
seq_id_252	809	0	0
seq_id_253	1178	0	0
seq_id_254	4752	0	2
seq_id_255	44414	0	2
seq_id_256	3110	0	1
seq_id_257	2268	0	0
seq_id_258	2259	0	0
seq_id_259	546	0	0
seq_id_260	3083	0	0
seq_id_261	14831	0	0
seq_id_262	1977	0	0
seq_id_263	811	0	0
seq_id_264	1097	0	0
seq_id_265	1936	0	0
seq_id_266	2878	0	0
seq_id_267	3284	0	1
seq_id_268	5893	1	7
seq_id_269	11069	2	11
seq_id_270	3119	0	1
seq_id_271	690	0	0
seq_id_272	2640	0	1
seq_id_273	672	0	0
seq_id_274	31075	1	6
seq_id_275	1321	0	0
seq_id_276	5656	0	4
seq_id_277	1597	0	0
seq_id_278	6945	1	3
seq_id_279	2100	0	1
seq_id_280	1367	0	0
seq_id_281	802	0	0
seq_id_282	3077	0	1
seq_id_283	19208	0	5
seq_id_284	1854	0	0
seq_id_285	974	0	0
seq_id_286	10565	1	2
seq_id_287	4557	0	3
seq_id_288	4930	0	0
seq_id_289	23785	3	31
seq_id_290	769	0	0
seq_id_291	17136	0	0
seq_id_292	2728	0	0
seq_id_293	604	0	0
seq_id_294	13652	0	8
seq_id_295	1409	0	1
seq_id_296	9072	2	15
seq_id_297	3320	0	4
seq_id_298	3691	0	2
seq_id_299	17264	0	2
seq_id_300	5934	1	3
seq_id_301	854	0	0
seq_id_302	2323	0	0
seq_id_303	119301	4	34
seq_id_304	3946	0	1
seq_id_305	3324	0	1
seq_id_306	3116	0	1
seq_id_307	54734	0	19
seq_id_308	27042	0	14
seq_id_309	1048	0	0
seq_id_310	1554	0	0
seq_id_311	895	0	0
seq_id_312	1090	0	0
seq_id_313	15687	1	2
seq_id_314	3168	0	0
seq_id_315	42557	1	12
seq_id_316	1704	0	1
seq_id_317	10900	0	0
seq_id_318	28501	1	4
seq_id_319	1095	0	0
seq_id_320	6358	0	0
seq_id_321	3591	0	4
seq_id_322	1408	0	1
seq_id_323	9608	2	5
seq_id_324	1751	0	10
seq_id_325	36307	5	20
seq_id_326	10051	0	6
seq_id_327	678	0	1
seq_id_328	969	0	1
seq_id_329	4646	1	9
seq_id_330	18957	3	47
seq_id_331	2959	0	0
seq_id_332	708	0	0
seq_id_333	5680	0	1
seq_id_334	3763	0	1
seq_id_335	730	0	0
seq_id_336	48774	1	13
seq_id_337	5719	0	2
seq_id_338	6998	0	2
seq_id_339	4941	1	1
seq_id_340	3690	0	1
seq_id_341	2091	0	0
seq_id_342	1827	0	1
seq_id_343	1549	0	0
seq_id_344	744	1	0
seq_id_345	4943	0	1
seq_id_346	5615	4	8
seq_id_347	31941	0	12
seq_id_348	7889	0	4
seq_id_349	31600	5	29
seq_id_350	27584	0	16
seq_id_351	18847	0	11
seq_id_352	3462	0	2
seq_id_353	3170	0	2
seq_id_354	6812	0	2
seq_id_355	5707	0	2
seq_id_356	15592	1	4
seq_id_357	51165	3	25
seq_id_358	11183	0	3
seq_id_359	451617	31	244
seq_id_360	5850	0	3
seq_id_361	2476	0	0
seq_id_362	1562	0	0
seq_id_363	9573	0	7
seq_id_364	12895	3	12
seq_id_365	10606	3	27
seq_id_366	6177	1	1
seq_id_367	3190	0	1
seq_id_368	740	0	0
seq_id_369	7112	0	1
seq_id_370	980	0	0
seq_id_371	1127	0	0
seq_id_372	876	0	1
seq_id_373	1330	0	0
seq_id_374	2952	0	1
seq_id_375	6218	0	0
seq_id_376	3233	0	1
seq_id_377	4488	0	2
seq_id_378	672	0	4
seq_id_379	687	0	0
seq_id_380	9407	1	11
seq_id_381	3203	0	1
seq_id_382	4210	0	1
seq_id_383	1564	0	0
seq_id_384	14420	0	3
seq_id_385	2194	0	0
seq_id_386	1504	0	0
seq_id_387	4592	1	0
seq_id_388	1849	0	0
seq_id_389	3894	0	0
seq_id_390	4098	0	0
seq_id_391	3732	0	2
seq_id_392	673	0	0
seq_id_393	11932	1	12
seq_id_394	19016	9	11
seq_id_395	33941	2	26
seq_id_396	55218	5	46
seq_id_397	1042	0	1
seq_id_398	3358	0	1
seq_id_399	6470	0	2
seq_id_400	1188	0	0
seq_id_401	3886	0	2
seq_id_402	37147	1	19
seq_id_403	2067	0	2
seq_id_404	13217	3	21
seq_id_405	8893	1	18
seq_id_406	881	0	1
seq_id_407	148012	12	139
seq_id_408	1137	0	0
seq_id_409	152172	9	71
seq_id_410	12558	0	7
seq_id_411	99459	1	33
seq_id_412	10162	0	2
seq_id_413	15154	1	3
seq_id_414	2201	0	0
seq_id_415	2185	0	0
seq_id_416	5008	0	1
seq_id_417	747	0	0
seq_id_418	2939	0	1
seq_id_419	2846	0	0
seq_id_420	5055	0	1
seq_id_421	3637	0	0
seq_id_422	1403	0	0
seq_id_423	1634	0	1
seq_id_424	953	0	0
seq_id_425	2760	0	3
seq_id_426	3957	0	3
seq_id_427	12060	0	5
seq_id_428	6871	0	1
seq_id_429	5753	0	1
seq_id_430	65856	4	73
seq_id_431	1387	0	2
seq_id_432	28561	2	17
seq_id_433	18326	0	4
seq_id_434	500	0	0
seq_id_435	1393	0	0
seq_id_436	1054	0	0
seq_id_437	2637	0	0
seq_id_438	7372	0	0
seq_id_439	4563	0	1
seq_id_440	2543	0	1
seq_id_441	1381	0	3
seq_id_442	12395	0	1
seq_id_443	7998	0	0
seq_id_444	5047	0	1
seq_id_445	4070	0	0
seq_id_446	10148	1	5
seq_id_447	3719	0	1
seq_id_448	9938	1	1
seq_id_449	2014	0	1
seq_id_450	1749	0	0
seq_id_451	19047	0	0
seq_id_452	4350	0	1
seq_id_453	6767	0	0
seq_id_454	27055	0	9
seq_id_455	1560	0	0
seq_id_456	29220	1	0
seq_id_457	9319	0	0
seq_id_458	10387	0	0
seq_id_459	1908	0	0
seq_id_460	49213	0	0
seq_id_461	2109	0	0
seq_id_462	9484	0	0
seq_id_463	4636	0	0
seq_id_464	3888	0	1
seq_id_465	2369	0	0
seq_id_466	50931	0	0
seq_id_467	1333	0	0
seq_id_468	624	0	0
seq_id_469	932	0	0
seq_id_470	2964	0	0
seq_id_471	2504	0	0
seq_id_472	1300	0	0
seq_id_473	46343	0	0
seq_id_474	518	0	0
seq_id_475	3628	0	0
seq_id_476	1342	0	0
seq_id_477	1403	0	0
seq_id_478	508	0	0
seq_id_479	12310	0	0
seq_id_480	6742	0	0
seq_id_481	1888	0	0
seq_id_482	8783	0	0
seq_id_483	703	0	0
seq_id_484	1676	0	0
seq_id_485	16150	0	0
seq_id_486	26000	2	14
seq_id_487	2570	0	0
seq_id_488	2362	0	0
seq_id_489	4774	0	2
seq_id_490	39140	6	29
seq_id_491	11191	2	11
seq_id_492	10721	1	6
seq_id_493	515	0	0
seq_id_494	13412	1	6
seq_id_495	802	0	0
seq_id_496	2211	0	1
seq_id_497	2993	1	8
seq_id_498	170608	13	79
seq_id_499	3349	0	1
seq_id_500	1969	0	0
seq_id_501	1428	0	0
seq_id_502	32208	5	67
seq_id_503	4482	0	10
seq_id_504	56184	5	32
seq_id_505	4068	0	0
seq_id_506	3439	0	0
seq_id_507	1996	0	0
seq_id_508	1056	0	0
seq_id_509	3630	0	2
seq_id_510	10611	0	6
seq_id_511	937	0	0
seq_id_512	5551	0	0
seq_id_513	3727	0	0
seq_id_514	23007	0	2
seq_id_515	3679	0	1
seq_id_516	1045	0	0
seq_id_517	651	0	0
seq_id_518	1230	0	1
seq_id_519	29950	1	13
seq_id_520	1510	0	0
