fragment	length	numhm	numht
seq_id_1	45356	2	18
seq_id_2	1555	0	0
seq_id_3	741	0	1
seq_id_4	17417	0	8
seq_id_5	3290	0	2
seq_id_6	550	0	1
seq_id_7	16766	3	11
seq_id_8	830	0	0
seq_id_9	1232	0	2
seq_id_10	2628	0	4
seq_id_11	2809	0	4
seq_id_12	13900	0	10
seq_id_13	48713	5	25
seq_id_14	671	1	0
seq_id_15	1642	0	2
seq_id_16	1251	1	2
seq_id_17	1664	0	1
seq_id_18	1167	0	0
seq_id_19	12245	1	5
seq_id_20	117373	19	74
seq_id_21	1141	0	4
seq_id_22	22662	1	9
seq_id_23	10480	1	6
seq_id_24	4293	0	1
seq_id_25	1681	0	1
seq_id_26	544	0	1
seq_id_27	5229	0	2
seq_id_28	1644	0	1
seq_id_29	3619	3	1
seq_id_30	675	0	2
seq_id_31	915	0	0
seq_id_32	11188	0	10
seq_id_33	19483	2	15
seq_id_34	4078	0	2
seq_id_35	3680	1	3
seq_id_36	1327	0	0
seq_id_37	6885	2	5
seq_id_38	887	0	3
seq_id_39	73011	11	60
seq_id_40	1253	0	0
seq_id_41	6379	0	2
seq_id_42	2836	0	0
seq_id_43	1562	0	0
seq_id_44	826	0	0
seq_id_45	3679	0	1
seq_id_46	20588	1	9
seq_id_47	3074	0	1
seq_id_48	3313	0	0
seq_id_49	2149	0	1
seq_id_50	502	0	0
seq_id_51	1523	0	0
seq_id_52	1985	0	0
seq_id_53	2066	0	0
seq_id_54	33372	0	0
seq_id_55	627	0	0
seq_id_56	4159	0	0
seq_id_57	960	0	0
seq_id_58	5604	0	0
seq_id_59	5549	0	0
seq_id_60	5583	0	0
seq_id_61	4140	0	0
seq_id_62	72315	0	0
seq_id_63	1823	0	0
seq_id_64	633	0	0
seq_id_65	7203	0	0
seq_id_66	15430	0	0
seq_id_67	1620	0	0
seq_id_68	2455	0	0
seq_id_69	808	0	0
seq_id_70	767	0	0
seq_id_71	5604	0	0
seq_id_72	32772	1	0
seq_id_73	10331	0	0
seq_id_74	917	0	0
seq_id_75	4652	0	1
seq_id_76	2455	0	0
seq_id_77	6321	0	0
seq_id_78	1281	0	0
seq_id_79	7441	0	0
seq_id_80	6776	0	0
seq_id_81	1165	0	0
seq_id_82	1137	0	0
seq_id_83	2127	0	0
seq_id_84	2533	0	0
seq_id_85	30847	0	0
seq_id_86	2496	0	0
seq_id_87	103610	0	0
seq_id_88	809	0	0
seq_id_89	5622	0	0
seq_id_90	36663	0	0
seq_id_91	1221	0	0
seq_id_92	9761	0	0
seq_id_93	1310	0	0
seq_id_94	634	0	0
seq_id_95	7905	0	0
seq_id_96	1949	0	0
seq_id_97	8406	0	0
seq_id_98	2627	0	0
seq_id_99	592	0	0
seq_id_100	818	0	0
seq_id_101	6419	0	0
seq_id_102	8891	0	0
seq_id_103	2489	0	0
seq_id_104	10155	0	0
seq_id_105	588	0	0
seq_id_106	2588	0	0
seq_id_107	5044	0	0
seq_id_108	6050	0	0
seq_id_109	6810	0	0
seq_id_110	1868	0	0
seq_id_111	1829	0	0
seq_id_112	1530	0	0
seq_id_113	2598	0	0
seq_id_114	5242	0	0
seq_id_115	788	0	0
seq_id_116	2821	0	0
seq_id_117	1499	0	0
seq_id_118	5272	0	0
seq_id_119	7356	0	1
seq_id_120	1523	0	0
seq_id_121	907	0	0
seq_id_122	1208	0	0
seq_id_123	2379	0	0
seq_id_124	3439	0	0
seq_id_125	1643	0	0
seq_id_126	26084	0	0
seq_id_127	521	0	0
seq_id_128	23158	0	0
seq_id_129	2107	0	2
seq_id_130	1877	0	0
seq_id_131	6818	1	5
seq_id_132	10037	1	6
seq_id_133	7097	2	7
seq_id_134	12997	2	10
seq_id_135	893	0	1
seq_id_136	2863	0	2
seq_id_137	34679	4	22
seq_id_138	4276	1	0
seq_id_139	785	0	0
seq_id_140	1253	1	0
seq_id_141	8460	2	2
seq_id_142	1265	0	1
seq_id_143	5505	0	4
seq_id_144	1506	0	1
seq_id_145	11470	3	1
seq_id_146	1717	0	0
seq_id_147	1046	0	2
seq_id_148	62802	2	45
seq_id_149	900	0	0
seq_id_150	1996	0	0
seq_id_151	691	0	0
seq_id_152	868	0	0
seq_id_153	923	0	0
seq_id_154	7210	0	2
seq_id_155	4565	0	0
seq_id_156	4840	0	1
seq_id_157	2987	0	3
seq_id_158	7595	0	1
seq_id_159	91904	2	23
seq_id_160	4503	0	8
seq_id_161	1388	0	3
seq_id_162	1686	0	0
seq_id_163	1480	0	0
seq_id_164	71160	2	23
seq_id_165	7335	0	4
seq_id_166	13877	3	3
seq_id_167	22906	3	13
seq_id_168	2037	0	0
seq_id_169	4545	0	4
seq_id_170	4420	1	4
seq_id_171	883	1	7
seq_id_172	15241	4	31
seq_id_173	2727	1	0
seq_id_174	9628	2	6
seq_id_175	71787	5	29
seq_id_176	4772	0	0
seq_id_177	623	0	0
seq_id_178	2511	0	0
seq_id_179	2946	0	0
seq_id_180	1169	0	0
seq_id_181	2036	0	2
seq_id_182	2864	0	2
seq_id_183	3923	0	3
seq_id_184	11250	0	4
seq_id_185	5080	0	0
seq_id_186	39521	3	44
seq_id_187	51515	0	8
seq_id_188	866	0	0
seq_id_189	4259	0	0
seq_id_190	760	0	0
seq_id_191	1158	0	1
seq_id_192	507	0	0
seq_id_193	1168	0	0
seq_id_194	6393	0	3
seq_id_195	7254	0	1
seq_id_196	3544	0	0
seq_id_197	12532	1	11
seq_id_198	40315	2	15
seq_id_199	1617	0	0
seq_id_200	3320	0	3
seq_id_201	2620	0	0
seq_id_202	13526	0	2
seq_id_203	4643	0	1
seq_id_204	2114	0	0
seq_id_205	51841	0	17
seq_id_206	3883	0	8
seq_id_207	34044	1	6
seq_id_208	1676	0	0
seq_id_209	27713	0	19
seq_id_210	6888	0	8
seq_id_211	8667	1	2
seq_id_212	8939	0	1
seq_id_213	5398	0	2
seq_id_214	2275	0	0
seq_id_215	601	0	1
seq_id_216	2651	0	1
seq_id_217	3066	0	3
seq_id_218	11196	1	3
seq_id_219	29372	1	8
seq_id_220	2731	0	0
seq_id_221	2912	0	0
seq_id_222	1207	0	0
seq_id_223	1334	0	0
seq_id_224	18783	0	0
seq_id_225	1737	0	0
seq_id_226	587	0	0
seq_id_227	6890	0	1
seq_id_228	1195	0	0
seq_id_229	1192	0	0
seq_id_230	50079	0	0
seq_id_231	4493	0	0
seq_id_232	6727	0	0
seq_id_233	3820	0	0
seq_id_234	4237	0	0
seq_id_235	7194	0	0
seq_id_236	1619	0	0
seq_id_237	5106	0	0
seq_id_238	1197	0	0
seq_id_239	877	0	0
seq_id_240	10500	0	0
seq_id_241	3236	0	0
seq_id_242	69945	1	1
seq_id_243	5875	0	1
seq_id_244	50808	12	67
seq_id_245	107480	5	69
seq_id_246	628	0	0
seq_id_247	2047	0	0
seq_id_248	8219	1	0
seq_id_249	1072	0	1
seq_id_250	24800	0	2
seq_id_251	19186	0	1
seq_id_252	3121	0	0
seq_id_253	7051	0	1
seq_id_254	3720	0	1
seq_id_255	2211	0	0
seq_id_256	805	0	0
seq_id_257	24874	0	0
seq_id_258	935	0	0
seq_id_259	5168	0	0
seq_id_260	3020	0	2
seq_id_261	10065	2	11
seq_id_262	2482	0	5
seq_id_263	1101	0	1
seq_id_264	942	1	0
seq_id_265	2683	0	1
seq_id_266	784	0	0
seq_id_267	15715	0	2
seq_id_268	17622	1	5
seq_id_269	1004	0	0
seq_id_270	18560	1	8
seq_id_271	13666	0	3
seq_id_272	39241	4	16
seq_id_273	3738	0	1
seq_id_274	3632	0	8
seq_id_275	1543	0	9
seq_id_276	15420	0	5
seq_id_277	31318	0	9
seq_id_278	4365	2	1
seq_id_279	512	0	4
seq_id_280	126230	5	52
seq_id_281	2558	0	1
seq_id_282	3025	0	0
seq_id_283	967	0	1
seq_id_284	3445	0	0
seq_id_285	4942	0	0
seq_id_286	1114	0	0
seq_id_287	24472	0	4
seq_id_288	784	0	0
seq_id_289	2105	0	0
seq_id_290	220598	9	83
