fragment	length	numhm	numht
seq_id_1	70974	2	31
seq_id_2	2420	0	3
seq_id_3	3317	1	3
seq_id_4	53063	3	35
seq_id_5	6288	3	2
seq_id_6	939	0	0
seq_id_7	456161	45	236
seq_id_8	1144	0	0
seq_id_9	5115	0	0
seq_id_10	3735	0	0
seq_id_11	2568	0	0
seq_id_12	954	0	0
seq_id_13	806	0	0
seq_id_14	24891	0	0
seq_id_15	7853	0	0
seq_id_16	11114	0	0
seq_id_17	7506	0	0
seq_id_18	8224	0	0
seq_id_19	553	0	0
seq_id_20	4906	0	0
seq_id_21	2466	0	0
seq_id_22	6390	0	0
seq_id_23	4187	0	0
seq_id_24	4024	0	0
seq_id_25	3601	0	0
seq_id_26	5876	0	0
seq_id_27	2764	0	0
seq_id_28	2270	0	0
seq_id_29	996	0	0
seq_id_30	5387	0	0
seq_id_31	7775	1	0
seq_id_32	1368	0	0
seq_id_33	2876	0	0
seq_id_34	17035	0	1
seq_id_35	2514	0	0
seq_id_36	1012	0	0
seq_id_37	1221	0	0
seq_id_38	51735	0	0
seq_id_39	198462	0	0
seq_id_40	7033	0	0
seq_id_41	6975	0	0
seq_id_42	9973	0	0
seq_id_43	1396	0	0
seq_id_44	7115	0	0
seq_id_45	23157	0	0
seq_id_46	2655	0	0
seq_id_47	2467	0	0
seq_id_48	9496	0	1
seq_id_49	1307	0	0
seq_id_50	1672	0	0
seq_id_51	7536	0	0
seq_id_52	1227	0	0
seq_id_53	7040	0	0
seq_id_54	15899	0	0
seq_id_55	1569	0	0
seq_id_56	16722	0	0
seq_id_57	773	0	0
seq_id_58	2573	0	0
seq_id_59	4844	1	2
seq_id_60	3396	0	3
seq_id_61	1999	0	1
seq_id_62	35986	5	27
seq_id_63	5498	3	0
seq_id_64	9452	0	7
seq_id_65	617	0	1
seq_id_66	20258	1	14
seq_id_67	1119	1	0
seq_id_68	5850	1	0
seq_id_69	2341	1	1
seq_id_70	54254	5	37
seq_id_71	3512	0	2
seq_id_72	27571	1	15
seq_id_73	3307	0	1
seq_id_74	6436	0	1
seq_id_75	567	0	0
seq_id_76	1457	0	1
seq_id_77	3853	0	0
seq_id_78	995	0	0
seq_id_79	7354	0	1
seq_id_80	8534	0	4
seq_id_81	2548	0	0
seq_id_82	1011	0	0
seq_id_83	36047	0	4
seq_id_84	3164	0	0
seq_id_85	8674	0	1
seq_id_86	1741	0	0
seq_id_87	2674	0	0
seq_id_88	1584	0	0
seq_id_89	2455	0	3
seq_id_90	1478	0	0
seq_id_91	6520	0	4
seq_id_92	2827	0	3
seq_id_93	1051	0	0
seq_id_94	1551	0	1
seq_id_95	28606	2	18
seq_id_96	1955	0	0
seq_id_97	18258	0	4
seq_id_98	1450	0	2
seq_id_99	1868	0	0
seq_id_100	11553	0	0
seq_id_101	1358	0	0
seq_id_102	2263	0	0
seq_id_103	1672	0	1
seq_id_104	1608	0	0
seq_id_105	125492	17	92
seq_id_106	8485	0	1
seq_id_107	5156	0	4
seq_id_108	1286	0	0
seq_id_109	3009	0	2
seq_id_110	4325	0	0
seq_id_111	2180	0	0
seq_id_112	1408	0	2
seq_id_113	2233	0	1
seq_id_114	849	0	0
seq_id_115	1387	0	0
seq_id_116	2326	0	3
seq_id_117	1139	0	1
seq_id_118	1531	0	0
seq_id_119	1441	0	0
seq_id_120	2305	1	0
seq_id_121	1129	0	0
seq_id_122	2307	0	2
seq_id_123	869	0	0
seq_id_124	1745	0	1
