fragment	length	numhm	numht
seq_id_1	834	0	3
seq_id_2	1426	1	1
seq_id_3	11596	0	5
seq_id_4	602	0	0
seq_id_5	1423	0	0
seq_id_6	15490	1	3
seq_id_7	9227	0	3
seq_id_8	787	0	1
seq_id_9	2442	0	1
seq_id_10	1119	0	1
seq_id_11	3965	0	2
seq_id_12	3703	0	1
seq_id_13	4808	0	1
seq_id_14	4955	0	0
seq_id_15	1254	0	1
seq_id_16	3586	0	6
seq_id_17	10809	1	8
seq_id_18	1234	0	2
seq_id_19	1449	0	1
seq_id_20	2414	2	0
seq_id_21	7737	0	8
seq_id_22	26020	0	20
seq_id_23	6800	1	2
seq_id_24	1197	0	0
seq_id_25	5364	0	2
seq_id_26	1588	0	1
seq_id_27	1174	3	0
seq_id_28	1323	0	1
seq_id_29	611	0	0
seq_id_30	5451	1	3
seq_id_31	7694	0	7
seq_id_32	1623	0	0
seq_id_33	6993	1	4
seq_id_34	6428	1	4
seq_id_35	14924	1	4
seq_id_36	7576	0	9
seq_id_37	12693	1	10
seq_id_38	804	0	0
seq_id_39	1874	0	0
seq_id_40	13544	3	4
seq_id_41	615	0	0
seq_id_42	1914	0	0
seq_id_43	29712	9	26
seq_id_44	816	2	1
seq_id_45	17556	3	12
seq_id_46	546	0	0
seq_id_47	14038	1	5
seq_id_48	1896	0	1
seq_id_49	3702	0	2
seq_id_50	2346	0	0
seq_id_51	579	0	0
seq_id_52	80769	6	46
seq_id_53	11210	1	13
seq_id_54	35571	6	25
seq_id_55	1120	0	2
seq_id_56	9165	1	8
seq_id_57	2824	1	7
seq_id_58	600	0	0
seq_id_59	1433	0	3
seq_id_60	1459	1	0
seq_id_61	6969	0	8
seq_id_62	38550	5	20
seq_id_63	9485	0	1
seq_id_64	64094	1	11
seq_id_65	77834	0	0
seq_id_66	1656	0	0
seq_id_67	3891	0	0
seq_id_68	3718	0	0
seq_id_69	2713	0	0
seq_id_70	7728	0	0
seq_id_71	2740	0	0
seq_id_72	6541	0	0
seq_id_73	10813	0	0
seq_id_74	3390	0	0
seq_id_75	19502	0	0
seq_id_76	13699	0	0
seq_id_77	25432	1	0
seq_id_78	7476	0	1
seq_id_79	3896	0	0
seq_id_80	5095	0	0
seq_id_81	2764	0	0
seq_id_82	2207	0	0
seq_id_83	2687	0	0
