fragment	length	numhm	numht
seq_id_1	8587	1	6
seq_id_2	2149	0	2
seq_id_3	3885	0	1
seq_id_4	10343	1	1
seq_id_5	5153	0	1
seq_id_6	3318	0	3
seq_id_7	10657	0	3
seq_id_8	7881	0	4
seq_id_9	15570	0	8
seq_id_10	18493	3	12
seq_id_11	1042	0	0
seq_id_12	698	0	2
seq_id_13	2079	0	4
seq_id_14	4467	0	4
seq_id_15	9185	0	6
seq_id_16	13426	0	11
seq_id_17	3691	0	2
seq_id_18	9493	1	2
seq_id_19	2585	3	1
seq_id_20	4478	0	1
seq_id_21	38540	4	22
seq_id_22	6594	0	2
seq_id_23	1295	0	0
seq_id_24	24346	3	19
seq_id_25	41035	12	32
seq_id_26	655	0	0
seq_id_27	5679	3	3
seq_id_28	1480	0	2
seq_id_29	545	0	1
seq_id_30	7274	0	3
seq_id_31	6620	1	1
seq_id_32	56990	2	30
seq_id_33	1375	0	0
seq_id_34	855	0	1
seq_id_35	776	0	0
seq_id_36	954	0	1
seq_id_37	3378	0	3
seq_id_38	10202	3	4
seq_id_39	7510	0	9
seq_id_40	6077	0	1
seq_id_41	1896	0	1
seq_id_42	6335	1	2
seq_id_43	2812	0	2
seq_id_44	1040	0	2
seq_id_45	3438	1	8
seq_id_46	2712	0	2
seq_id_47	2708	0	0
seq_id_48	996	1	2
seq_id_49	22526	3	13
seq_id_50	710	0	1
seq_id_51	1352	0	0
seq_id_52	1161	0	0
seq_id_53	5131	0	1
seq_id_54	834	1	1
seq_id_55	3823	1	9
seq_id_56	4252	0	6
seq_id_57	13565	3	13
seq_id_58	2475	0	6
seq_id_59	540	0	1
seq_id_60	1186	0	0
seq_id_61	6098	4	11
seq_id_62	9135	0	5
seq_id_63	1954	0	1
seq_id_64	2365	1	1
seq_id_65	5233	0	0
seq_id_66	2244	0	0
seq_id_67	579	0	0
seq_id_68	11590	0	2
seq_id_69	26975	1	11
seq_id_70	2163	0	0
seq_id_71	1926	0	0
seq_id_72	3858	0	1
seq_id_73	1442	0	0
seq_id_74	3048	0	0
seq_id_75	3354	0	0
seq_id_76	3378	0	0
seq_id_77	9233	0	0
seq_id_78	11672	0	0
seq_id_79	7918	0	0
seq_id_80	2624	0	0
seq_id_81	12445	0	0
seq_id_82	3605	0	0
seq_id_83	18117	0	0
seq_id_84	1440	0	0
seq_id_85	1389	0	0
seq_id_86	2913	0	0
seq_id_87	3442	0	0
seq_id_88	2201	0	0
seq_id_89	5288	0	0
seq_id_90	642	0	0
seq_id_91	11068	0	0
seq_id_92	4587	0	0
seq_id_93	5514	0	0
seq_id_94	3457	0	0
seq_id_95	3326	0	0
seq_id_96	2130	0	0
seq_id_97	1080	0	0
seq_id_98	6301	0	0
seq_id_99	7462	0	0
seq_id_100	3147	0	0
seq_id_101	1552	0	0
seq_id_102	49977	0	0
seq_id_103	7199	0	0
seq_id_104	673	0	0
seq_id_105	7592	1	0
seq_id_106	62536	0	1
seq_id_107	24974	0	0
seq_id_108	6889	0	0
seq_id_109	2920	0	0
seq_id_110	933	0	0
seq_id_111	13342	0	0
seq_id_112	514	0	0
seq_id_113	2005	0	0
seq_id_114	9014	0	0
seq_id_115	74971	0	0
seq_id_116	2705	0	0
seq_id_117	2737	0	0
seq_id_118	13048	0	0
seq_id_119	5602	0	0
seq_id_120	15300	0	0
seq_id_121	11105	0	0
seq_id_122	5678	0	0
seq_id_123	3291	0	0
seq_id_124	3364	0	0
seq_id_125	5863	0	0
seq_id_126	1174	0	0
seq_id_127	557	0	0
seq_id_128	6176	0	0
seq_id_129	2578	0	0
seq_id_130	1444	0	0
seq_id_131	54502	0	0
seq_id_132	6133	0	1
seq_id_133	3229	0	0
seq_id_134	1850	0	0
seq_id_135	31259	0	0
seq_id_136	11169	0	0
seq_id_137	1483	0	0
seq_id_138	3356	0	0
seq_id_139	4190	0	0
seq_id_140	8904	1	3
seq_id_141	5384	0	4
seq_id_142	2500	0	1
seq_id_143	3086	0	1
seq_id_144	2331	0	0
seq_id_145	4137	2	9
seq_id_146	1491	0	0
seq_id_147	16099	3	9
seq_id_148	2943	0	6
seq_id_149	1665	0	0
seq_id_150	2200	0	0
seq_id_151	2057	1	0
seq_id_152	7346	2	3
seq_id_153	2102	0	2
seq_id_154	52329	8	26
