fragment	length	numhm	numht
seq_id_1	8370	1	6
seq_id_2	529	0	0
seq_id_3	5610	0	3
seq_id_4	9080	0	0
seq_id_5	17844	1	7
seq_id_6	16623	0	6
seq_id_7	111840	11	73
seq_id_8	10209	0	2
seq_id_9	5986	1	8
seq_id_10	5044	0	3
seq_id_11	2149	0	0
seq_id_12	2739	0	3
seq_id_13	832	0	0
seq_id_14	2847	0	4
seq_id_15	5913	2	2
seq_id_16	15914	2	4
seq_id_17	6479	6	3
seq_id_18	516	0	0
seq_id_19	4214	1	0
seq_id_20	3376	1	2
seq_id_21	16524	5	24
seq_id_22	3187	0	3
seq_id_23	14973	0	6
seq_id_24	25000	1	17
seq_id_25	5956	0	4
seq_id_26	5291	0	1
seq_id_27	9178	1	2
seq_id_28	20311	1	11
seq_id_29	5399	0	1
seq_id_30	1374	3	1
seq_id_31	2010	0	2
seq_id_32	14638	0	10
seq_id_33	5917	1	2
seq_id_34	626	0	0
seq_id_35	12466	1	15
seq_id_36	3617	1	3
seq_id_37	1092	0	0
seq_id_38	2220	0	1
seq_id_39	2135	0	0
seq_id_40	1560	0	1
seq_id_41	10782	3	8
seq_id_42	15935	2	12
seq_id_43	759	0	2
seq_id_44	29097	7	39
seq_id_45	18488	1	5
seq_id_46	882	0	0
seq_id_47	1709	0	0
seq_id_48	4194	0	2
seq_id_49	6363	0	0
seq_id_50	54971	1	12
seq_id_51	2604	0	0
seq_id_52	5971	0	0
seq_id_53	4552	0	0
seq_id_54	22191	0	0
seq_id_55	6079	0	0
seq_id_56	4393	0	0
seq_id_57	1397	0	0
seq_id_58	1713	0	0
seq_id_59	17891	0	0
seq_id_60	14323	0	0
seq_id_61	5700	0	0
seq_id_62	9990	0	0
seq_id_63	8113	0	0
seq_id_64	17695	0	0
seq_id_65	27188	0	0
seq_id_66	631	0	0
seq_id_67	3960	0	0
seq_id_68	603	0	0
seq_id_69	3485	0	0
seq_id_70	811	0	0
seq_id_71	6536	0	0
seq_id_72	8841	0	0
seq_id_73	3143	0	0
seq_id_74	906	0	0
seq_id_75	29305	1	1
seq_id_76	528	0	0
seq_id_77	1968	0	0
seq_id_78	815	0	0
seq_id_79	6678	0	0
seq_id_80	1462	0	0
seq_id_81	867	0	0
seq_id_82	2830	0	0
seq_id_83	5547	0	0
seq_id_84	14638	0	0
seq_id_85	7524	0	0
seq_id_86	8458	0	0
seq_id_87	3023	0	0
seq_id_88	5196	0	0
seq_id_89	1722	0	0
seq_id_90	3837	0	0
seq_id_91	6986	0	0
seq_id_92	2741	0	0
seq_id_93	5061	0	0
seq_id_94	8457	0	0
seq_id_95	6124	0	0
seq_id_96	29726	0	0
seq_id_97	6506	0	0
seq_id_98	41025	0	0
seq_id_99	2785	0	0
seq_id_100	5925	0	0
seq_id_101	3971	0	0
seq_id_102	1583	0	0
seq_id_103	103861	0	0
seq_id_104	16931	0	0
seq_id_105	1572	0	0
seq_id_106	11180	0	1
seq_id_107	564	0	0
seq_id_108	982	0	0
seq_id_109	24258	0	0
seq_id_110	3342	0	0
seq_id_111	1193	0	0
seq_id_112	1711	0	0
seq_id_113	3854	0	0
seq_id_114	1042	0	0
seq_id_115	1931	0	0
seq_id_116	789	0	0
seq_id_117	2884	0	0
seq_id_118	1263	0	0
seq_id_119	597	0	0
seq_id_120	567	0	0
seq_id_121	1270	0	0
seq_id_122	4084	0	0
seq_id_123	793	0	0
seq_id_124	292666	19	134
seq_id_125	5484	1	0
seq_id_126	58030	1	24
seq_id_127	32689	0	11
seq_id_128	7595	2	10
seq_id_129	1409	0	0
seq_id_130	25938	5	7
seq_id_131	4589	0	0
seq_id_132	4423	0	0
seq_id_133	16048	2	16
seq_id_134	9720	4	36
seq_id_135	2623	1	1
seq_id_136	10205	1	3
seq_id_137	19675	2	9
seq_id_138	748	0	0
seq_id_139	765	0	0
seq_id_140	11631	0	6
seq_id_141	2065	0	1
seq_id_142	5199	0	0
seq_id_143	2168	0	2
seq_id_144	112843	8	71
seq_id_145	3149	0	1
seq_id_146	1978	0	1
seq_id_147	40939	0	6
seq_id_148	1446	0	0
seq_id_149	3497	0	0
seq_id_150	975	0	0
seq_id_151	1889	0	0
seq_id_152	3944	0	0
seq_id_153	1413	0	1
seq_id_154	4795	0	3
seq_id_155	5985	0	0
seq_id_156	725	0	1
seq_id_157	2985	0	0
seq_id_158	1964	0	0
seq_id_159	894	0	0
seq_id_160	1840	0	1
