fragment	length	numhm	numht
seq_id_1	2606	1	4
seq_id_2	5355	0	2
seq_id_3	2722	0	2
seq_id_4	599	0	0
seq_id_5	6317	0	1
seq_id_6	7233	1	1
seq_id_7	11949	0	5
seq_id_8	3589	0	0
seq_id_9	4293	0	3
seq_id_10	1865	0	0
seq_id_11	987	0	0
seq_id_12	17624	0	9
seq_id_13	1914	0	0
seq_id_14	2187	0	3
seq_id_15	765	0	1
seq_id_16	2895	0	3
seq_id_17	18639	3	14
seq_id_18	4637	0	3
seq_id_19	13097	0	10
seq_id_20	23363	4	12
seq_id_21	1797	0	1
seq_id_22	6756	1	3
seq_id_23	1809	0	2
seq_id_24	125929	21	79
seq_id_25	5323	1	2
seq_id_26	566	0	1
seq_id_27	3921	0	2
seq_id_28	5728	0	3
seq_id_29	819	0	0
seq_id_30	14275	0	13
seq_id_31	2092	0	1
seq_id_32	3443	0	1
seq_id_33	6958	0	2
seq_id_34	1732	1	0
seq_id_35	1910	0	0
seq_id_36	2196	0	1
seq_id_37	8981	1	5
seq_id_38	1036	0	0
seq_id_39	7441	0	5
seq_id_40	1867	0	0
seq_id_41	2361	0	1
seq_id_42	4517	3	3
seq_id_43	582	0	0
seq_id_44	8046	0	6
seq_id_45	9866	0	5
seq_id_46	1129	1	0
seq_id_47	4391	0	2
seq_id_48	33843	5	28
seq_id_49	675	0	1
seq_id_50	1379	0	0
seq_id_51	13951	2	12
seq_id_52	2305	0	6
seq_id_53	9245	2	9
seq_id_54	20823	5	25
seq_id_55	3091	0	2
seq_id_56	701	0	0
seq_id_57	9834	1	2
seq_id_58	5474	0	2
seq_id_59	2081	0	0
seq_id_60	4209	0	0
seq_id_61	926	0	0
seq_id_62	657	0	0
seq_id_63	13573	0	2
seq_id_64	23256	1	10
seq_id_65	668	0	0
seq_id_66	504	0	0
seq_id_67	14251	0	0
seq_id_68	2623	0	0
seq_id_69	11485	0	0
seq_id_70	1096	0	0
seq_id_71	7724	0	0
seq_id_72	3175	0	0
seq_id_73	13357	0	0
seq_id_74	557	0	0
seq_id_75	2895	0	0
seq_id_76	576	0	0
seq_id_77	5720	0	0
seq_id_78	11767	0	0
seq_id_79	3387	0	0
seq_id_80	40974	0	0
seq_id_81	1234	0	0
seq_id_82	3556	0	0
seq_id_83	6252	0	0
seq_id_84	719	0	0
seq_id_85	2734	0	0
seq_id_86	1346	0	0
seq_id_87	18670	0	0
seq_id_88	5596	0	0
seq_id_89	1387	0	0
seq_id_90	10757	0	0
seq_id_91	1205	0	0
seq_id_92	2970	0	0
seq_id_93	716	0	0
seq_id_94	1727	0	0
seq_id_95	45097	1	1
seq_id_96	2841	0	0
seq_id_97	7491	0	0
seq_id_98	18625	0	0
seq_id_99	786	0	0
seq_id_100	726	0	0
seq_id_101	10798	0	0
seq_id_102	1360	0	0
seq_id_103	513	0	0
seq_id_104	643	0	0
seq_id_105	2132	0	0
seq_id_106	2529	0	0
seq_id_107	2031	0	0
seq_id_108	47785	0	0
seq_id_109	170661	0	0
seq_id_110	4414	0	0
seq_id_111	2483	0	0
seq_id_112	3185	0	0
seq_id_113	53909	0	1
seq_id_114	3852	0	0
seq_id_115	5022	0	0
seq_id_116	2930	0	0
seq_id_117	1405	0	0
seq_id_118	1848	0	0
seq_id_119	3728	0	0
seq_id_120	3627	0	0
seq_id_121	2446	0	0
seq_id_122	1190	0	0
seq_id_123	8054	0	0
seq_id_124	698	0	0
seq_id_125	15907	0	0
seq_id_126	11168	1	7
seq_id_127	8143	0	4
seq_id_128	5039	2	7
seq_id_129	997	0	0
seq_id_130	553	1	1
seq_id_131	4789	0	2
seq_id_132	2572	1	5
seq_id_133	3187	1	1
seq_id_134	3964	0	4
seq_id_135	1052	0	1
seq_id_136	544	0	1
seq_id_137	30416	4	12
seq_id_138	4922	0	10
seq_id_139	1162	0	0
seq_id_140	18842	4	6
seq_id_141	777	0	1
seq_id_142	981	0	0
seq_id_143	10415	3	2
seq_id_144	8710	1	3
seq_id_145	695	0	1
seq_id_146	1016	0	1
seq_id_147	3997	0	4
seq_id_148	1599	0	2
seq_id_149	551	0	1
seq_id_150	2739	0	1
seq_id_151	809	0	1
